abundance,count,cumulative,cumulative_fraction
83,15586,288601758,0.993
84,15543,288617301,0.993
85,15212,288632513,0.993
86,15077,288647590,0.993
87,14964,288662554,0.993
88,14443,288676997,0.993
89,14222,288691219,0.993
90,13987,288705206,0.993
91,13789,288718995,0.993
92,13916,288732911,0.993
93,13117,288746028,0.993
94,13144,288759172,0.993
95,12844,288772016,0.993
96,12955,288784971,0.993
97,12514,288797485,0.993
98,12494,288809979,0.993
99,12495,288822474,0.993
100,12353,288834827,0.993
101,12051,288846878,0.993
102,12038,288858916,0.993
103,11641,288870557,0.994
104,11319,288881876,0.994
105,11325,288893201,0.994
106,11178,288904379,0.994
107,11021,288915400,0.994
108,10876,288926276,0.994
109,10827,288937103,0.994
110,10731,288947834,0.994
111,10497,288958331,0.994
112,10338,288968669,0.994
113,10085,288978754,0.994
114,9862,288988616,0.994
115,9851,288998467,0.994
116,9591,289008058,0.994
117,9493,289017551,0.994
118,9147,289026698,0.994
119,9248,289035946,0.994
120,8900,289044846,0.994
121,8894,289053740,0.994
122,8893,289062633,0.994
123,8921,289071554,0.994
124,8819,289080373,0.994
125,8428,289088801,0.994
126,8462,289097263,0.994
127,8389,289105652,0.994
128,8208,289113860,0.994
129,7992,289121852,0.994
130,7882,289129734,0.994
131,7959,289137693,0.994
132,7783,289145476,0.994
133,7483,289152959,0.994
134,7592,289160551,0.995
135,7380,289167931,0.995
136,7345,289175276,0.995
137,7253,289182529,0.995
138,6930,289189459,0.995
139,6998,289196457,0.995
140,6827,289203284,0.995
141,6687,289209971,0.995
142,6754,289216725,0.995
143,6563,289223288,0.995
144,6562,289229850,0.995
145,6502,289236352,0.995
146,6243,289242595,0.995
147,6478,289249073,0.995
148,6378,289255451,0.995
149,6312,289261763,0.995
150,6234,289267997,0.995
151,6335,289274332,0.995
152,6251,289280583,0.995
153,6171,289286754,0.995
154,5936,289292690,0.995
155,5970,289298660,0.995
156,5986,289304646,0.995
157,5842,289310488,0.995
158,5899,289316387,0.995
159,5826,289322213,0.995
160,5853,289328066,0.995
161,5755,289333821,0.995
162,5582,289339403,0.995
163,5545,289344948,0.995
164,5491,289350439,0.995
165,5361,289355800,0.995
166,5306,289361106,0.995
167,5172,289366278,0.995
168,5211,289371489,0.995
169,5119,289376608,0.995
170,4979,289381587,0.995
171,4925,289386512,0.995
172,4931,289391443,0.995
173,4819,289396262,0.995
174,4812,289401074,0.995
175,4698,289405772,0.995
176,4520,289410292,0.995
177,4534,289414826,0.995
178,4372,289419198,0.995
179,4410,289423608,0.995
180,4022,289427630,0.995
181,4307,289431937,0.995
182,4089,289436026,0.995
183,4089,289440115,0.995
184,4077,289444192,0.996
185,4053,289448245,0.996
186,4005,289452250,0.996
187,3838,289456088,0.996
188,3852,289459940,0.996
189,3881,289463821,0.996
190,3578,289467399,0.996
191,3651,289471050,0.996
192,3536,289474586,0.996
193,3523,289478109,0.996
194,3465,289481574,0.996
195,3472,289485046,0.996
196,3375,289488421,0.996
197,3375,289491796,0.996
198,3301,289495097,0.996
199,3234,289498331,0.996
200,3354,289501685,0.996
201,3245,289504930,0.996
202,3191,289508121,0.996
203,3146,289511267,0.996
204,3178,289514445,0.996
205,3181,289517626,0.996
206,3096,289520722,0.996
207,3048,289523770,0.996
208,3043,289526813,0.996
209,2946,289529759,0.996
210,2873,289532632,0.996
211,2881,289535513,0.996
212,2880,289538393,0.996
213,2713,289541106,0.996
214,2804,289543910,0.996
215,2662,289546572,0.996
216,2645,289549217,0.996
217,2657,289551874,0.996
218,2590,289554464,0.996
219,2503,289556967,0.996
220,2498,289559465,0.996
221,2479,289561944,0.996
222,2429,289564373,0.996
223,2453,289566826,0.996
224,2451,289569277,0.996
225,2375,289571652,0.996
226,2450,289574102,0.996
227,2442,289576544,0.996
228,2420,289578964,0.996
229,2423,289581387,0.996
230,2301,289583688,0.996
231,2309,289585997,0.996
232,2269,289588266,0.996
233,2259,289590525,0.996
234,2268,289592793,0.996
235,2231,289595024,0.996
236,2095,289597119,0.996
237,2227,289599346,0.996
238,2082,289601428,0.996
239,2182,289603610,0.996
240,2068,289605678,0.996
241,1986,289607664,0.996
242,1943,289609607,0.996
243,2017,289611624,0.996
244,1974,289613598,0.996
245,1999,289615597,0.996
246,1975,289617572,0.996
247,1897,289619469,0.996
248,2017,289621486,0.996
249,1946,289623432,0.996
250,1929,289625361,0.996
251,1818,289627179,0.996
252,1807,289628986,0.996
253,1770,289630756,0.996
254,1811,289632567,0.996
255,1834,289634401,0.996
256,1744,289636145,0.996
257,1817,289637962,0.996
258,1819,289639781,0.996
259,1771,289641552,0.996
260,1851,289643403,0.996
261,1823,289645226,0.996
262,1799,289647025,0.996
263,1831,289648856,0.996
264,1770,289650626,0.996
265,1759,289652385,0.996
266,1813,289654198,0.996
267,1726,289655924,0.996
268,1816,289657740,0.996
269,1814,289659554,0.996
270,1780,289661334,0.996
271,1770,289663104,0.996
272,1839,289664943,0.996
273,1824,289666767,0.996
274,1839,289668606,0.996
275,1777,289670383,0.996
276,1844,289672227,0.996
277,1750,289673977,0.996
278,1793,289675770,0.996
279,1816,289677586,0.996
280,1756,289679342,0.996
281,1684,289681026,0.996
282,1742,289682768,0.996
283,1735,289684503,0.996
284,1689,289686192,0.996
285,1687,289687879,0.996
286,1767,289689646,0.996
287,1678,289691324,0.996
288,1679,289693003,0.996
289,1692,289694695,0.996
290,1677,289696372,0.996
291,1625,289697997,0.996
292,1592,289699589,0.996
293,1586,289701175,0.996
294,1646,289702821,0.996
295,1629,289704450,0.996
296,1651,289706101,0.996
297,1673,289707774,0.996
298,1682,289709456,0.996
299,1641,289711097,0.996
300,1606,289712703,0.996
301,1690,289714393,0.996
302,1656,289716049,0.996
303,1663,289717712,0.996
304,1644,289719356,0.996
305,1583,289720939,0.996
306,1630,289722569,0.996
307,1669,289724238,0.996
308,1632,289725870,0.996
309,1634,289727504,0.996
310,1542,289729046,0.996
311,1561,289730607,0.996
312,1524,289732131,0.996
313,1555,289733686,0.996
314,1659,289735345,0.997
315,1607,289736952,0.997
316,1739,289738691,0.997
317,1690,289740381,0.997
318,1554,289741935,0.997
319,1717,289743652,0.997
320,1741,289745393,0.997
321,1631,289747024,0.997
322,1676,289748700,0.997
323,1649,289750349,0.997
324,1733,289752082,0.997
325,1606,289753688,0.997
326,1665,289755353,0.997
327,1753,289757106,0.997
328,1634,289758740,0.997
329,1596,289760336,0.997
330,1583,289761919,0.997
331,1543,289763462,0.997
332,1548,289765010,0.997
333,1565,289766575,0.997
334,1551,289768126,0.997
335,1622,289769748,0.997
336,1598,289771346,0.997
337,1563,289772909,0.997
338,1643,289774552,0.997
339,1588,289776140,0.997
340,1582,289777722,0.997
341,1608,289779330,0.997
342,1510,289780840,0.997
343,1504,289782344,0.997
344,1543,289783887,0.997
345,1579,289785466,0.997
346,1487,289786953,0.997
347,1555,289788508,0.997
348,1544,289790052,0.997
349,1449,289791501,0.997
350,1531,289793032,0.997
351,1629,289794661,0.997
352,1590,289796251,0.997
353,1618,289797869,0.997
354,1524,289799393,0.997
355,1502,289800895,0.997
356,1589,289802484,0.997
357,1487,289803971,0.997
358,1532,289805503,0.997
359,1484,289806987,0.997
360,1539,289808526,0.997
361,1521,289810047,0.997
362,1534,289811581,0.997
363,1421,289813002,0.997
364,1492,289814494,0.997
365,1513,289816007,0.997
366,1492,289817499,0.997
367,1507,289819006,0.997
368,1511,289820517,0.997
369,1447,289821964,0.997
370,1413,289823377,0.997
371,1449,289824826,0.997
372,1399,289826225,0.997
373,1444,289827669,0.997
374,1372,289829041,0.997
375,1427,289830468,0.997
376,1382,289831850,0.997
377,1409,289833259,0.997
378,1430,289834689,0.997
379,1388,289836077,0.997
380,1450,289837527,0.997
381,1345,289838872,0.997
382,1330,289840202,0.997
383,1334,289841536,0.997
384,1285,289842821,0.997
385,1304,289844125,0.997
386,1281,289845406,0.997
387,1293,289846699,0.997
388,1316,289848015,0.997
389,1246,289849261,0.997
390,1283,289850544,0.997
391,1221,289851765,0.997
392,1262,289853027,0.997
393,1303,289854330,0.997
394,1240,289855570,0.997
395,1237,289856807,0.997
396,1229,289858036,0.997
397,1236,289859272,0.997
398,1255,289860527,0.997
399,1258,289861785,0.997
400,1297,289863082,0.997
401,1262,289864344,0.997
402,1303,289865647,0.997
403,1265,289866912,0.997
404,1318,289868230,0.997
405,1203,289869433,0.997
406,1263,289870696,0.997
407,1207,289871903,0.997
408,1241,289873144,0.997
409,1230,289874374,0.997
410,1235,289875609,0.997
411,1138,289876747,0.997
412,1140,289877887,0.997
413,1183,289879070,0.997
414,1200,289880270,0.997
415,1190,289881460,0.997
416,1180,289882640,0.997
417,1132,289883772,0.997
418,1188,289884960,0.997
419,1256,289886216,0.997
420,1194,289887410,0.997
421,1145,289888555,0.997
422,1200,289889755,0.997
423,1241,289890996,0.997
424,1160,289892156,0.997
425,1155,289893311,0.997
426,1226,289894537,0.997
427,1218,289895755,0.997
428,1139,289896894,0.997
429,1205,289898099,0.997
430,1110,289899209,0.997
431,1192,289900401,0.997
432,1180,289901581,0.997
433,1190,289902771,0.997
434,1177,289903948,0.997
435,1196,289905144,0.997
436,1166,289906310,0.997
437,1168,289907478,0.997
438,1150,289908628,0.997
439,1207,289909835,0.997
440,1131,289910966,0.997
441,1142,289912108,0.997
442,1208,289913316,0.997
443,1204,289914520,0.997
444,1176,289915696,0.997
445,1264,289916960,0.997
446,1216,289918176,0.997
447,1158,289919334,0.997
448,1163,289920497,0.997
449,1169,289921666,0.997
450,1127,289922793,0.997
451,1125,289923918,0.997
452,1118,289925036,0.997
453,1173,289926209,0.997
454,1133,289927342,0.997
455,1131,289928473,0.997
456,1132,289929605,0.997
457,1135,289930740,0.997
458,1209,289931949,0.997
459,1181,289933130,0.997
460,1141,289934271,0.997
461,1186,289935457,0.997
462,1156,289936613,0.997
463,1202,289937815,0.997
464,1175,289938990,0.997
465,1122,289940112,0.997
466,1185,289941297,0.997
467,1133,289942430,0.997
468,1220,289943650,0.997
469,1108,289944758,0.997
470,1115,289945873,0.997
471,1054,289946927,0.997
472,1137,289948064,0.997
473,1114,289949178,0.997
474,1130,289950308,0.997
475,1068,289951376,0.997
476,1112,289952488,0.997
477,1085,289953573,0.997
478,1158,289954731,0.997
479,1081,289955812,0.997
480,1111,289956923,0.997
481,1121,289958044,0.997
482,1104,289959148,0.997
483,1079,289960227,0.997
484,1067,289961294,0.997
485,1104,289962398,0.997
486,1072,289963470,0.997
487,1029,289964499,0.997
488,1006,289965505,0.997
489,1032,289966537,0.997
490,994,289967531,0.997
491,988,289968519,0.997
492,954,289969473,0.997
493,1044,289970517,0.997
494,998,289971515,0.997
495,1046,289972561,0.997
496,1017,289973578,0.997
497,1005,289974583,0.997
498,968,289975551,0.997
499,1085,289976636,0.997
500,1008,289977644,0.997
501,999,289978643,0.997
502,1016,289979659,0.997
503,1020,289980679,0.997
504,1004,289981683,0.997
505,1013,289982696,0.997
506,1037,289983733,0.997
507,1007,289984740,0.997
508,978,289985718,0.997
509,935,289986653,0.997
510,966,289987619,0.997
511,969,289988588,0.997
512,998,289989586,0.997
513,942,289990528,0.997
514,956,289991484,0.997
515,969,289992453,0.997
516,916,289993369,0.997
517,933,289994302,0.997
518,1010,289995312,0.997
519,934,289996246,0.997
520,949,289997195,0.997
521,959,289998154,0.997
522,948,289999102,0.997
523,976,290000078,0.997
524,997,290001075,0.997
525,951,290002026,0.997
526,960,290002986,0.997
527,944,290003930,0.997
528,945,290004875,0.997
529,971,290005846,0.997
530,935,290006781,0.997
531,957,290007738,0.997
532,871,290008609,0.997
533,928,290009537,0.997
534,915,290010452,0.997
535,870,290011322,0.997
536,873,290012195,0.997
537,805,290013000,0.997
538,865,290013865,0.997
539,824,290014689,0.997
540,889,290015578,0.997
541,872,290016450,0.997
542,957,290017407,0.997
543,878,290018285,0.997
544,909,290019194,0.997
545,928,290020122,0.997
546,900,290021022,0.997
547,906,290021928,0.997
548,933,290022861,0.997
549,901,290023762,0.997
550,939,290024701,0.997
551,931,290025632,0.998
552,922,290026554,0.998
553,906,290027460,0.998
554,875,290028335,0.998
555,923,290029258,0.998
556,897,290030155,0.998
557,881,290031036,0.998
558,915,290031951,0.998
559,855,290032806,0.998
560,935,290033741,0.998
561,893,290034634,0.998
562,883,290035517,0.998
563,869,290036386,0.998
564,895,290037281,0.998
565,860,290038141,0.998
566,884,290039025,0.998
567,885,290039910,0.998
568,797,290040707,0.998
569,835,290041542,0.998
570,826,290042368,0.998
571,855,290043223,0.998
572,785,290044008,0.998
573,778,290044786,0.998
574,720,290045506,0.998
575,753,290046259,0.998
576,741,290047000,0.998
577,762,290047762,0.998
578,771,290048533,0.998
579,777,290049310,0.998
580,752,290050062,0.998
581,753,290050815,0.998
582,770,290051585,0.998
583,726,290052311,0.998
584,771,290053082,0.998
585,734,290053816,0.998
586,678,290054494,0.998
587,776,290055270,0.998
588,709,290055979,0.998
589,720,290056699,0.998
590,734,290057433,0.998
591,733,290058166,0.998
592,744,290058910,0.998
593,709,290059619,0.998
594,704,290060323,0.998
595,687,290061010,0.998
596,695,290061705,0.998
597,694,290062399,0.998
598,627,290063026,0.998
599,680,290063706,0.998
600,669,290064375,0.998
601,662,290065037,0.998
602,680,290065717,0.998
603,649,290066366,0.998
604,699,290067065,0.998
605,631,290067696,0.998
606,632,290068328,0.998
607,638,290068966,0.998
608,631,290069597,0.998
609,700,290070297,0.998
610,663,290070960,0.998
611,623,290071583,0.998
612,642,290072225,0.998
613,609,290072834,0.998
614,617,290073451,0.998
615,605,290074056,0.998
616,623,290074679,0.998
617,630,290075309,0.998
618,606,290075915,0.998
619,648,290076563,0.998
620,595,290077158,0.998
621,653,290077811,0.998
622,651,290078462,0.998
623,608,290079070,0.998
624,664,290079734,0.998
625,605,290080339,0.998
626,602,290080941,0.998
627,562,290081503,0.998
628,578,290082081,0.998
629,595,290082676,0.998
630,577,290083253,0.998
631,565,290083818,0.998
632,593,290084411,0.998
633,623,290085034,0.998
634,578,290085612,0.998
635,562,290086174,0.998
636,555,290086729,0.998
637,597,290087326,0.998
638,570,290087896,0.998
639,531,290088427,0.998
640,518,290088945,0.998
641,561,290089506,0.998
642,519,290090025,0.998
643,528,290090553,0.998
644,522,290091075,0.998
645,562,290091637,0.998
646,573,290092210,0.998
647,551,290092761,0.998
648,471,290093232,0.998
649,505,290093737,0.998
650,510,290094247,0.998
651,497,290094744,0.998
652,518,290095262,0.998
653,462,290095724,0.998
654,521,290096245,0.998
655,505,290096750,0.998
656,513,290097263,0.998
657,533,290097796,0.998
658,516,290098312,0.998
659,486,290098798,0.998
660,489,290099287,0.998
661,512,290099799,0.998
662,504,290100303,0.998
663,482,290100785,0.998
664,496,290101281,0.998
665,474,290101755,0.998
666,523,290102278,0.998
667,488,290102766,0.998
668,464,290103230,0.998
669,498,290103728,0.998
670,467,290104195,0.998
671,479,290104674,0.998
672,492,290105166,0.998
673,452,290105618,0.998
674,485,290106103,0.998
675,493,290106596,0.998
676,455,290107051,0.998
677,481,290107532,0.998
678,462,290107994,0.998
679,445,290108439,0.998
680,464,290108903,0.998
681,476,290109379,0.998
682,471,290109850,0.998
683,434,290110284,0.998
684,488,290110772,0.998
685,451,290111223,0.998
686,450,290111673,0.998
687,460,290112133,0.998
688,507,290112640,0.998
689,452,290113092,0.998
690,456,290113548,0.998
691,461,290114009,0.998
692,453,290114462,0.998
693,452,290114914,0.998
694,480,290115394,0.998
695,482,290115876,0.998
696,478,290116354,0.998
697,415,290116769,0.998
698,426,290117195,0.998
699,419,290117614,0.998
700,443,290118057,0.998
701,405,290118462,0.998
702,415,290118877,0.998
703,402,290119279,0.998
704,465,290119744,0.998
705,437,290120181,0.998
706,496,290120677,0.998
707,449,290121126,0.998
708,437,290121563,0.998
709,445,290122008,0.998
710,445,290122453,0.998
711,477,290122930,0.998
712,513,290123443,0.998
713,474,290123917,0.998
714,457,290124374,0.998
715,446,290124820,0.998
716,447,290125267,0.998
717,453,290125720,0.998
718,431,290126151,0.998
719,452,290126603,0.998
720,452,290127055,0.998
721,389,290127444,0.998
722,405,290127849,0.998
723,437,290128286,0.998
724,427,290128713,0.998
725,415,290129128,0.998
726,430,290129558,0.998
727,422,290129980,0.998
728,450,290130430,0.998
729,446,290130876,0.998
730,464,290131340,0.998
731,422,290131762,0.998
732,461,290132223,0.998
733,458,290132681,0.998
734,417,290133098,0.998
735,466,290133564,0.998
736,435,290133999,0.998
737,434,290134433,0.998
738,446,290134879,0.998
739,411,290135290,0.998
740,413,290135703,0.998
741,435,290136138,0.998
742,427,290136565,0.998
743,406,290136971,0.998
744,427,290137398,0.998
745,429,290137827,0.998
746,363,290138190,0.998
747,406,290138596,0.998
748,381,290138977,0.998
749,417,290139394,0.998
750,363,290139757,0.998
751,450,290140207,0.998
752,411,290140618,0.998
753,366,290140984,0.998
754,422,290141406,0.998
755,425,290141831,0.998
756,407,290142238,0.998
757,395,290142633,0.998
758,376,290143009,0.998
759,371,290143380,0.998
760,364,290143744,0.998
761,363,290144107,0.998
762,382,290144489,0.998
763,335,290144824,0.998
764,334,290145158,0.998
765,318,290145476,0.998
766,335,290145811,0.998
767,343,290146154,0.998
768,343,290146497,0.998
769,350,290146847,0.998
770,351,290147198,0.998
771,382,290147580,0.998
772,335,290147915,0.998
773,346,290148261,0.998
774,319,290148580,0.998
775,328,290148908,0.998
776,342,290149250,0.998
777,328,290149578,0.998
778,321,290149899,0.998
779,344,290150243,0.998
780,323,290150566,0.998
781,301,290150867,0.998
782,343,290151210,0.998
783,310,290151520,0.998
784,329,290151849,0.998
785,284,290152133,0.998
786,326,290152459,0.998
787,297,290152756,0.998
788,335,290153091,0.998
789,284,290153375,0.998
790,319,290153694,0.998
791,272,290153966,0.998
792,286,290154252,0.998
793,284,290154536,0.998
794,294,290154830,0.998
795,292,290155122,0.998
796,277,290155399,0.998
797,309,290155708,0.998
798,314,290156022,0.998
799,309,290156331,0.998
800,260,290156591,0.998
801,293,290156884,0.998
802,261,290157145,0.998
803,314,290157459,0.998
804,258,290157717,0.998
805,283,290158000,0.998
806,281,290158281,0.998
807,277,290158558,0.998
808,271,290158829,0.998
809,290,290159119,0.998
810,271,290159390,0.998
811,270,290159660,0.998
812,281,290159941,0.998
813,283,290160224,0.998
814,246,290160470,0.998
815,235,290160705,0.998
816,264,290160969,0.998
817,282,290161251,0.998
818,269,290161520,0.998
819,231,290161751,0.998
820,255,290162006,0.998
821,268,290162274,0.998
822,239,290162513,0.998
823,244,290162757,0.998
824,258,290163015,0.998
825,267,290163282,0.998
826,224,290163506,0.998
827,250,290163756,0.998
828,242,290163998,0.998
829,256,290164254,0.998
830,236,290164490,0.998
831,218,290164708,0.998
832,236,290164944,0.998
833,259,290165203,0.998
834,262,290165465,0.998
835,235,290165700,0.998
836,245,290165945,0.998
837,292,290166237,0.998
838,262,290166499,0.998
839,207,290166706,0.998
840,239,290166945,0.998
841,245,290167190,0.998
842,253,290167443,0.998
843,229,290167672,0.998
844,237,290167909,0.998
845,220,290168129,0.998
846,258,290168387,0.998
847,225,290168612,0.998
848,213,290168825,0.998
849,233,290169058,0.998
850,220,290169278,0.998
851,203,290169481,0.998
852,172,290169653,0.998
853,219,290169872,0.998
854,217,290170089,0.998
855,212,290170301,0.998
856,210,290170511,0.998
857,216,290170727,0.998
858,219,290170946,0.998
859,204,290171150,0.998
860,215,290171365,0.998
861,218,290171583,0.998
862,238,290171821,0.998
863,229,290172050,0.998
864,238,290172288,0.998
865,247,290172535,0.998
866,244,290172779,0.998
867,251,290173030,0.998
868,268,290173298,0.998
869,230,290173528,0.998
870,227,290173755,0.998
871,265,290174020,0.998
872,244,290174264,0.998
873,241,290174505,0.998
874,235,290174740,0.998
875,252,290174992,0.998
876,242,290175234,0.998
877,254,290175488,0.998
878,210,290175698,0.998
879,257,290175955,0.998
880,228,290176183,0.998
881,247,290176430,0.998
882,247,290176677,0.998
883,231,290176908,0.998
884,221,290177129,0.998
885,240,290177369,0.998
886,228,290177597,0.998
887,211,290177808,0.998
888,223,290178031,0.998
889,214,290178245,0.998
890,225,290178470,0.998
891,209,290178679,0.998
892,206,290178885,0.998
893,218,290179103,0.998
894,229,290179332,0.998
895,207,290179539,0.998
896,215,290179754,0.998
897,201,290179955,0.998
898,217,290180172,0.998
899,215,290180387,0.998
900,224,290180611,0.998
901,222,290180833,0.998
902,225,290181058,0.998
903,244,290181302,0.998
904,226,290181528,0.998
905,222,290181750,0.998
906,224,290181974,0.998
907,211,290182185,0.998
908,214,290182399,0.998
909,241,290182640,0.998
910,205,290182845,0.998
911,228,290183073,0.998
912,191,290183264,0.998
913,228,290183492,0.998
914,196,290183688,0.998
915,202,290183890,0.998
916,198,290184088,0.998
917,191,290184279,0.998
918,191,290184470,0.998
919,165,290184635,0.998
920,183,290184818,0.998
921,208,290185026,0.998
922,183,290185209,0.998
923,186,290185395,0.998
924,191,290185586,0.998
925,193,290185779,0.998
926,196,290185975,0.998
927,199,290186174,0.998
928,181,290186355,0.998
929,201,290186556,0.998
930,183,290186739,0.998
931,200,290186939,0.998
932,180,290187119,0.998
933,191,290187310,0.998
934,203,290187513,0.998
935,195,290187708,0.998
936,184,290187892,0.998
937,184,290188076,0.998
938,200,290188276,0.998
939,198,290188474,0.998
940,190,290188664,0.998
941,185,290188849,0.998
942,192,290189041,0.998
943,189,290189230,0.998
944,176,290189406,0.998
945,197,290189603,0.998
946,172,290189775,0.998
947,171,290189946,0.998
948,178,290190124,0.998
949,167,290190291,0.998
950,205,290190496,0.998
951,189,290190685,0.998
952,169,290190854,0.998
953,148,290191002,0.998
954,184,290191186,0.998
955,184,290191370,0.998
956,181,290191551,0.998
957,165,290191716,0.998
958,179,290191895,0.998
959,167,290192062,0.998
960,182,290192244,0.998
961,174,290192418,0.998
962,183,290192601,0.998
963,198,290192799,0.998
964,166,290192965,0.998
965,193,290193158,0.998
966,164,290193322,0.998
967,177,290193499,0.998
968,184,290193683,0.998
969,177,290193860,0.998
970,180,290194040,0.998
971,178,290194218,0.998
972,155,290194373,0.998
973,181,290194554,0.998
974,166,290194720,0.998
975,163,290194883,0.998
976,176,290195059,0.998
977,186,290195245,0.998
978,173,290195418,0.998
979,187,290195605,0.998
980,149,290195754,0.998
981,172,290195926,0.998
982,195,290196121,0.998
983,174,290196295,0.998
984,167,290196462,0.998
985,147,290196609,0.998
986,146,290196755,0.998
987,140,290196895,0.998
988,165,290197060,0.998
989,155,290197215,0.998
990,181,290197396,0.998
991,155,290197551,0.998
992,157,290197708,0.998
993,129,290197837,0.998
994,167,290198004,0.998
995,139,290198143,0.998
996,155,290198298,0.998
997,137,290198435,0.998
998,148,290198583,0.998
999,168,290198751,0.998
1000,132,290198883,0.998
1001,148,290199031,0.998
1002,138,290199169,0.998
1003,145,290199314,0.998
1004,147,290199461,0.998
1005,126,290199587,0.998
1006,146,290199733,0.998
1007,129,290199862,0.998
1008,137,290199999,0.998
1009,138,290200137,0.998
1010,129,290200266,0.998
1011,124,290200390,0.998
1012,139,290200529,0.998
1013,144,290200673,0.998
1014,154,290200827,0.998
1015,125,290200952,0.998
1016,128,290201080,0.998
1017,126,290201206,0.998
1018,148,290201354,0.998
1019,116,290201470,0.998
1020,125,290201595,0.998
1021,146,290201741,0.998
1022,126,290201867,0.998
1023,132,290201999,0.998
1024,145,290202144,0.998
1025,122,290202266,0.998
1026,134,290202400,0.998
1027,129,290202529,0.998
1028,127,290202656,0.998
1029,123,290202779,0.998
1030,130,290202909,0.998
1031,146,290203055,0.998
1032,126,290203181,0.998
1033,101,290203282,0.998
1034,120,290203402,0.998
1035,117,290203519,0.998
1036,113,290203632,0.998
1037,115,290203747,0.998
1038,118,290203865,0.998
1039,134,290203999,0.998
1040,118,290204117,0.998
1041,104,290204221,0.998
1042,119,290204340,0.998
1043,117,290204457,0.998
1044,120,290204577,0.998
1045,121,290204698,0.998
1046,127,290204825,0.998
1047,126,290204951,0.998
1048,123,290205074,0.998
1049,129,290205203,0.998
1050,134,290205337,0.998
1051,126,290205463,0.998
1052,101,290205564,0.998
1053,132,290205696,0.998
1054,134,290205830,0.998
1055,140,290205970,0.998
1056,131,290206101,0.998
1057,114,290206215,0.998
1058,115,290206330,0.998
1059,125,290206455,0.998
1060,124,290206579,0.998
1061,114,290206693,0.998
1062,116,290206809,0.998
1063,126,290206935,0.998
1064,94,290207029,0.998
1065,133,290207162,0.998
1066,120,290207282,0.998
1067,108,290207390,0.998
1068,124,290207514,0.998
1069,109,290207623,0.998
1070,100,290207723,0.998
1071,109,290207832,0.998
1072,119,290207951,0.998
1073,117,290208068,0.998
1074,135,290208203,0.998
1075,112,290208315,0.998
1076,129,290208444,0.998
1077,105,290208549,0.998
1078,119,290208668,0.998
1079,123,290208791,0.998
1080,116,290208907,0.998
1081,133,290209040,0.998
1082,147,290209187,0.998
1083,143,290209330,0.998
1084,128,290209458,0.998
1085,121,290209579,0.998
1086,131,290209710,0.998
1087,120,290209830,0.998
1088,126,290209956,0.998
1089,152,290210108,0.998
1090,115,290210223,0.998
1091,113,290210336,0.998
1092,132,290210468,0.998
1093,121,290210589,0.998
1094,117,290210706,0.998
1095,127,290210833,0.998
1096,135,290210968,0.998
1097,107,290211075,0.998
1098,128,290211203,0.998
1099,117,290211320,0.998
1100,113,290211433,0.998
1101,113,290211546,0.998
1102,122,290211668,0.998
1103,107,290211775,0.998
1104,110,290211885,0.998
1105,120,290212005,0.998
1106,107,290212112,0.998
1107,129,290212241,0.998
1108,108,290212349,0.998
1109,110,290212459,0.998
1110,113,290212572,0.998
