abundance,count,cumulative,cumulative_fraction
202,30738,576049052,0.993
203,30551,576079603,0.993
204,30244,576109847,0.994
205,30015,576139862,0.994
206,29895,576169757,0.994
207,29520,576199277,0.994
208,29179,576228456,0.994
209,28905,576257361,0.994
210,28124,576285485,0.994
211,27966,576313451,0.994
212,27665,576341116,0.994
213,27411,576368527,0.994
214,27168,576395695,0.994
215,26490,576422185,0.994
216,26230,576448415,0.994
217,25790,576474205,0.994
218,25268,576499473,0.994
219,25264,576524737,0.994
220,24975,576549712,0.994
221,24590,576574302,0.994
222,24309,576598611,0.994
223,23731,576622342,0.994
224,23492,576645834,0.994
225,23089,576668923,0.994
226,22757,576691680,0.995
227,22499,576714179,0.995
228,22232,576736411,0.995
229,21674,576758085,0.995
230,21501,576779586,0.995
231,21022,576800608,0.995
232,20546,576821154,0.995
233,20116,576841270,0.995
234,19810,576861080,0.995
235,18915,576879995,0.995
236,19102,576899097,0.995
237,18744,576917841,0.995
238,18470,576936311,0.995
239,18079,576954390,0.995
240,17634,576972024,0.995
241,17167,576989191,0.995
242,16813,577006004,0.995
243,16375,577022379,0.995
244,16219,577038598,0.995
245,15701,577054299,0.995
246,15530,577069829,0.995
247,15057,577084886,0.995
248,14859,577099745,0.995
249,14816,577114561,0.995
250,14344,577128905,0.995
251,14218,577143123,0.995
252,13723,577156846,0.995
253,13324,577170170,0.995
254,13124,577183294,0.995
255,12825,577196119,0.995
256,12637,577208756,0.995
257,12451,577221207,0.995
258,12054,577233261,0.995
259,11788,577245049,0.995
260,11727,577256776,0.995
261,11266,577268042,0.995
262,11117,577279159,0.996
263,10787,577289946,0.996
264,10531,577300477,0.996
265,10323,577310800,0.996
266,10296,577321096,0.996
267,10004,577331100,0.996
268,9658,577340758,0.996
269,9637,577350395,0.996
270,9449,577359844,0.996
271,9177,577369021,0.996
272,8996,577378017,0.996
273,8855,577386872,0.996
274,8744,577395616,0.996
275,8424,577404040,0.996
276,8123,577412163,0.996
277,8412,577420575,0.996
278,8137,577428712,0.996
279,7790,577436502,0.996
280,7810,577444312,0.996
281,7656,577451968,0.996
282,7670,577459638,0.996
283,7512,577467150,0.996
284,7319,577474469,0.996
285,7364,577481833,0.996
286,7114,577488947,0.996
287,6928,577495875,0.996
288,6865,577502740,0.996
289,6715,577509455,0.996
290,6497,577515952,0.996
291,6575,577522527,0.996
292,6501,577529028,0.996
293,6143,577535171,0.996
294,6254,577541425,0.996
295,6120,577547545,0.996
296,5970,577553515,0.996
297,5922,577559437,0.996
298,5894,577565331,0.996
299,5740,577571071,0.996
300,5916,577576987,0.996
301,5743,577582730,0.996
302,5748,577588478,0.996
303,5768,577594246,0.996
304,5575,577599821,0.996
305,5500,577605321,0.996
306,5447,577610768,0.996
307,5460,577616228,0.996
308,5344,577621572,0.996
309,5392,577626964,0.996
310,5327,577632291,0.996
311,5254,577637545,0.996
312,5233,577642778,0.996
313,5402,577648180,0.996
314,5411,577653591,0.996
315,5179,577658770,0.996
316,5300,577664070,0.996
317,5195,577669265,0.996
318,5181,577674446,0.996
319,5210,577679656,0.996
320,5150,577684806,0.996
321,5148,577689954,0.996
322,5070,577695024,0.996
323,5146,577700170,0.996
324,4872,577705042,0.996
325,4983,577710025,0.996
326,5052,577715077,0.996
327,5011,577720088,0.996
328,4916,577725004,0.996
329,4894,577729898,0.996
330,4829,577734727,0.996
331,4832,577739559,0.996
332,4814,577744373,0.996
333,4890,577749263,0.996
334,4814,577754077,0.996
335,4918,577758995,0.996
336,4806,577763801,0.996
337,4878,577768679,0.996
338,4881,577773560,0.996
339,4859,577778419,0.996
340,4849,577783268,0.996
341,4845,577788113,0.996
342,4737,577792850,0.996
343,4775,577797625,0.996
344,4647,577802272,0.996
345,4675,577806947,0.996
346,4726,577811673,0.996
347,4646,577816319,0.996
348,4819,577821138,0.996
349,4819,577825957,0.996
350,4805,577830762,0.996
351,4750,577835512,0.996
352,4801,577840313,0.996
353,4861,577845174,0.996
354,4909,577850083,0.997
355,4901,577854984,0.997
356,4981,577859965,0.997
357,5015,577864980,0.997
358,4995,577869975,0.997
359,5014,577874989,0.997
360,4937,577879926,0.997
361,4997,577884923,0.997
362,5070,577889993,0.997
363,5138,577895131,0.997
364,5083,577900214,0.997
365,5084,577905298,0.997
366,4993,577910291,0.997
367,5018,577915309,0.997
368,5103,577920412,0.997
369,5075,577925487,0.997
370,5010,577930497,0.997
371,4894,577935391,0.997
372,4993,577940384,0.997
373,5007,577945391,0.997
374,5108,577950499,0.997
375,4975,577955474,0.997
376,5100,577960574,0.997
377,5057,577965631,0.997
378,5059,577970690,0.997
379,5104,577975794,0.997
380,4965,577980759,0.997
381,5158,577985917,0.997
382,5155,577991072,0.997
383,5158,577996230,0.997
384,5141,578001371,0.997
385,5176,578006547,0.997
386,5119,578011666,0.997
387,5069,578016735,0.997
388,5053,578021788,0.997
389,5029,578026817,0.997
390,5026,578031843,0.997
391,5039,578036882,0.997
392,5045,578041927,0.997
393,4807,578046734,0.997
394,5041,578051775,0.997
395,4915,578056690,0.997
396,4877,578061567,0.997
397,4886,578066453,0.997
398,4790,578071243,0.997
399,4671,578075914,0.997
400,4624,578080538,0.997
401,4742,578085280,0.997
402,4587,578089867,0.997
403,4466,578094333,0.997
404,4352,578098685,0.997
405,4301,578102986,0.997
406,4343,578107329,0.997
407,4345,578111674,0.997
408,4194,578115868,0.997
409,4332,578120200,0.997
410,4389,578124589,0.997
411,4440,578129029,0.997
412,4245,578133274,0.997
413,4226,578137500,0.997
414,4356,578141856,0.997
415,4131,578145987,0.997
416,4103,578150090,0.997
417,4125,578154215,0.997
418,4084,578158299,0.997
419,4091,578162390,0.997
420,4079,578166469,0.997
421,3932,578170401,0.997
422,3892,578174293,0.997
423,3826,578178119,0.997
424,3865,578181984,0.997
425,3859,578185843,0.997
426,3779,578189622,0.997
427,3681,578193303,0.997
428,3512,578196815,0.997
429,3529,578200344,0.997
430,3569,578203913,0.997
431,3555,578207468,0.997
432,3569,578211037,0.997
433,3472,578214509,0.997
434,3440,578217949,0.997
435,3416,578221365,0.997
436,3295,578224660,0.997
437,3306,578227966,0.997
438,3294,578231260,0.997
439,3214,578234474,0.997
440,3158,578237632,0.997
441,3017,578240649,0.997
442,3035,578243684,0.997
443,3071,578246755,0.997
444,2994,578249749,0.997
445,3045,578252794,0.997
446,3084,578255878,0.997
447,3144,578259022,0.997
448,3135,578262157,0.997
449,3058,578265215,0.997
450,3106,578268321,0.997
451,3050,578271371,0.997
452,3044,578274415,0.997
453,3061,578277476,0.997
454,3069,578280545,0.997
455,3030,578283575,0.997
456,2956,578286531,0.997
457,2989,578289520,0.997
458,2977,578292497,0.997
459,2907,578295404,0.997
460,2951,578298355,0.997
461,2981,578301336,0.997
462,2920,578304256,0.997
463,3018,578307274,0.997
464,3008,578310282,0.997
465,2954,578313236,0.997
466,3000,578316236,0.997
467,2959,578319195,0.997
468,2906,578322101,0.997
469,2852,578324953,0.997
470,2926,578327879,0.997
471,2875,578330754,0.997
472,2942,578333696,0.997
473,2904,578336600,0.997
474,2933,578339533,0.997
475,2964,578342497,0.997
476,2889,578345386,0.997
477,2921,578348307,0.997
478,2831,578351138,0.997
479,2896,578354034,0.997
480,3054,578357088,0.997
481,3058,578360146,0.997
482,3038,578363184,0.997
483,2998,578366182,0.997
484,3022,578369204,0.997
485,3070,578372274,0.997
486,3016,578375290,0.997
487,2928,578378218,0.997
488,3078,578381296,0.997
489,2921,578384217,0.997
490,2963,578387180,0.997
491,2986,578390166,0.997
492,2933,578393099,0.997
493,2877,578395976,0.997
494,2866,578398842,0.997
495,2828,578401670,0.997
496,2915,578404585,0.997
497,2805,578407390,0.997
498,2912,578410302,0.997
499,2911,578413213,0.997
500,2890,578416103,0.997
501,2741,578418844,0.997
502,2838,578421682,0.997
503,2798,578424480,0.997
504,2716,578427196,0.997
505,2840,578430036,0.998
506,2807,578432843,0.998
507,2842,578435685,0.998
508,2697,578438382,0.998
509,2710,578441092,0.998
510,2775,578443867,0.998
511,2713,578446580,0.998
512,2645,578449225,0.998
513,2722,578451947,0.998
514,2721,578454668,0.998
515,2715,578457383,0.998
516,2730,578460113,0.998
517,2649,578462762,0.998
518,2765,578465527,0.998
519,2676,578468203,0.998
520,2686,578470889,0.998
521,2573,578473462,0.998
522,2648,578476110,0.998
523,2683,578478793,0.998
524,2587,578481380,0.998
525,2511,578483891,0.998
526,2587,578486478,0.998
527,2629,578489107,0.998
528,2577,578491684,0.998
529,2552,578494236,0.998
530,2495,578496731,0.998
531,2461,578499192,0.998
532,2498,578501690,0.998
533,2461,578504151,0.998
534,2379,578506530,0.998
535,2401,578508931,0.998
536,2359,578511290,0.998
537,2400,578513690,0.998
538,2399,578516089,0.998
539,2535,578518624,0.998
540,2439,578521063,0.998
541,2326,578523389,0.998
542,2374,578525763,0.998
543,2395,578528158,0.998
544,2398,578530556,0.998
545,2309,578532865,0.998
546,2275,578535140,0.998
547,2224,578537364,0.998
548,2233,578539597,0.998
549,2151,578541748,0.998
550,2295,578544043,0.998
551,2163,578546206,0.998
552,2168,578548374,0.998
553,2212,578550586,0.998
554,2241,578552827,0.998
555,2211,578555038,0.998
556,2307,578557345,0.998
557,2267,578559612,0.998
558,2119,578561731,0.998
559,2187,578563918,0.998
560,2193,578566111,0.998
561,2109,578568220,0.998
562,2146,578570366,0.998
563,2048,578572414,0.998
564,2092,578574506,0.998
565,2024,578576530,0.998
566,1934,578578464,0.998
567,2040,578580504,0.998
568,2067,578582571,0.998
569,1978,578584549,0.998
570,1893,578586442,0.998
571,1897,578588339,0.998
572,1882,578590221,0.998
573,1888,578592109,0.998
574,1897,578594006,0.998
575,1850,578595856,0.998
576,1876,578597732,0.998
577,1901,578599633,0.998
578,1797,578601430,0.998
579,1773,578603203,0.998
580,1801,578605004,0.998
581,1757,578606761,0.998
582,1803,578608564,0.998
583,1736,578610300,0.998
584,1720,578612020,0.998
585,1750,578613770,0.998
586,1678,578615448,0.998
587,1729,578617177,0.998
588,1692,578618869,0.998
589,1660,578620529,0.998
590,1669,578622198,0.998
591,1666,578623864,0.998
592,1621,578625485,0.998
593,1608,578627093,0.998
594,1619,578628712,0.998
595,1662,578630374,0.998
596,1547,578631921,0.998
597,1578,578633499,0.998
598,1555,578635054,0.998
599,1592,578636646,0.998
600,1533,578638179,0.998
601,1526,578639705,0.998
602,1519,578641224,0.998
603,1506,578642730,0.998
604,1438,578644168,0.998
605,1510,578645678,0.998
606,1387,578647065,0.998
607,1433,578648498,0.998
608,1426,578649924,0.998
609,1359,578651283,0.998
610,1362,578652645,0.998
611,1423,578654068,0.998
612,1347,578655415,0.998
613,1425,578656840,0.998
614,1381,578658221,0.998
615,1413,578659634,0.998
616,1380,578661014,0.998
617,1324,578662338,0.998
618,1387,578663725,0.998
619,1296,578665021,0.998
620,1322,578666343,0.998
621,1324,578667667,0.998
622,1316,578668983,0.998
623,1261,578670244,0.998
624,1282,578671526,0.998
625,1235,578672761,0.998
626,1298,578674059,0.998
627,1233,578675292,0.998
628,1231,578676523,0.998
629,1270,578677793,0.998
630,1187,578678980,0.998
631,1240,578680220,0.998
632,1189,578681409,0.998
633,1219,578682628,0.998
634,1152,578683780,0.998
635,1151,578684931,0.998
636,1198,578686129,0.998
637,1169,578687298,0.998
638,1143,578688441,0.998
639,1123,578689564,0.998
640,1108,578690672,0.998
641,1124,578691796,0.998
642,1103,578692899,0.998
643,1052,578693951,0.998
644,1028,578694979,0.998
645,1008,578695987,0.998
646,999,578696986,0.998
647,1038,578698024,0.998
648,1024,578699048,0.998
649,992,578700040,0.998
650,1031,578701071,0.998
651,1016,578702087,0.998
652,1066,578703153,0.998
653,1062,578704215,0.998
654,995,578705210,0.998
655,898,578706108,0.998
656,939,578707047,0.998
657,942,578707989,0.998
658,942,578708931,0.998
659,919,578709850,0.998
660,917,578710767,0.998
661,930,578711697,0.998
662,886,578712583,0.998
663,937,578713520,0.998
664,922,578714442,0.998
665,918,578715360,0.998
666,872,578716232,0.998
667,889,578717121,0.998
668,916,578718037,0.998
669,891,578718928,0.998
670,872,578719800,0.998
671,855,578720655,0.998
672,798,578721453,0.998
673,843,578722296,0.998
674,824,578723120,0.998
675,847,578723967,0.998
676,805,578724772,0.998
677,828,578725600,0.998
678,817,578726417,0.998
679,830,578727247,0.998
680,761,578728008,0.998
681,792,578728800,0.998
682,790,578729590,0.998
683,690,578730280,0.998
684,749,578731029,0.998
685,739,578731768,0.998
686,698,578732466,0.998
687,703,578733169,0.998
688,674,578733843,0.998
689,640,578734483,0.998
690,650,578735133,0.998
691,640,578735773,0.998
692,620,578736393,0.998
693,604,578736997,0.998
694,634,578737631,0.998
695,609,578738240,0.998
696,628,578738868,0.998
697,630,578739498,0.998
698,615,578740113,0.998
699,648,578740761,0.998
700,555,578741316,0.998
701,606,578741922,0.998
702,600,578742522,0.998
703,596,578743118,0.998
704,599,578743717,0.998
705,622,578744339,0.998
706,592,578744931,0.998
707,608,578745539,0.998
708,596,578746135,0.998
709,598,578746733,0.998
710,532,578747265,0.998
711,508,578747773,0.998
712,502,578748275,0.998
713,520,578748795,0.998
714,502,578749297,0.998
715,492,578749789,0.998
716,505,578750294,0.998
717,534,578750828,0.998
718,535,578751363,0.998
719,511,578751874,0.998
720,528,578752402,0.998
721,524,578752926,0.998
722,487,578753413,0.998
723,548,578753961,0.998
724,540,578754501,0.998
725,545,578755046,0.998
726,524,578755570,0.998
727,560,578756130,0.998
728,521,578756651,0.998
729,514,578757165,0.998
730,465,578757630,0.998
731,484,578758114,0.998
732,492,578758606,0.998
733,502,578759108,0.998
734,500,578759608,0.998
735,492,578760100,0.998
736,498,578760598,0.998
737,493,578761091,0.998
738,490,578761581,0.998
739,473,578762054,0.998
740,454,578762508,0.998
741,471,578762979,0.998
742,451,578763430,0.998
743,471,578763901,0.998
744,438,578764339,0.998
745,465,578764804,0.998
746,445,578765249,0.998
747,424,578765673,0.998
748,469,578766142,0.998
749,437,578766579,0.998
750,436,578767015,0.998
751,412,578767427,0.998
752,448,578767875,0.998
753,443,578768318,0.998
754,426,578768744,0.998
755,410,578769154,0.998
756,425,578769579,0.998
757,413,578769992,0.998
758,401,578770393,0.998
759,417,578770810,0.998
760,371,578771181,0.998
761,393,578771574,0.998
762,394,578771968,0.998
763,401,578772369,0.998
764,390,578772759,0.998
765,417,578773176,0.998
766,417,578773593,0.998
767,377,578773970,0.998
768,393,578774363,0.998
769,390,578774753,0.998
770,368,578775121,0.998
771,375,578775496,0.998
772,367,578775863,0.998
773,376,578776239,0.998
774,361,578776600,0.998
775,408,578777008,0.998
776,336,578777344,0.998
777,395,578777739,0.998
778,337,578778076,0.998
779,382,578778458,0.998
780,329,578778787,0.998
781,351,578779138,0.998
782,365,578779503,0.998
783,307,578779810,0.998
784,313,578780123,0.998
785,331,578780454,0.998
786,344,578780798,0.998
787,290,578781088,0.998
788,336,578781424,0.998
789,338,578781762,0.998
790,316,578782078,0.998
791,282,578782360,0.998
792,303,578782663,0.998
793,351,578783014,0.998
794,333,578783347,0.998
795,347,578783694,0.998
796,314,578784008,0.998
797,318,578784326,0.998
798,310,578784636,0.998
799,337,578784973,0.998
800,349,578785322,0.998
801,300,578785622,0.998
802,302,578785924,0.998
803,310,578786234,0.998
804,310,578786544,0.998
805,293,578786837,0.998
806,291,578787128,0.998
807,269,578787397,0.998
808,300,578787697,0.998
809,287,578787984,0.998
810,294,578788278,0.998
811,278,578788556,0.998
812,282,578788838,0.998
813,286,578789124,0.998
814,262,578789386,0.998
815,270,578789656,0.998
816,292,578789948,0.998
817,273,578790221,0.998
818,308,578790529,0.998
819,269,578790798,0.998
820,281,578791079,0.998
821,280,578791359,0.998
822,304,578791663,0.998
823,311,578791974,0.998
824,316,578792290,0.998
825,313,578792603,0.998
826,292,578792895,0.998
827,321,578793216,0.998
828,329,578793545,0.998
829,318,578793863,0.998
830,301,578794164,0.998
831,325,578794489,0.998
832,357,578794846,0.998
833,338,578795184,0.998
834,341,578795525,0.998
835,331,578795856,0.998
836,306,578796162,0.998
837,313,578796475,0.998
838,314,578796789,0.998
839,334,578797123,0.998
840,334,578797457,0.998
841,350,578797807,0.998
842,317,578798124,0.998
843,284,578798408,0.998
844,321,578798729,0.998
845,326,578799055,0.998
846,357,578799412,0.998
847,286,578799698,0.998
848,324,578800022,0.998
849,329,578800351,0.998
850,276,578800627,0.998
851,299,578800926,0.998
852,304,578801230,0.998
853,300,578801530,0.998
854,325,578801855,0.998
855,269,578802124,0.998
856,288,578802412,0.998
857,282,578802694,0.998
858,298,578802992,0.998
859,287,578803279,0.998
860,310,578803589,0.998
861,288,578803877,0.998
862,291,578804168,0.998
863,264,578804432,0.998
864,288,578804720,0.998
865,276,578804996,0.998
866,282,578805278,0.998
867,253,578805531,0.998
868,300,578805831,0.998
869,282,578806113,0.998
870,293,578806406,0.998
871,254,578806660,0.998
872,267,578806927,0.998
873,246,578807173,0.998
874,241,578807414,0.998
875,291,578807705,0.998
876,256,578807961,0.998
877,286,578808247,0.998
878,298,578808545,0.998
879,264,578808809,0.998
880,276,578809085,0.998
881,274,578809359,0.998
882,273,578809632,0.998
883,262,578809894,0.998
884,301,578810195,0.998
885,273,578810468,0.998
886,265,578810733,0.998
887,312,578811045,0.998
888,288,578811333,0.998
889,285,578811618,0.998
890,286,578811904,0.998
891,289,578812193,0.998
892,328,578812521,0.998
893,290,578812811,0.998
894,293,578813104,0.998
895,329,578813433,0.998
896,298,578813731,0.998
897,317,578814048,0.998
898,333,578814381,0.998
899,346,578814727,0.998
900,320,578815047,0.998
901,293,578815340,0.998
902,320,578815660,0.998
903,328,578815988,0.998
904,320,578816308,0.998
905,371,578816679,0.998
906,350,578817029,0.998
907,374,578817403,0.998
908,330,578817733,0.998
909,393,578818126,0.998
910,341,578818467,0.998
911,365,578818832,0.998
912,358,578819190,0.998
913,365,578819555,0.998
914,353,578819908,0.998
915,382,578820290,0.998
916,355,578820645,0.998
917,383,578821028,0.998
918,368,578821396,0.998
919,332,578821728,0.998
920,388,578822116,0.998
921,393,578822509,0.998
922,409,578822918,0.998
923,393,578823311,0.998
924,459,578823770,0.998
925,385,578824155,0.998
926,422,578824577,0.998
927,419,578824996,0.998
928,478,578825474,0.998
929,428,578825902,0.998
930,413,578826315,0.998
931,440,578826755,0.998
932,419,578827174,0.998
933,493,578827667,0.998
934,449,578828116,0.998
935,518,578828634,0.998
936,501,578829135,0.998
937,484,578829619,0.998
938,535,578830154,0.998
939,542,578830696,0.998
940,556,578831252,0.998
941,582,578831834,0.998
942,565,578832399,0.998
943,610,578833009,0.998
944,591,578833600,0.998
945,567,578834167,0.998
946,598,578834765,0.998
947,633,578835398,0.998
948,645,578836043,0.998
949,642,578836685,0.998
950,626,578837311,0.998
951,594,578837905,0.998
952,625,578838530,0.998
953,679,578839209,0.998
954,697,578839906,0.998
955,697,578840603,0.998
956,718,578841321,0.998
957,693,578842014,0.998
958,722,578842736,0.998
959,714,578843450,0.998
960,741,578844191,0.998
961,734,578844925,0.998
962,738,578845663,0.998
963,721,578846384,0.998
964,762,578847146,0.998
965,792,578847938,0.998
966,802,578848740,0.998
967,750,578849490,0.998
968,768,578850258,0.998
969,797,578851055,0.998
970,803,578851858,0.998
971,821,578852679,0.998
972,833,578853512,0.998
973,846,578854358,0.998
974,860,578855218,0.998
975,869,578856087,0.998
976,882,578856969,0.998
977,829,578857798,0.998
978,916,578858714,0.998
979,878,578859592,0.998
980,935,578860527,0.998
981,900,578861427,0.998
982,902,578862329,0.998
983,928,578863257,0.998
984,931,578864188,0.998
985,921,578865109,0.998
986,897,578866006,0.998
987,986,578866992,0.998
988,883,578867875,0.998
989,955,578868830,0.998
990,963,578869793,0.998
991,947,578870740,0.998
992,947,578871687,0.998
993,984,578872671,0.998
994,966,578873637,0.998
995,969,578874606,0.998
996,981,578875587,0.998
997,1049,578876636,0.998
998,994,578877630,0.998
999,978,578878608,0.998
1000,1017,578879625,0.998
1001,950,578880575,0.998
1002,1007,578881582,0.998
1003,1016,578882598,0.998
1004,974,578883572,0.998
1005,961,578884533,0.998
1006,966,578885499,0.998
1007,1015,578886514,0.998
1008,992,578887506,0.998
1009,1037,578888543,0.998
1010,1003,578889546,0.998
1011,1005,578890551,0.998
1012,1026,578891577,0.998
1013,1012,578892589,0.998
1014,1056,578893645,0.998
1015,1030,578894675,0.998
1016,1100,578895775,0.998
1017,1054,578896829,0.998
1018,1047,578897876,0.998
1019,1111,578898987,0.998
1020,1116,578900103,0.998
1021,1115,578901218,0.998
1022,1090,578902308,0.998
1023,1092,578903400,0.998
1024,1042,578904442,0.998
1025,1060,578905502,0.998
1026,1068,578906570,0.998
1027,1024,578907594,0.998
1028,1034,578908628,0.998
1029,986,578909614,0.998
1030,1021,578910635,0.998
1031,1060,578911695,0.998
1032,1014,578912709,0.998
1033,1001,578913710,0.998
1034,1026,578914736,0.998
1035,950,578915686,0.998
1036,976,578916662,0.998
1037,992,578917654,0.998
1038,1001,578918655,0.998
1039,990,578919645,0.998
1040,1009,578920654,0.998
1041,943,578921597,0.998
1042,998,578922595,0.998
1043,941,578923536,0.998
1044,969,578924505,0.998
1045,894,578925399,0.998
1046,953,578926352,0.998
1047,904,578927256,0.998
1048,942,578928198,0.998
1049,947,578929145,0.998
1050,950,578930095,0.998
1051,904,578930999,0.998
1052,926,578931925,0.998
1053,945,578932870,0.998
1054,875,578933745,0.998
1055,900,578934645,0.998
1056,876,578935521,0.998
1057,934,578936455,0.998
1058,909,578937364,0.998
1059,867,578938231,0.998
1060,940,578939171,0.998
1061,932,578940103,0.998
1062,889,578940992,0.998
1063,907,578941899,0.998
1064,916,578942815,0.998
1065,924,578943739,0.998
1066,892,578944631,0.998
1067,910,578945541,0.998
1068,891,578946432,0.998
1069,869,578947301,0.998
1070,875,578948176,0.998
1071,850,578949026,0.998
1072,882,578949908,0.998
1073,882,578950790,0.998
1074,833,578951623,0.998
1075,869,578952492,0.998
1076,880,578953372,0.998
1077,910,578954282,0.998
1078,843,578955125,0.998
1079,844,578955969,0.998
1080,837,578956806,0.998
1081,833,578957639,0.998
1082,857,578958496,0.998
1083,876,578959372,0.998
1084,804,578960176,0.998
1085,845,578961021,0.998
1086,790,578961811,0.998
1087,806,578962617,0.998
1088,850,578963467,0.998
1089,849,578964316,0.998
1090,860,578965176,0.998
1091,803,578965979,0.998
1092,843,578966822,0.998
1093,838,578967660,0.998
1094,789,578968449,0.998
1095,799,578969248,0.998
