abundance,count,cumulative,cumulative_fraction
119,30783,658042979,0.99
120,29761,658072740,0.99
121,28586,658101326,0.99
122,27829,658129155,0.99
123,27274,658156429,0.99
124,26853,658183282,0.99
125,26020,658209302,0.99
126,25991,658235293,0.99
127,25532,658260825,0.99
128,25160,658285985,0.99
129,24485,658310470,0.99
130,24438,658334908,0.99
131,23918,658358826,0.99
132,23546,658382372,0.99
133,23834,658406206,0.99
134,23707,658429913,0.99
135,23815,658453728,0.99
136,23459,658477187,0.99
137,23098,658500285,0.99
138,23152,658523437,0.99
139,22914,658546351,0.99
140,22907,658569258,0.99
141,22561,658591819,0.99
142,22997,658614816,0.99
143,22744,658637560,0.99
144,22685,658660245,0.99
145,22637,658682882,0.99
146,23027,658705909,0.991
147,23043,658728952,0.991
148,23031,658751983,0.991
149,23079,658775062,0.991
150,22914,658797976,0.991
151,23180,658821156,0.991
152,23275,658844431,0.991
153,23206,658867637,0.991
154,23284,658890921,0.991
155,23191,658914112,0.991
156,23326,658937438,0.991
157,23471,658960909,0.991
158,23876,658984785,0.991
159,23896,659008681,0.991
160,24263,659032944,0.991
161,24259,659057203,0.991
162,24515,659081718,0.991
163,25156,659106874,0.991
164,25451,659132325,0.991
165,25466,659157791,0.991
166,25479,659183270,0.991
167,25582,659208852,0.991
168,25603,659234455,0.991
169,26310,659260765,0.991
170,26055,659286820,0.991
171,26364,659313184,0.991
172,26192,659339376,0.991
173,26630,659366006,0.992
174,26584,659392590,0.992
175,26985,659419575,0.992
176,26733,659446308,0.992
177,27224,659473532,0.992
178,27147,659500679,0.992
179,27227,659527906,0.992
180,27070,659554976,0.992
181,27282,659582258,0.992
182,27289,659609547,0.992
183,27371,659636918,0.992
184,27523,659664441,0.992
185,27693,659692134,0.992
186,27729,659719863,0.992
187,27076,659746939,0.992
188,26962,659773901,0.992
189,26413,659800314,0.992
190,26975,659827289,0.992
191,26428,659853717,0.992
192,26223,659879940,0.992
193,26089,659906029,0.992
194,26227,659932256,0.992
195,25960,659958216,0.992
196,25683,659983899,0.992
197,25560,660009459,0.992
198,25471,660034930,0.993
199,25550,660060480,0.993
200,25692,660086172,0.993
201,25220,660111392,0.993
202,25328,660136720,0.993
203,25488,660162208,0.993
204,25368,660187576,0.993
205,25310,660212886,0.993
206,24665,660237551,0.993
207,24640,660262191,0.993
208,24624,660286815,0.993
209,24718,660311533,0.993
210,24551,660336084,0.993
211,24180,660360264,0.993
212,24262,660384526,0.993
213,24543,660409069,0.993
214,24112,660433181,0.993
215,24286,660457467,0.993
216,23969,660481436,0.993
217,24145,660505581,0.993
218,24111,660529692,0.993
219,23890,660553582,0.993
220,23118,660576700,0.993
221,23539,660600239,0.993
222,23266,660623505,0.993
223,23400,660646905,0.993
224,23476,660670381,0.993
225,23183,660693564,0.994
226,22923,660716487,0.994
227,22972,660739459,0.994
228,23090,660762549,0.994
229,23225,660785774,0.994
230,23125,660808899,0.994
231,23213,660832112,0.994
232,23078,660855190,0.994
233,22988,660878178,0.994
234,23064,660901242,0.994
235,22623,660923865,0.994
236,22640,660946505,0.994
237,22735,660969240,0.994
238,22792,660992032,0.994
239,22703,661014735,0.994
240,22783,661037518,0.994
241,22671,661060189,0.994
242,22456,661082645,0.994
243,22556,661105201,0.994
244,22241,661127442,0.994
245,21978,661149420,0.994
246,21774,661171194,0.994
247,21826,661193020,0.994
248,22423,661215443,0.994
249,21582,661237025,0.994
250,21849,661258874,0.994
251,21798,661280672,0.994
252,21828,661302500,0.994
253,21730,661324230,0.994
254,21678,661345908,0.994
255,21930,661367838,0.995
256,21664,661389502,0.995
257,21547,661411049,0.995
258,21471,661432520,0.995
259,21312,661453832,0.995
260,21685,661475517,0.995
261,21443,661496960,0.995
262,21348,661518308,0.995
263,21509,661539817,0.995
264,21082,661560899,0.995
265,21098,661581997,0.995
266,21025,661603022,0.995
267,21120,661624142,0.995
268,20694,661644836,0.995
269,20645,661665481,0.995
270,20807,661686288,0.995
271,20778,661707066,0.995
272,20411,661727477,0.995
273,20031,661747508,0.995
274,20105,661767613,0.995
275,19945,661787558,0.995
276,19716,661807274,0.995
277,19716,661826990,0.995
278,19568,661846558,0.995
279,19637,661866195,0.995
280,19365,661885560,0.995
281,19086,661904646,0.995
282,18742,661923388,0.995
283,18569,661941957,0.995
284,18298,661960255,0.995
285,18410,661978665,0.995
286,17978,661996643,0.995
287,17931,662014574,0.996
288,17764,662032338,0.996
289,17687,662050025,0.996
290,17454,662067479,0.996
291,17118,662084597,0.996
292,16993,662101590,0.996
293,16630,662118220,0.996
294,16822,662135042,0.996
295,16481,662151523,0.996
296,16321,662167844,0.996
297,16123,662183967,0.996
298,16124,662200091,0.996
299,15662,662215753,0.996
300,15549,662231302,0.996
301,15470,662246772,0.996
302,15092,662261864,0.996
303,15034,662276898,0.996
304,14842,662291740,0.996
305,14422,662306162,0.996
306,14337,662320499,0.996
307,14345,662334844,0.996
308,13861,662348705,0.996
309,13728,662362433,0.996
310,13350,662375783,0.996
311,13092,662388875,0.996
312,12786,662401661,0.996
313,12557,662414218,0.996
314,12525,662426743,0.996
315,12277,662439020,0.996
316,11933,662450953,0.996
317,11939,662462892,0.996
318,11812,662474704,0.996
319,11468,662486172,0.996
320,11333,662497505,0.996
321,11188,662508693,0.996
322,11041,662519734,0.996
323,10846,662530580,0.996
324,10669,662541249,0.996
325,10495,662551744,0.996
326,10426,662562170,0.996
327,10088,662572258,0.996
328,10079,662582337,0.996
329,9790,662592127,0.996
330,9568,662601695,0.996
331,9615,662611310,0.996
332,9329,662620639,0.996
333,9201,662629840,0.996
334,8962,662638802,0.996
335,8932,662647734,0.996
336,8642,662656376,0.996
337,8537,662664913,0.996
338,8538,662673451,0.996
339,8152,662681603,0.997
340,8210,662689813,0.997
341,8097,662697910,0.997
342,8186,662706096,0.997
343,7712,662713808,0.997
344,7693,662721501,0.997
345,7491,662728992,0.997
346,7320,662736312,0.997
347,7223,662743535,0.997
348,7104,662750639,0.997
349,6793,662757432,0.997
350,6863,662764295,0.997
351,6891,662771186,0.997
352,6714,662777900,0.997
353,6619,662784519,0.997
354,6458,662790977,0.997
355,6415,662797392,0.997
356,6367,662803759,0.997
357,6290,662810049,0.997
358,6306,662816355,0.997
359,6130,662822485,0.997
360,6013,662828498,0.997
361,5989,662834487,0.997
362,5880,662840367,0.997
363,5983,662846350,0.997
364,5765,662852115,0.997
365,5663,662857778,0.997
366,5703,662863481,0.997
367,5405,662868886,0.997
368,5436,662874322,0.997
369,5360,662879682,0.997
370,5411,662885093,0.997
371,5192,662890285,0.997
372,5148,662895433,0.997
373,5124,662900557,0.997
374,5048,662905605,0.997
375,5004,662910609,0.997
376,4885,662915494,0.997
377,4915,662920409,0.997
378,4847,662925256,0.997
379,4855,662930111,0.997
380,4879,662934990,0.997
381,4744,662939734,0.997
382,4675,662944409,0.997
383,4663,662949072,0.997
384,4695,662953767,0.997
385,4517,662958284,0.997
386,4653,662962937,0.997
387,4606,662967543,0.997
388,4637,662972180,0.997
389,4604,662976784,0.997
390,4568,662981352,0.997
391,4575,662985927,0.997
392,4599,662990526,0.997
393,4528,662995054,0.997
394,4603,662999657,0.997
395,4511,663004168,0.997
396,4582,663008750,0.997
397,4557,663013307,0.997
398,4709,663018016,0.997
399,4523,663022539,0.997
400,4506,663027045,0.997
401,4597,663031642,0.997
402,4538,663036180,0.997
403,4406,663040586,0.997
404,4532,663045118,0.997
405,4541,663049659,0.997
406,4633,663054292,0.997
407,4503,663058795,0.997
408,4732,663063527,0.997
409,4587,663068114,0.997
410,4643,663072757,0.997
411,4543,663077300,0.997
412,4627,663081927,0.997
413,4579,663086506,0.997
414,4560,663091066,0.997
415,4609,663095675,0.997
416,4652,663100327,0.997
417,4687,663105014,0.997
418,4599,663109613,0.997
419,4591,663114204,0.997
420,4633,663118837,0.997
421,4581,663123418,0.997
422,4630,663128048,0.997
423,4571,663132619,0.997
424,4571,663137190,0.997
425,4660,663141850,0.997
426,4549,663146399,0.997
427,4654,663151053,0.997
428,4450,663155503,0.997
429,4500,663160003,0.997
430,4519,663164522,0.997
431,4376,663168898,0.997
432,4453,663173351,0.997
433,4422,663177773,0.997
434,4483,663182256,0.997
435,4412,663186668,0.997
436,4295,663190963,0.997
437,4425,663195388,0.997
438,4347,663199735,0.997
439,4453,663204188,0.997
440,4343,663208531,0.997
441,4427,663212958,0.997
442,4285,663217243,0.997
443,4285,663221528,0.997
444,4218,663225746,0.997
445,4377,663230123,0.997
446,4198,663234321,0.997
447,4202,663238523,0.997
448,4143,663242666,0.997
449,4169,663246835,0.997
450,4227,663251062,0.997
451,4167,663255229,0.997
452,4069,663259298,0.997
453,4082,663263380,0.997
454,3900,663267280,0.997
455,3971,663271251,0.997
456,3917,663275168,0.997
457,3866,663279034,0.997
458,3948,663282982,0.997
459,3921,663286903,0.997
460,3890,663290793,0.997
461,3874,663294667,0.997
462,3699,663298366,0.997
463,3866,663302232,0.997
464,3836,663306068,0.997
465,3692,663309760,0.997
466,3753,663313513,0.997
467,3666,663317179,0.997
468,3725,663320904,0.997
469,3682,663324586,0.997
470,3594,663328180,0.997
471,3646,663331826,0.997
472,3606,663335432,0.997
473,3460,663338892,0.997
474,3371,663342263,0.997
475,3555,663345818,0.998
476,3445,663349263,0.998
477,3475,663352738,0.998
478,3377,663356115,0.998
479,3353,663359468,0.998
480,3400,663362868,0.998
481,3291,663366159,0.998
482,3284,663369443,0.998
483,3370,663372813,0.998
484,3337,663376150,0.998
485,3321,663379471,0.998
486,3345,663382816,0.998
487,3389,663386205,0.998
488,3370,663389575,0.998
489,3283,663392858,0.998
490,3362,663396220,0.998
491,3346,663399566,0.998
492,3299,663402865,0.998
493,3208,663406073,0.998
494,3213,663409286,0.998
495,3060,663412346,0.998
496,3174,663415520,0.998
497,3213,663418733,0.998
498,3191,663421924,0.998
499,3179,663425103,0.998
500,3183,663428286,0.998
501,3086,663431372,0.998
502,2975,663434347,0.998
503,3155,663437502,0.998
504,3084,663440586,0.998
505,3018,663443604,0.998
506,3020,663446624,0.998
507,3016,663449640,0.998
508,2947,663452587,0.998
509,2939,663455526,0.998
510,2940,663458466,0.998
511,2959,663461425,0.998
512,2951,663464376,0.998
513,2881,663467257,0.998
514,2826,663470083,0.998
515,2929,663473012,0.998
516,2787,663475799,0.998
517,2705,663478504,0.998
518,2830,663481334,0.998
519,2786,663484120,0.998
520,2689,663486809,0.998
521,2746,663489555,0.998
522,2664,663492219,0.998
523,2688,663494907,0.998
524,2760,663497667,0.998
525,2601,663500268,0.998
526,2689,663502957,0.998
527,2630,663505587,0.998
528,2662,663508249,0.998
529,2562,663510811,0.998
530,2574,663513385,0.998
531,2711,663516096,0.998
532,2529,663518625,0.998
533,2504,663521129,0.998
534,2510,663523639,0.998
535,2488,663526127,0.998
536,2571,663528698,0.998
537,2482,663531180,0.998
538,2534,663533714,0.998
539,2463,663536177,0.998
540,2426,663538603,0.998
541,2503,663541106,0.998
542,2478,663543584,0.998
543,2450,663546034,0.998
544,2342,663548376,0.998
545,2523,663550899,0.998
546,2495,663553394,0.998
547,2481,663555875,0.998
548,2422,663558297,0.998
549,2455,663560752,0.998
550,2332,663563084,0.998
551,2366,663565450,0.998
552,2349,663567799,0.998
553,2380,663570179,0.998
554,2278,663572457,0.998
555,2312,663574769,0.998
556,2242,663577011,0.998
557,2221,663579232,0.998
558,2212,663581444,0.998
559,2129,663583573,0.998
560,2257,663585830,0.998
561,2194,663588024,0.998
562,2226,663590250,0.998
563,2234,663592484,0.998
564,2116,663594600,0.998
565,2076,663596676,0.998
566,2202,663598878,0.998
567,2130,663601008,0.998
568,2104,663603112,0.998
569,2091,663605203,0.998
570,2097,663607300,0.998
571,2101,663609401,0.998
572,2151,663611552,0.998
573,2053,663613605,0.998
574,2057,663615662,0.998
575,2055,663617717,0.998
576,1974,663619691,0.998
577,2030,663621721,0.998
578,1958,663623679,0.998
579,2001,663625680,0.998
580,1990,663627670,0.998
581,2026,663629696,0.998
582,1899,663631595,0.998
583,1873,663633468,0.998
584,1971,663635439,0.998
585,1906,663637345,0.998
586,1815,663639160,0.998
587,1806,663640966,0.998
588,1858,663642824,0.998
589,1835,663644659,0.998
590,1846,663646505,0.998
591,1844,663648349,0.998
592,1878,663650227,0.998
593,1808,663652035,0.998
594,1783,663653818,0.998
595,1794,663655612,0.998
596,1795,663657407,0.998
597,1690,663659097,0.998
598,1684,663660781,0.998
599,1686,663662467,0.998
600,1726,663664193,0.998
601,1571,663665764,0.998
602,1563,663667327,0.998
603,1496,663668823,0.998
604,1505,663670328,0.998
605,1548,663671876,0.998
606,1549,663673425,0.998
607,1508,663674933,0.998
608,1588,663676521,0.998
609,1471,663677992,0.998
610,1433,663679425,0.998
611,1536,663680961,0.998
612,1486,663682447,0.998
613,1478,663683925,0.998
614,1611,663685536,0.998
615,1428,663686964,0.998
616,1544,663688508,0.998
617,1468,663689976,0.998
618,1499,663691475,0.998
619,1509,663692984,0.998
620,1431,663694415,0.998
621,1450,663695865,0.998
622,1449,663697314,0.998
623,1446,663698760,0.998
624,1449,663700209,0.998
625,1413,663701622,0.998
626,1477,663703099,0.998
627,1412,663704511,0.998
628,1394,663705905,0.998
629,1425,663707330,0.998
630,1406,663708736,0.998
631,1396,663710132,0.998
632,1333,663711465,0.998
633,1362,663712827,0.998
634,1320,663714147,0.998
635,1259,663715406,0.998
636,1312,663716718,0.998
637,1338,663718056,0.998
638,1296,663719352,0.998
639,1276,663720628,0.998
640,1227,663721855,0.998
641,1205,663723060,0.998
642,1265,663724325,0.998
643,1224,663725549,0.998
644,1314,663726863,0.998
645,1227,663728090,0.998
646,1219,663729309,0.998
647,1256,663730565,0.998
648,1166,663731731,0.998
649,1203,663732934,0.998
650,1218,663734152,0.998
651,1169,663735321,0.998
652,1253,663736574,0.998
653,1215,663737789,0.998
654,1178,663738967,0.998
655,1200,663740167,0.998
656,1213,663741380,0.998
657,1173,663742553,0.998
658,1205,663743758,0.998
659,1150,663744908,0.998
660,1127,663746035,0.998
661,1140,663747175,0.998
662,1080,663748255,0.998
663,1109,663749364,0.998
664,1128,663750492,0.998
665,1137,663751629,0.998
666,1126,663752755,0.998
667,1044,663753799,0.998
668,1116,663754915,0.998
669,1154,663756069,0.998
670,1132,663757201,0.998
671,1092,663758293,0.998
672,1103,663759396,0.998
673,1100,663760496,0.998
674,1118,663761614,0.998
675,1054,663762668,0.998
676,1073,663763741,0.998
677,1035,663764776,0.998
678,1021,663765797,0.998
679,1024,663766821,0.998
680,1035,663767856,0.998
681,1085,663768941,0.998
682,1064,663770005,0.998
683,1038,663771043,0.998
684,1040,663772083,0.998
685,985,663773068,0.998
686,984,663774052,0.998
687,1112,663775164,0.998
688,1028,663776192,0.998
689,946,663777138,0.998
690,1052,663778190,0.998
691,977,663779167,0.998
692,1008,663780175,0.998
693,1021,663781196,0.998
694,962,663782158,0.998
695,950,663783108,0.998
696,1004,663784112,0.998
697,977,663785089,0.998
698,942,663786031,0.998
699,924,663786955,0.998
700,960,663787915,0.998
701,897,663788812,0.998
702,973,663789785,0.998
703,884,663790669,0.998
704,895,663791564,0.998
705,922,663792486,0.998
706,934,663793420,0.998
707,902,663794322,0.998
708,984,663795306,0.998
709,928,663796234,0.998
710,936,663797170,0.998
711,933,663798103,0.998
712,903,663799006,0.998
713,851,663799857,0.998
714,886,663800743,0.998
715,928,663801671,0.998
716,827,663802498,0.998
717,846,663803344,0.998
718,812,663804156,0.998
719,814,663804970,0.998
720,805,663805775,0.998
721,769,663806544,0.998
722,800,663807344,0.998
723,780,663808124,0.998
724,797,663808921,0.998
725,752,663809673,0.998
726,772,663810445,0.998
727,734,663811179,0.998
728,749,663811928,0.998
729,770,663812698,0.998
730,771,663813469,0.998
731,771,663814240,0.998
732,740,663814980,0.998
733,692,663815672,0.998
734,726,663816398,0.998
735,760,663817158,0.998
736,739,663817897,0.998
737,697,663818594,0.998
738,745,663819339,0.998
739,739,663820078,0.998
740,728,663820806,0.998
741,724,663821530,0.998
742,745,663822275,0.998
743,718,663822993,0.998
744,714,663823707,0.998
745,733,663824440,0.998
746,746,663825186,0.998
747,722,663825908,0.998
748,721,663826629,0.998
749,709,663827338,0.998
750,688,663828026,0.998
751,735,663828761,0.998
752,733,663829494,0.998
753,763,663830257,0.998
754,706,663830963,0.998
755,717,663831680,0.998
756,679,663832359,0.998
757,670,663833029,0.998
758,636,663833665,0.998
759,708,663834373,0.998
760,664,663835037,0.998
761,685,663835722,0.998
762,710,663836432,0.998
763,704,663837136,0.998
764,698,663837834,0.998
765,646,663838480,0.998
766,680,663839160,0.998
767,688,663839848,0.998
768,650,663840498,0.998
769,661,663841159,0.998
770,654,663841813,0.998
771,668,663842481,0.998
772,657,663843138,0.998
773,662,663843800,0.998
774,666,663844466,0.998
775,672,663845138,0.998
776,684,663845822,0.998
777,671,663846493,0.998
778,690,663847183,0.998
779,695,663847878,0.998
780,694,663848572,0.998
781,702,663849274,0.998
782,659,663849933,0.998
783,626,663850559,0.998
784,664,663851223,0.998
785,705,663851928,0.998
786,638,663852566,0.998
787,644,663853210,0.998
788,647,663853857,0.998
789,650,663854507,0.998
790,621,663855128,0.998
791,617,663855745,0.998
792,631,663856376,0.998
793,608,663856984,0.998
794,595,663857579,0.998
795,626,663858205,0.998
796,585,663858790,0.998
797,664,663859454,0.998
798,584,663860038,0.998
799,602,663860640,0.998
800,628,663861268,0.998
801,608,663861876,0.998
802,566,663862442,0.998
803,635,663863077,0.998
804,582,663863659,0.998
805,605,663864264,0.998
806,601,663864865,0.998
807,588,663865453,0.998
808,563,663866016,0.998
809,594,663866610,0.998
810,576,663867186,0.998
811,609,663867795,0.998
812,531,663868326,0.998
813,573,663868899,0.998
814,571,663869470,0.998
815,564,663870034,0.998
816,585,663870619,0.998
817,492,663871111,0.998
818,540,663871651,0.998
819,541,663872192,0.998
820,524,663872716,0.998
821,559,663873275,0.998
822,521,663873796,0.998
823,556,663874352,0.998
824,544,663874896,0.998
825,535,663875431,0.998
826,529,663875960,0.998
827,536,663876496,0.998
828,545,663877041,0.998
829,535,663877576,0.998
830,523,663878099,0.998
831,519,663878618,0.998
832,524,663879142,0.998
833,558,663879700,0.998
834,544,663880244,0.998
835,545,663880789,0.998
836,490,663881279,0.998
837,503,663881782,0.998
838,520,663882302,0.998
839,533,663882835,0.998
840,508,663883343,0.998
841,525,663883868,0.998
842,536,663884404,0.998
843,547,663884951,0.998
844,572,663885523,0.998
845,574,663886097,0.998
846,508,663886605,0.998
847,553,663887158,0.998
848,575,663887733,0.998
849,545,663888278,0.998
850,549,663888827,0.998
851,562,663889389,0.998
852,471,663889860,0.998
853,571,663890431,0.998
854,510,663890941,0.998
855,514,663891455,0.998
856,505,663891960,0.998
857,505,663892465,0.998
858,499,663892964,0.998
859,473,663893437,0.998
860,469,663893906,0.998
861,483,663894389,0.998
862,484,663894873,0.998
863,474,663895347,0.998
864,463,663895810,0.998
865,493,663896303,0.998
866,444,663896747,0.998
867,485,663897232,0.998
868,421,663897653,0.998
869,419,663898072,0.998
870,465,663898537,0.998
871,431,663898968,0.998
872,482,663899450,0.998
873,441,663899891,0.998
874,443,663900334,0.998
875,450,663900784,0.998
876,445,663901229,0.998
877,461,663901690,0.998
878,471,663902161,0.998
879,434,663902595,0.998
880,461,663903056,0.998
881,425,663903481,0.998
882,439,663903920,0.998
883,426,663904346,0.998
884,432,663904778,0.998
885,446,663905224,0.998
886,450,663905674,0.998
887,436,663906110,0.998
888,399,663906509,0.998
889,459,663906968,0.998
890,432,663907400,0.998
891,403,663907803,0.998
892,455,663908258,0.998
893,417,663908675,0.998
894,386,663909061,0.998
895,399,663909460,0.998
896,420,663909880,0.998
897,471,663910351,0.998
898,395,663910746,0.998
899,388,663911134,0.998
900,411,663911545,0.998
901,385,663911930,0.998
902,395,663912325,0.998
903,391,663912716,0.998
904,391,663913107,0.998
905,394,663913501,0.998
906,415,663913916,0.998
907,429,663914345,0.998
908,416,663914761,0.998
909,384,663915145,0.998
910,456,663915601,0.998
911,398,663915999,0.998
912,414,663916413,0.998
913,427,663916840,0.998
914,397,663917237,0.998
915,390,663917627,0.998
916,395,663918022,0.998
917,383,663918405,0.998
918,409,663918814,0.998
919,391,663919205,0.998
920,401,663919606,0.998
921,391,663919997,0.998
922,416,663920413,0.998
923,375,663920788,0.998
924,384,663921172,0.998
925,387,663921559,0.998
926,417,663921976,0.998
927,404,663922380,0.998
928,350,663922730,0.998
929,413,663923143,0.998
930,399,663923542,0.998
931,400,663923942,0.998
932,357,663924299,0.998
933,388,663924687,0.998
934,367,663925054,0.998
935,412,663925466,0.998
936,381,663925847,0.998
937,395,663926242,0.998
938,403,663926645,0.998
939,413,663927058,0.998
940,404,663927462,0.998
941,405,663927867,0.998
942,410,663928277,0.998
943,451,663928728,0.998
944,390,663929118,0.998
945,453,663929571,0.998
946,441,663930012,0.998
947,433,663930445,0.998
948,466,663930911,0.998
949,507,663931418,0.998
950,464,663931882,0.998
951,530,663932412,0.998
952,543,663932955,0.998
953,526,663933481,0.998
954,518,663933999,0.998
955,517,663934516,0.998
956,512,663935028,0.998
957,568,663935596,0.998
958,560,663936156,0.998
959,561,663936717,0.998
960,570,663937287,0.998
961,592,663937879,0.998
962,578,663938457,0.998
963,619,663939076,0.998
964,556,663939632,0.998
965,585,663940217,0.998
966,625,663940842,0.998
967,670,663941512,0.998
968,688,663942200,0.998
969,675,663942875,0.998
970,658,663943533,0.998
971,664,663944197,0.998
972,687,663944884,0.998
973,700,663945584,0.998
974,681,663946265,0.998
975,670,663946935,0.998
976,780,663947715,0.998
977,767,663948482,0.998
978,740,663949222,0.998
979,733,663949955,0.998
980,740,663950695,0.998
981,821,663951516,0.998
982,803,663952319,0.998
983,750,663953069,0.998
984,871,663953940,0.998
985,815,663954755,0.998
986,833,663955588,0.998
987,815,663956403,0.998
988,847,663957250,0.998
989,843,663958093,0.998
990,866,663958959,0.998
991,893,663959852,0.998
992,881,663960733,0.998
993,855,663961588,0.998
994,869,663962457,0.998
995,920,663963377,0.998
996,868,663964245,0.998
997,891,663965136,0.998
998,880,663966016,0.998
999,955,663966971,0.998
1000,888,663967859,0.998
1001,962,663968821,0.998
1002,921,663969742,0.998
1003,1000,663970742,0.998
1004,1002,663971744,0.998
1005,964,663972708,0.998
1006,1028,663973736,0.998
1007,951,663974687,0.998
1008,969,663975656,0.998
1009,960,663976616,0.998
1010,954,663977570,0.998
1011,997,663978567,0.998
1012,1002,663979569,0.998
1013,986,663980555,0.998
1014,975,663981530,0.998
1015,985,663982515,0.998
1016,952,663983467,0.998
1017,961,663984428,0.998
1018,986,663985414,0.998
1019,924,663986338,0.998
1020,975,663987313,0.998
1021,1047,663988360,0.998
1022,1038,663989398,0.998
1023,1045,663990443,0.998
1024,999,663991442,0.998
1025,963,663992405,0.998
1026,1041,663993446,0.998
1027,967,663994413,0.998
1028,1027,663995440,0.998
1029,978,663996418,0.998
1030,1004,663997422,0.998
1031,1078,663998500,0.998
1032,999,663999499,0.998
1033,1029,664000528,0.998
1034,1019,664001547,0.998
1035,963,664002510,0.998
1036,934,664003444,0.998
1037,1027,664004471,0.998
1038,1003,664005474,0.998
1039,980,664006454,0.998
1040,955,664007409,0.998
1041,1017,664008426,0.999
1042,950,664009376,0.999
1043,994,664010370,0.999
1044,990,664011360,0.999
1045,962,664012322,0.999
1046,1055,664013377,0.999
1047,1062,664014439,0.999
1048,1025,664015464,0.999
1049,1033,664016497,0.999
1050,1040,664017537,0.999
1051,1018,664018555,0.999
1052,961,664019516,0.999
1053,990,664020506,0.999
1054,990,664021496,0.999
1055,978,664022474,0.999
1056,976,664023450,0.999
1057,995,664024445,0.999
1058,951,664025396,0.999
1059,1001,664026397,0.999
1060,970,664027367,0.999
1061,1011,664028378,0.999
1062,964,664029342,0.999
1063,933,664030275,0.999
1064,1005,664031280,0.999
1065,999,664032279,0.999
1066,993,664033272,0.999
1067,1009,664034281,0.999
1068,897,664035178,0.999
1069,895,664036073,0.999
1070,958,664037031,0.999
1071,923,664037954,0.999
1072,901,664038855,0.999
1073,873,664039728,0.999
1074,925,664040653,0.999
1075,971,664041624,0.999
1076,867,664042491,0.999
1077,938,664043429,0.999
1078,909,664044338,0.999
1079,826,664045164,0.999
1080,889,664046053,0.999
1081,856,664046909,0.999
1082,880,664047789,0.999
1083,846,664048635,0.999
1084,837,664049472,0.999
1085,856,664050328,0.999
1086,871,664051199,0.999
1087,872,664052071,0.999
1088,862,664052933,0.999
1089,837,664053770,0.999
1090,870,664054640,0.999
1091,858,664055498,0.999
1092,862,664056360,0.999
