abundance,count,cumulative,cumulative_fraction
116,143414,1890496018,0.989
117,141069,1890637087,0.989
118,139099,1890776186,0.989
119,136301,1890912487,0.989
120,134773,1891047260,0.989
121,132953,1891180213,0.99
122,130159,1891310372,0.99
123,128768,1891439140,0.99
124,127403,1891566543,0.99
125,125316,1891691859,0.99
126,122755,1891814614,0.99
127,120332,1891934946,0.99
128,118155,1892053101,0.99
129,115864,1892168965,0.99
130,114212,1892283177,0.99
131,112073,1892395250,0.99
132,110877,1892506127,0.99
133,109347,1892615474,0.99
134,107227,1892722701,0.99
135,105733,1892828434,0.99
136,104528,1892932962,0.99
137,102507,1893035469,0.991
138,101142,1893136611,0.991
139,99671,1893236282,0.991
140,97685,1893333967,0.991
141,96192,1893430159,0.991
142,94894,1893525053,0.991
143,93586,1893618639,0.991
144,91973,1893710612,0.991
145,90759,1893801371,0.991
146,89087,1893890458,0.991
147,88149,1893978607,0.991
148,87103,1894065710,0.991
149,85802,1894151512,0.991
150,84123,1894235635,0.991
151,83836,1894319471,0.991
152,81997,1894401468,0.991
153,81085,1894482553,0.991
154,80527,1894563080,0.991
155,79556,1894642636,0.991
156,77923,1894720559,0.991
157,77257,1894797816,0.991
158,76134,1894873950,0.991
159,75115,1894949065,0.992
160,74121,1895023186,0.992
161,73351,1895096537,0.992
162,72416,1895168953,0.992
163,72037,1895240990,0.992
164,71745,1895312735,0.992
165,70428,1895383163,0.992
166,69330,1895452493,0.992
167,68868,1895521361,0.992
168,67876,1895589237,0.992
169,67713,1895656950,0.992
170,66977,1895723927,0.992
171,66661,1895790588,0.992
172,65441,1895856029,0.992
173,64950,1895920979,0.992
174,64224,1895985203,0.992
175,63850,1896049053,0.992
176,62984,1896112037,0.992
177,62181,1896174218,0.992
178,61837,1896236055,0.992
179,60790,1896296845,0.992
180,59805,1896356650,0.992
181,59442,1896416092,0.992
182,59093,1896475185,0.992
183,57825,1896533010,0.992
184,57102,1896590112,0.992
185,57101,1896647213,0.992
186,55962,1896703175,0.992
187,55675,1896758850,0.992
188,55262,1896814112,0.993
189,54879,1896868991,0.993
190,54461,1896923452,0.993
191,54240,1896977692,0.993
192,53621,1897031313,0.993
193,53146,1897084459,0.993
194,53123,1897137582,0.993
195,52795,1897190377,0.993
196,52125,1897242502,0.993
197,52072,1897294574,0.993
198,51527,1897346101,0.993
199,51386,1897397487,0.993
200,50939,1897448426,0.993
201,50759,1897499185,0.993
202,50584,1897549769,0.993
203,50208,1897599977,0.993
204,49770,1897649747,0.993
205,49550,1897699297,0.993
206,49496,1897748793,0.993
207,48822,1897797615,0.993
208,48808,1897846423,0.993
209,49230,1897895653,0.993
210,48869,1897944522,0.993
211,48205,1897992727,0.993
212,48104,1898040831,0.993
213,47699,1898088530,0.993
214,47055,1898135585,0.993
215,47207,1898182792,0.993
216,47303,1898230095,0.993
217,47170,1898277265,0.993
218,46567,1898323832,0.993
219,46326,1898370158,0.993
220,46041,1898416199,0.993
221,45756,1898461955,0.993
222,45455,1898507410,0.993
223,45405,1898552815,0.993
224,44605,1898597420,0.993
225,44533,1898641953,0.993
226,44111,1898686064,0.993
227,43766,1898729830,0.994
228,43540,1898773370,0.994
229,43333,1898816703,0.994
230,42945,1898859648,0.994
231,42858,1898902506,0.994
232,42320,1898944826,0.994
233,42065,1898986891,0.994
234,42140,1899029031,0.994
235,41627,1899070658,0.994
236,41810,1899112468,0.994
237,41337,1899153805,0.994
238,40498,1899194303,0.994
239,40417,1899234720,0.994
240,39745,1899274465,0.994
241,39529,1899313994,0.994
242,39497,1899353491,0.994
243,39219,1899392710,0.994
244,39002,1899431712,0.994
245,38963,1899470675,0.994
246,38626,1899509301,0.994
247,38586,1899547887,0.994
248,37789,1899585676,0.994
249,37617,1899623293,0.994
250,37197,1899660490,0.994
251,36607,1899697097,0.994
252,36331,1899733428,0.994
253,35997,1899769425,0.994
254,36025,1899805450,0.994
255,35972,1899841422,0.994
256,35773,1899877195,0.994
257,35564,1899912759,0.994
258,35331,1899948090,0.994
259,35140,1899983230,0.994
260,34861,1900018091,0.994
261,34735,1900052826,0.994
262,34132,1900086958,0.994
263,34071,1900121029,0.994
264,33505,1900154534,0.994
265,33876,1900188410,0.994
266,33266,1900221676,0.994
267,33046,1900254722,0.994
268,32896,1900287618,0.994
269,32666,1900320284,0.994
270,32769,1900353053,0.994
271,32104,1900385157,0.994
272,32363,1900417520,0.994
273,31860,1900449380,0.994
274,31444,1900480824,0.994
275,30852,1900511676,0.994
276,30594,1900542270,0.994
277,30121,1900572391,0.994
278,29708,1900602099,0.994
279,29742,1900631841,0.995
280,29574,1900661415,0.995
281,29470,1900690885,0.995
282,29524,1900720409,0.995
283,29089,1900749498,0.995
284,29084,1900778582,0.995
285,28932,1900807514,0.995
286,28547,1900836061,0.995
287,29018,1900865079,0.995
288,28505,1900893584,0.995
289,28736,1900922320,0.995
290,27889,1900950209,0.995
291,28047,1900978256,0.995
292,28083,1901006339,0.995
293,27511,1901033850,0.995
294,27759,1901061609,0.995
295,27360,1901088969,0.995
296,27053,1901116022,0.995
297,26881,1901142903,0.995
298,26955,1901169858,0.995
299,26746,1901196604,0.995
300,26293,1901222897,0.995
301,26054,1901248951,0.995
302,25837,1901274788,0.995
303,25875,1901300663,0.995
304,25236,1901325899,0.995
305,25428,1901351327,0.995
306,25236,1901376563,0.995
307,25290,1901401853,0.995
308,25035,1901426888,0.995
309,25166,1901452054,0.995
310,24998,1901477052,0.995
311,24564,1901501616,0.995
312,24338,1901525954,0.995
313,24636,1901550590,0.995
314,24310,1901574900,0.995
315,24231,1901599131,0.995
316,24059,1901623190,0.995
317,23878,1901647068,0.995
318,24133,1901671201,0.995
319,23741,1901694942,0.995
320,23426,1901718368,0.995
321,23474,1901741842,0.995
322,23548,1901765390,0.995
323,23244,1901788634,0.995
324,23197,1901811831,0.995
325,22979,1901834810,0.995
326,22754,1901857564,0.995
327,22649,1901880213,0.995
328,22401,1901902614,0.995
329,22577,1901925191,0.995
330,22147,1901947338,0.995
331,21818,1901969156,0.995
332,21764,1901990920,0.995
333,21797,1902012717,0.995
334,21414,1902034131,0.995
335,21458,1902055589,0.995
336,21481,1902077070,0.995
337,21134,1902098204,0.995
338,21168,1902119372,0.995
339,20843,1902140215,0.995
340,20899,1902161114,0.995
341,20643,1902181757,0.995
342,20716,1902202473,0.995
343,20756,1902223229,0.995
344,20487,1902243716,0.995
345,20343,1902264059,0.995
346,20258,1902284317,0.995
347,19964,1902304281,0.995
348,20111,1902324392,0.995
349,19945,1902344337,0.995
350,19551,1902363888,0.995
351,19592,1902383480,0.995
352,19560,1902403040,0.995
353,19209,1902422249,0.995
354,19156,1902441405,0.995
355,18977,1902460382,0.995
356,18951,1902479333,0.995
357,18916,1902498249,0.995
358,18566,1902516815,0.995
359,18483,1902535298,0.996
360,18254,1902553552,0.996
361,18447,1902571999,0.996
362,18319,1902590318,0.996
363,18252,1902608570,0.996
364,18093,1902626663,0.996
365,18247,1902644910,0.996
366,18204,1902663114,0.996
367,17973,1902681087,0.996
368,17969,1902699056,0.996
369,18244,1902717300,0.996
370,17636,1902734936,0.996
371,17709,1902752645,0.996
372,17520,1902770165,0.996
373,17434,1902787599,0.996
374,17305,1902804904,0.996
375,17038,1902821942,0.996
376,16973,1902838915,0.996
377,17119,1902856034,0.996
378,16838,1902872872,0.996
379,16757,1902889629,0.996
380,16989,1902906618,0.996
381,16576,1902923194,0.996
382,16465,1902939659,0.996
383,16404,1902956063,0.996
384,16446,1902972509,0.996
385,16145,1902988654,0.996
386,15892,1903004546,0.996
387,15800,1903020346,0.996
388,15835,1903036181,0.996
389,15763,1903051944,0.996
390,15870,1903067814,0.996
391,15604,1903083418,0.996
392,15665,1903099083,0.996
393,15644,1903114727,0.996
394,15483,1903130210,0.996
395,15397,1903145607,0.996
396,15463,1903161070,0.996
397,15058,1903176128,0.996
398,15098,1903191226,0.996
399,14862,1903206088,0.996
400,14962,1903221050,0.996
401,14709,1903235759,0.996
402,14646,1903250405,0.996
403,14581,1903264986,0.996
404,14779,1903279765,0.996
405,14703,1903294468,0.996
406,14538,1903309006,0.996
407,14559,1903323565,0.996
408,14503,1903338068,0.996
409,14255,1903352323,0.996
410,14610,1903366933,0.996
411,14276,1903381209,0.996
412,14185,1903395394,0.996
413,14258,1903409652,0.996
414,13852,1903423504,0.996
415,14057,1903437561,0.996
416,13906,1903451467,0.996
417,13858,1903465325,0.996
418,13761,1903479086,0.996
419,13650,1903492736,0.996
420,13822,1903506558,0.996
421,13582,1903520140,0.996
422,13751,1903533891,0.996
423,13431,1903547322,0.996
424,13430,1903560752,0.996
425,13379,1903574131,0.996
426,13391,1903587522,0.996
427,13413,1903600935,0.996
428,13359,1903614294,0.996
429,13333,1903627627,0.996
430,13582,1903641209,0.996
431,13310,1903654519,0.996
432,13574,1903668093,0.996
433,13534,1903681627,0.996
434,13321,1903694948,0.996
435,13505,1903708453,0.996
436,13163,1903721616,0.996
437,13227,1903734843,0.996
438,13157,1903748000,0.996
439,13218,1903761218,0.996
440,13044,1903774262,0.996
441,13108,1903787370,0.996
442,13054,1903800424,0.996
443,13097,1903813521,0.996
444,12916,1903826437,0.996
445,13024,1903839461,0.996
446,13110,1903852571,0.996
447,13026,1903865597,0.996
448,13010,1903878607,0.996
449,12847,1903891454,0.996
450,13035,1903904489,0.996
451,12919,1903917408,0.996
452,12961,1903930369,0.996
453,12977,1903943346,0.996
454,12696,1903956042,0.996
455,12799,1903968841,0.996
456,12731,1903981572,0.996
457,12674,1903994246,0.996
458,12869,1904007115,0.996
459,12906,1904020021,0.996
460,13017,1904033038,0.996
461,12894,1904045932,0.996
462,12757,1904058689,0.996
463,12825,1904071514,0.996
464,12798,1904084312,0.996
465,12657,1904096969,0.996
466,12539,1904109508,0.996
467,12887,1904122395,0.996
468,12855,1904135250,0.996
469,12858,1904148108,0.996
470,12721,1904160829,0.996
471,12848,1904173677,0.996
472,12854,1904186531,0.996
473,12929,1904199460,0.996
474,12701,1904212161,0.996
475,12543,1904224704,0.996
476,12771,1904237475,0.996
477,12556,1904250031,0.996
478,12589,1904262620,0.996
479,12503,1904275123,0.996
480,12641,1904287764,0.996
481,12537,1904300301,0.996
482,12564,1904312865,0.996
483,12397,1904325262,0.996
484,12603,1904337865,0.996
485,12436,1904350301,0.996
486,12583,1904362884,0.996
487,12440,1904375324,0.996
488,12334,1904387658,0.996
489,12480,1904400138,0.996
490,12404,1904412542,0.996
491,12218,1904424760,0.996
492,12347,1904437107,0.996
493,12289,1904449396,0.997
494,12168,1904461564,0.997
495,12308,1904473872,0.997
496,12426,1904486298,0.997
497,12226,1904498524,0.997
498,12365,1904510889,0.997
499,12122,1904523011,0.997
500,12157,1904535168,0.997
501,12228,1904547396,0.997
502,12304,1904559700,0.997
503,12292,1904571992,0.997
504,12176,1904584168,0.997
505,12236,1904596404,0.997
506,12264,1904608668,0.997
507,12314,1904620982,0.997
508,12234,1904633216,0.997
509,11893,1904645109,0.997
510,11904,1904657013,0.997
511,11984,1904668997,0.997
512,12146,1904681143,0.997
513,11825,1904692968,0.997
514,11958,1904704926,0.997
515,11899,1904716825,0.997
516,12033,1904728858,0.997
517,11993,1904740851,0.997
518,12128,1904752979,0.997
519,11663,1904764642,0.997
520,12042,1904776684,0.997
521,11673,1904788357,0.997
522,11839,1904800196,0.997
523,11728,1904811924,0.997
524,11786,1904823710,0.997
525,11844,1904835554,0.997
526,11524,1904847078,0.997
527,11665,1904858743,0.997
528,11581,1904870324,0.997
529,11554,1904881878,0.997
530,11508,1904893386,0.997
531,11257,1904904643,0.997
532,11560,1904916203,0.997
533,11531,1904927734,0.997
534,11360,1904939094,0.997
535,11456,1904950550,0.997
536,11540,1904962090,0.997
537,11478,1904973568,0.997
538,11288,1904984856,0.997
539,11500,1904996356,0.997
540,11195,1905007551,0.997
541,11522,1905019073,0.997
542,11229,1905030302,0.997
543,11171,1905041473,0.997
544,11143,1905052616,0.997
545,11448,1905064064,0.997
546,11361,1905075425,0.997
547,11277,1905086702,0.997
548,11233,1905097935,0.997
549,11177,1905109112,0.997
550,11184,1905120296,0.997
551,11280,1905131576,0.997
552,11149,1905142725,0.997
553,11095,1905153820,0.997
554,11069,1905164889,0.997
555,11305,1905176194,0.997
556,11137,1905187331,0.997
557,11167,1905198498,0.997
558,11246,1905209744,0.997
559,11225,1905220969,0.997
560,10886,1905231855,0.997
561,10817,1905242672,0.997
562,10916,1905253588,0.997
563,10904,1905264492,0.997
564,10743,1905275235,0.997
565,10833,1905286068,0.997
566,10926,1905296994,0.997
567,10779,1905307773,0.997
568,10803,1905318576,0.997
569,10784,1905329360,0.997
570,10734,1905340094,0.997
571,10693,1905350787,0.997
572,10778,1905361565,0.997
573,10681,1905372246,0.997
574,10860,1905383106,0.997
575,10632,1905393738,0.997
576,10827,1905404565,0.997
577,10688,1905415253,0.997
578,10559,1905425812,0.997
579,10570,1905436382,0.997
580,10574,1905446956,0.997
581,10647,1905457603,0.997
582,10475,1905468078,0.997
583,10644,1905478722,0.997
584,10478,1905489200,0.997
585,10491,1905499691,0.997
586,10282,1905509973,0.997
587,10337,1905520310,0.997
588,10273,1905530583,0.997
589,10205,1905540788,0.997
590,10261,1905551049,0.997
591,10037,1905561086,0.997
592,10094,1905571180,0.997
593,9973,1905581153,0.997
594,10019,1905591172,0.997
595,9987,1905601159,0.997
596,10024,1905611183,0.997
597,9795,1905620978,0.997
598,9806,1905630784,0.997
599,10019,1905640803,0.997
600,10048,1905650851,0.997
601,9905,1905660756,0.997
602,9866,1905670622,0.997
603,9877,1905680499,0.997
604,9797,1905690296,0.997
605,9832,1905700128,0.997
606,9808,1905709936,0.997
607,9684,1905719620,0.997
608,9641,1905729261,0.997
609,9687,1905738948,0.997
610,9661,1905748609,0.997
611,9558,1905758167,0.997
612,9466,1905767633,0.997
613,9669,1905777302,0.997
614,9682,1905786984,0.997
615,9419,1905796403,0.997
616,9309,1905805712,0.997
617,9499,1905815211,0.997
618,9699,1905824910,0.997
619,9336,1905834246,0.997
620,9291,1905843537,0.997
621,9199,1905852736,0.997
622,9275,1905862011,0.997
623,9090,1905871101,0.997
624,9131,1905880232,0.997
625,8990,1905889222,0.997
626,9098,1905898320,0.997
627,8916,1905907236,0.997
628,9018,1905916254,0.997
629,8990,1905925244,0.997
630,8974,1905934218,0.997
631,8950,1905943168,0.997
632,8914,1905952082,0.997
633,8840,1905960922,0.997
634,8949,1905969871,0.997
635,9100,1905978971,0.997
636,8889,1905987860,0.997
637,8803,1905996663,0.997
638,8991,1906005654,0.997
639,8814,1906014468,0.997
640,8726,1906023194,0.997
641,8862,1906032056,0.997
642,8657,1906040713,0.997
643,8739,1906049452,0.997
644,8851,1906058303,0.997
645,8916,1906067219,0.997
646,8790,1906076009,0.997
647,8682,1906084691,0.997
648,8588,1906093279,0.997
649,8724,1906102003,0.997
650,8516,1906110519,0.997
651,8474,1906118993,0.997
652,8678,1906127671,0.997
653,8339,1906136010,0.997
654,8351,1906144361,0.997
655,8302,1906152663,0.997
656,8490,1906161153,0.997
657,8357,1906169510,0.997
658,8367,1906177877,0.997
659,8370,1906186247,0.997
660,8173,1906194420,0.997
661,8308,1906202728,0.997
662,8206,1906210934,0.997
663,8351,1906219285,0.997
664,8380,1906227665,0.997
665,8336,1906236001,0.997
666,8229,1906244230,0.997
667,8427,1906252657,0.997
668,8306,1906260963,0.997
669,8106,1906269069,0.997
670,8269,1906277338,0.997
671,8067,1906285405,0.997
672,7840,1906293245,0.997
673,7982,1906301227,0.997
674,7932,1906309159,0.997
675,7918,1906317077,0.997
676,8038,1906325115,0.997
677,7873,1906332988,0.997
678,7915,1906340903,0.997
679,8020,1906348923,0.997
680,7877,1906356800,0.998
681,7896,1906364696,0.998
682,7833,1906372529,0.998
683,7830,1906380359,0.998
684,7904,1906388263,0.998
685,7736,1906395999,0.998
686,7794,1906403793,0.998
687,7861,1906411654,0.998
688,7762,1906419416,0.998
689,7623,1906427039,0.998
690,7726,1906434765,0.998
691,7682,1906442447,0.998
692,7732,1906450179,0.998
693,7835,1906458014,0.998
694,7734,1906465748,0.998
695,7692,1906473440,0.998
696,7863,1906481303,0.998
697,7668,1906488971,0.998
698,7760,1906496731,0.998
699,7787,1906504518,0.998
700,7773,1906512291,0.998
701,7747,1906520038,0.998
702,7763,1906527801,0.998
703,7753,1906535554,0.998
704,7783,1906543337,0.998
705,7642,1906550979,0.998
706,7579,1906558558,0.998
707,7625,1906566183,0.998
708,7509,1906573692,0.998
709,7663,1906581355,0.998
710,7617,1906588972,0.998
711,7735,1906596707,0.998
712,7562,1906604269,0.998
713,7588,1906611857,0.998
714,7616,1906619473,0.998
715,7503,1906626976,0.998
716,7622,1906634598,0.998
717,7453,1906642051,0.998
718,7588,1906649639,0.998
719,7327,1906656966,0.998
720,7498,1906664464,0.998
721,7376,1906671840,0.998
722,7439,1906679279,0.998
723,7384,1906686663,0.998
724,7379,1906694042,0.998
725,7222,1906701264,0.998
726,7380,1906708644,0.998
727,7192,1906715836,0.998
728,7179,1906723015,0.998
729,7430,1906730445,0.998
730,7260,1906737705,0.998
731,7307,1906745012,0.998
732,7362,1906752374,0.998
733,7260,1906759634,0.998
734,7233,1906766867,0.998
735,7307,1906774174,0.998
736,7328,1906781502,0.998
737,7337,1906788839,0.998
738,7347,1906796186,0.998
739,7304,1906803490,0.998
740,7304,1906810794,0.998
741,7200,1906817994,0.998
742,7319,1906825313,0.998
743,7227,1906832540,0.998
744,7337,1906839877,0.998
745,7262,1906847139,0.998
746,7154,1906854293,0.998
747,7222,1906861515,0.998
748,7163,1906868678,0.998
749,7321,1906875999,0.998
750,7274,1906883273,0.998
751,7400,1906890673,0.998
752,7253,1906897926,0.998
753,7341,1906905267,0.998
754,7362,1906912629,0.998
755,7217,1906919846,0.998
756,7221,1906927067,0.998
757,7265,1906934332,0.998
758,7373,1906941705,0.998
759,7217,1906948922,0.998
760,7206,1906956128,0.998
761,7270,1906963398,0.998
762,7217,1906970615,0.998
763,7254,1906977869,0.998
764,7186,1906985055,0.998
765,7245,1906992300,0.998
766,7123,1906999423,0.998
767,7333,1907006756,0.998
768,7126,1907013882,0.998
769,7120,1907021002,0.998
770,7061,1907028063,0.998
771,7127,1907035190,0.998
772,7049,1907042239,0.998
773,7082,1907049321,0.998
774,7103,1907056424,0.998
775,7195,1907063619,0.998
776,7176,1907070795,0.998
777,7093,1907077888,0.998
778,7146,1907085034,0.998
779,6882,1907091916,0.998
780,7098,1907099014,0.998
781,7022,1907106036,0.998
782,6974,1907113010,0.998
783,7061,1907120071,0.998
784,6921,1907126992,0.998
785,6977,1907133969,0.998
786,7012,1907140981,0.998
787,6844,1907147825,0.998
788,6802,1907154627,0.998
789,6792,1907161419,0.998
790,6871,1907168290,0.998
791,6912,1907175202,0.998
792,6915,1907182117,0.998
793,6853,1907188970,0.998
794,6775,1907195745,0.998
795,6733,1907202478,0.998
796,6855,1907209333,0.998
797,6802,1907216135,0.998
798,6822,1907222957,0.998
799,6714,1907229671,0.998
800,6894,1907236565,0.998
801,6872,1907243437,0.998
802,6949,1907250386,0.998
803,6771,1907257157,0.998
804,6868,1907264025,0.998
805,6750,1907270775,0.998
806,6851,1907277626,0.998
807,6733,1907284359,0.998
808,6718,1907291077,0.998
809,6673,1907297750,0.998
810,6690,1907304440,0.998
811,6769,1907311209,0.998
812,6645,1907317854,0.998
813,6771,1907324625,0.998
814,6783,1907331408,0.998
815,6674,1907338082,0.998
816,6695,1907344777,0.998
817,6726,1907351503,0.998
818,6731,1907358234,0.998
819,6668,1907364902,0.998
820,6645,1907371547,0.998
821,6858,1907378405,0.998
822,6610,1907385015,0.998
823,6599,1907391614,0.998
824,6752,1907398366,0.998
825,6569,1907404935,0.998
826,6625,1907411560,0.998
827,6531,1907418091,0.998
828,6563,1907424654,0.998
829,6489,1907431143,0.998
830,6387,1907437530,0.998
831,6557,1907444087,0.998
832,6397,1907450484,0.998
833,6693,1907457177,0.998
834,6370,1907463547,0.998
835,6376,1907469923,0.998
836,6366,1907476289,0.998
837,6312,1907482601,0.998
838,6449,1907489050,0.998
839,6430,1907495480,0.998
840,6399,1907501879,0.998
841,6259,1907508138,0.998
842,6282,1907514420,0.998
843,6272,1907520692,0.998
844,6259,1907526951,0.998
845,6154,1907533105,0.998
846,6233,1907539338,0.998
847,6200,1907545538,0.998
848,6246,1907551784,0.998
849,6230,1907558014,0.998
850,6177,1907564191,0.998
851,6239,1907570430,0.998
852,6308,1907576738,0.998
853,6175,1907582913,0.998
854,6131,1907589044,0.998
855,6066,1907595110,0.998
856,6214,1907601324,0.998
857,6286,1907607610,0.998
858,6130,1907613740,0.998
859,6197,1907619937,0.998
860,6248,1907626185,0.998
861,6065,1907632250,0.998
862,6083,1907638333,0.998
863,5981,1907644314,0.998
864,6070,1907650384,0.998
865,6017,1907656401,0.998
866,6199,1907662600,0.998
867,6014,1907668614,0.998
868,6143,1907674757,0.998
869,6027,1907680784,0.998
870,5985,1907686769,0.998
871,6043,1907692812,0.998
872,5931,1907698743,0.998
873,5868,1907704611,0.998
874,5930,1907710541,0.998
875,6032,1907716573,0.998
876,6021,1907722594,0.998
877,5856,1907728450,0.998
878,5959,1907734409,0.998
879,6056,1907740465,0.998
880,5987,1907746452,0.998
881,5898,1907752350,0.998
882,5873,1907758223,0.998
883,6074,1907764297,0.998
884,5982,1907770279,0.998
885,5917,1907776196,0.998
886,6035,1907782231,0.998
887,5997,1907788228,0.998
888,5955,1907794183,0.998
889,5909,1907800092,0.998
890,5987,1907806079,0.998
891,5888,1907811967,0.998
892,5940,1907817907,0.998
893,5718,1907823625,0.998
894,5939,1907829564,0.998
895,5741,1907835305,0.998
896,5825,1907841130,0.998
897,5685,1907846815,0.998
898,5845,1907852660,0.998
899,5675,1907858335,0.998
900,5692,1907864027,0.998
901,5747,1907869774,0.998
902,5738,1907875512,0.998
903,5638,1907881150,0.998
904,5572,1907886722,0.998
905,5719,1907892441,0.998
906,5560,1907898001,0.998
907,5603,1907903604,0.998
908,5556,1907909160,0.998
909,5473,1907914633,0.998
910,5504,1907920137,0.998
911,5532,1907925669,0.998
912,5319,1907930988,0.998
913,5370,1907936358,0.998
914,5449,1907941807,0.998
915,5548,1907947355,0.998
916,5359,1907952714,0.998
917,5334,1907958048,0.998
918,5472,1907963520,0.998
919,5381,1907968901,0.998
920,5312,1907974213,0.998
921,5490,1907979703,0.998
922,5374,1907985077,0.998
923,5371,1907990448,0.998
924,5322,1907995770,0.998
925,5289,1908001059,0.998
926,5343,1908006402,0.998
927,5464,1908011866,0.998
928,5330,1908017196,0.998
929,5309,1908022505,0.998
930,5357,1908027862,0.998
931,5226,1908033088,0.998
932,5263,1908038351,0.998
933,5298,1908043649,0.998
934,5177,1908048826,0.998
935,5273,1908054099,0.998
936,5148,1908059247,0.998
937,5216,1908064463,0.998
938,5027,1908069490,0.998
939,5202,1908074692,0.998
940,4963,1908079655,0.998
941,5014,1908084669,0.998
942,4984,1908089653,0.998
943,4901,1908094554,0.998
944,5013,1908099567,0.998
945,5136,1908104703,0.998
946,5027,1908109730,0.998
947,4947,1908114677,0.998
948,4859,1908119536,0.998
949,4889,1908124425,0.998
950,4826,1908129251,0.998
951,4837,1908134088,0.998
952,4973,1908139061,0.998
953,5059,1908144120,0.998
954,4827,1908148947,0.998
955,4923,1908153870,0.998
956,4773,1908158643,0.998
957,4667,1908163310,0.998
958,4604,1908167914,0.998
959,4600,1908172514,0.998
960,4730,1908177244,0.998
961,4578,1908181822,0.998
962,4699,1908186521,0.998
963,4508,1908191029,0.998
964,4594,1908195623,0.998
965,4581,1908200204,0.998
966,4533,1908204737,0.998
967,4546,1908209283,0.998
968,4470,1908213753,0.998
969,4453,1908218206,0.998
970,4511,1908222717,0.998
971,4550,1908227267,0.998
972,4488,1908231755,0.998
973,4634,1908236389,0.998
974,4510,1908240899,0.998
975,4556,1908245455,0.998
976,4499,1908249954,0.998
977,4593,1908254547,0.998
978,4524,1908259071,0.998
979,4507,1908263578,0.999
980,4397,1908267975,0.999
981,4564,1908272539,0.999
982,4510,1908277049,0.999
983,4557,1908281606,0.999
984,4466,1908286072,0.999
985,4500,1908290572,0.999
986,4436,1908295008,0.999
987,4478,1908299486,0.999
988,4449,1908303935,0.999
989,4360,1908308295,0.999
990,4281,1908312576,0.999
991,4418,1908316994,0.999
992,4400,1908321394,0.999
993,4306,1908325700,0.999
