Sample	Contig	Covered Fraction
aligned	uvig_85972	0
aligned	uvig_85995	0
aligned	uvig_85996	0.013740675
aligned	uvig_86011	0
aligned	uvig_86012	0.010417687
aligned	uvig_86013	0
aligned	uvig_86015	0
aligned	uvig_86017	0
aligned	uvig_86019	0
aligned	uvig_86020	0
aligned	uvig_86022	0
aligned	uvig_86025	0
aligned	uvig_86026	0
aligned	uvig_86027	0
aligned	uvig_86028	0
aligned	uvig_86029	0
aligned	uvig_86030	0
aligned	uvig_86031	0
aligned	uvig_86037	0
aligned	uvig_86040	0
aligned	uvig_86060	0
aligned	uvig_86061	0
aligned	uvig_86067	0
aligned	uvig_86068	0
aligned	uvig_86070	0
aligned	uvig_86071	0
aligned	uvig_86072	0
aligned	uvig_86073	0
aligned	uvig_86074	0
aligned	uvig_86075	0
aligned	uvig_86077	0
aligned	uvig_86078	0
aligned	uvig_86080	0
aligned	uvig_86082	0.029912084
aligned	uvig_86083	0
aligned	uvig_86084	0
aligned	uvig_86085	0
aligned	uvig_86086	0
aligned	uvig_86089	0
aligned	uvig_86090	0
aligned	uvig_86094	0
aligned	uvig_86098	0
aligned	uvig_86102	0
aligned	uvig_86104	0
aligned	uvig_86106	0
aligned	uvig_86141	0
aligned	uvig_86152	0
aligned	uvig_86153	0
aligned	uvig_86169	0
aligned	uvig_86173	0
aligned	uvig_86175	0
aligned	uvig_86179	0
aligned	uvig_86196	0
aligned	uvig_86198	0.037733722
aligned	uvig_86202	0.064646415
aligned	uvig_86203	0.01935441
aligned	uvig_86209	0
aligned	uvig_86212	0
aligned	uvig_86213	0
aligned	uvig_86214	0
aligned	uvig_86216	0
aligned	uvig_86217	0
aligned	uvig_86218	0
aligned	uvig_86220	0
aligned	uvig_86228	0
aligned	uvig_86229	0
aligned	uvig_86230	0
aligned	uvig_86231	0
aligned	uvig_86233	0.035437305
aligned	uvig_86234	0
aligned	uvig_86236	0
aligned	uvig_86238	0
aligned	uvig_86239	0
aligned	uvig_86243	0
aligned	uvig_86244	0.05721447
aligned	uvig_86248	0.06710924
aligned	uvig_86255	0
aligned	uvig_86256	0
aligned	uvig_86257	0
aligned	uvig_86259	0.020426663
aligned	uvig_86260	0
aligned	uvig_86263	0.119483955
aligned	uvig_86264	0
aligned	uvig_86266	0
aligned	uvig_86291	0
aligned	uvig_86292	0
aligned	uvig_86294	0
aligned	uvig_86296	0
aligned	uvig_86297	0
aligned	uvig_86301	0
aligned	uvig_86303	0
aligned	uvig_86304	0
aligned	uvig_86312	0
aligned	uvig_86314	0
aligned	uvig_86320	0
aligned	uvig_86322	0.27119064
aligned	uvig_86324	0
aligned	uvig_86326	0
aligned	uvig_86327	0
aligned	uvig_86328	0
aligned	uvig_86329	0
aligned	uvig_86332	0
aligned	uvig_86335	0
aligned	uvig_86338	0
aligned	uvig_86374	0
aligned	uvig_86376	0
aligned	uvig_86379	0
aligned	uvig_86380	0
aligned	uvig_86382	0
aligned	uvig_86385	0
aligned	uvig_86387	0
aligned	uvig_86391	0
aligned	uvig_86399	0
aligned	uvig_86401	0
aligned	uvig_86402	0.102224894
aligned	uvig_86404	0
aligned	uvig_86406	0
aligned	uvig_86408	0
aligned	uvig_86409	0
aligned	uvig_86410	0
aligned	uvig_86418	0.10180537
aligned	uvig_86420	0
aligned	uvig_86429	0
aligned	uvig_86431	0
aligned	uvig_86435	0
aligned	uvig_86440	0
aligned	uvig_86447	0
aligned	uvig_86449	0.5252771
aligned	uvig_86493	0.017983684
aligned	uvig_86506	0
aligned	uvig_86510	0.012395141
aligned	uvig_86513	0
aligned	uvig_86530	0
aligned	uvig_86531	0
aligned	uvig_86532	0
aligned	uvig_86533	0
aligned	uvig_86534	0
aligned	uvig_86536	0
aligned	uvig_86537	0.011158894
aligned	uvig_86538	0
aligned	uvig_86542	0
aligned	uvig_86543	0
aligned	uvig_86544	0
aligned	uvig_86545	0
aligned	uvig_86547	0
aligned	uvig_86548	0
aligned	uvig_86564	0
aligned	uvig_86570	0
aligned	uvig_86571	0
aligned	uvig_86572	0.16677977
aligned	uvig_86574	0
aligned	uvig_86575	0
aligned	uvig_86576	0
aligned	uvig_86577	0
aligned	uvig_86579	0
aligned	uvig_86580	0.083295554
aligned	uvig_86582	0
aligned	uvig_86583	0
aligned	uvig_86600	0
aligned	uvig_86601	0
aligned	uvig_86605	0
aligned	uvig_86606	0.010704329
aligned	uvig_86610	0
aligned	uvig_86611	0
aligned	uvig_86612	0
aligned	uvig_86615	0
aligned	uvig_86617	0
aligned	uvig_86619	0
aligned	uvig_86622	0
aligned	uvig_86623	0
aligned	uvig_86625	0
aligned	uvig_86629	0
aligned	uvig_86636	0
aligned	uvig_86638	0
aligned	uvig_86639	0.012104949
aligned	uvig_86640	0
aligned	uvig_86642	0
aligned	uvig_86644	0
aligned	uvig_86647	0
aligned	uvig_86650	0
aligned	uvig_86673	0
aligned	uvig_86674	0
aligned	uvig_86681	0
aligned	uvig_86682	0
aligned	uvig_86683	0
aligned	uvig_86685	0
aligned	uvig_86686	0
aligned	uvig_86687	0
aligned	uvig_86690	0
aligned	uvig_86692	0
aligned	uvig_86693	0
aligned	uvig_86695	0
aligned	uvig_86696	0
aligned	uvig_86698	0
aligned	uvig_86700	0
aligned	uvig_86706	0
aligned	uvig_86710	0
aligned	uvig_86711	0
aligned	uvig_86712	0
aligned	uvig_86727	0
aligned	uvig_86728	0
aligned	uvig_86729	0
aligned	uvig_86734	0
aligned	uvig_86746	0
aligned	uvig_86751	0
aligned	uvig_86756	0
aligned	uvig_86764	0
aligned	uvig_86771	0
aligned	uvig_86772	0
aligned	uvig_86798	0
aligned	uvig_86799	0
aligned	uvig_86800	0.01088884
aligned	uvig_86806	0
aligned	uvig_86807	0
aligned	uvig_86809	0
aligned	uvig_86813	0
aligned	uvig_86814	0
aligned	uvig_86816	0
aligned	uvig_86821	0
aligned	uvig_86838	0
aligned	uvig_86839	0
aligned	uvig_86841	0
aligned	uvig_86843	0
aligned	uvig_86844	0
aligned	uvig_86845	0
aligned	uvig_86850	0.014813577
aligned	uvig_86854	0
aligned	uvig_86857	0
aligned	uvig_86861	0
aligned	uvig_86863	0
aligned	uvig_86879	0
aligned	uvig_86884	0
aligned	uvig_86901	0.21247673
aligned	uvig_86903	0.036092646
aligned	uvig_86908	0
aligned	uvig_86909	0
aligned	uvig_86913	0
aligned	uvig_86914	0
aligned	uvig_86915	0
aligned	uvig_86918	0
aligned	uvig_86919	0
aligned	uvig_86921	0
aligned	uvig_86922	0
aligned	uvig_86925	0
aligned	uvig_86926	0
aligned	uvig_86927	0
aligned	uvig_86930	0
aligned	uvig_86931	0
aligned	uvig_86932	0
aligned	uvig_86933	0
aligned	uvig_86934	0
aligned	uvig_86935	0
aligned	uvig_86936	0
aligned	uvig_86980	0
aligned	uvig_86982	0
aligned	uvig_86984	0
aligned	uvig_86985	0
aligned	uvig_86987	0
aligned	uvig_86989	0
aligned	uvig_86991	0
aligned	uvig_86992	0
aligned	uvig_86993	0
aligned	uvig_86995	0
aligned	uvig_86997	0
aligned	uvig_86998	0
aligned	uvig_86999	0
aligned	uvig_87000	0
aligned	uvig_87004	0
aligned	uvig_87006	0
aligned	uvig_87010	0
aligned	uvig_87013	0
aligned	uvig_87018	0
aligned	uvig_87019	0
aligned	uvig_87066	0
aligned	uvig_87067	0
aligned	uvig_87068	0
aligned	uvig_87070	0
aligned	uvig_87072	0
aligned	uvig_87074	0
aligned	uvig_87076	0
aligned	uvig_87077	0
aligned	uvig_87078	0
aligned	uvig_87086	0
aligned	uvig_87087	0
aligned	uvig_87088	0
aligned	uvig_87089	0
aligned	uvig_87090	0
aligned	uvig_87091	0
aligned	uvig_87092	0
aligned	uvig_87093	0
aligned	uvig_87094	0
aligned	uvig_87095	0
aligned	uvig_87099	0
aligned	uvig_87100	0.061818182
aligned	uvig_87101	0
aligned	uvig_87112	0
aligned	uvig_87113	0
aligned	uvig_87115	0
aligned	uvig_87117	0
aligned	uvig_87119	0
aligned	uvig_87122	0
aligned	uvig_87123	0
aligned	uvig_87124	0.42608467
aligned	uvig_87125	0
aligned	uvig_87126	0
aligned	uvig_87129	0
aligned	uvig_87131	0
aligned	uvig_87134	0.23526613
aligned	uvig_87137	0
aligned	uvig_87138	0
aligned	uvig_87139	0
aligned	uvig_87161	0
aligned	uvig_87164	0
aligned	uvig_87165	0
aligned	uvig_87167	0.05649066
aligned	uvig_87168	0
aligned	uvig_87169	0
aligned	uvig_87172	0
aligned	uvig_87173	0
aligned	uvig_87174	0.015345526
aligned	uvig_87178	0
aligned	uvig_87180	0
aligned	uvig_87182	0
aligned	uvig_87183	0
aligned	uvig_87190	0
aligned	uvig_87191	0
aligned	uvig_87192	0
aligned	uvig_87193	0
aligned	uvig_87198	0
aligned	uvig_87230	0
aligned	uvig_87237	0
aligned	uvig_87239	0
aligned	uvig_87243	0
aligned	uvig_87246	0
aligned	uvig_87247	0
aligned	uvig_87248	0
aligned	uvig_87249	0
aligned	uvig_87250	0
aligned	uvig_87254	0
aligned	uvig_87255	0
aligned	uvig_87257	0
aligned	uvig_87263	0
aligned	uvig_87291	0.056254625
aligned	uvig_87292	0
aligned	uvig_87293	0
aligned	uvig_87294	0
aligned	uvig_87299	0
aligned	uvig_87300	0
aligned	uvig_87302	0.010844893
aligned	uvig_87303	0
aligned	uvig_87310	0
aligned	uvig_87313	0
aligned	uvig_87314	0
aligned	uvig_87319	0
aligned	uvig_87323	0.03233214
aligned	uvig_87326	0
aligned	uvig_87330	0
aligned	uvig_87361	0
aligned	uvig_87362	0
aligned	uvig_87363	0
aligned	uvig_87364	0
aligned	uvig_87367	0.0754246
aligned	uvig_87369	0.036637492
aligned	uvig_87372	0
aligned	uvig_87373	0
aligned	uvig_87374	0.40047735
aligned	uvig_87375	0
aligned	uvig_87377	0
aligned	uvig_87382	0.0143709155
aligned	uvig_87384	0
aligned	uvig_87385	0
aligned	uvig_87389	0
aligned	uvig_87390	0
aligned	uvig_87392	0
aligned	uvig_87394	0
aligned	uvig_87396	0
aligned	uvig_87397	0
aligned	uvig_87398	0
aligned	uvig_87430	0
aligned	uvig_87431	0
aligned	uvig_87432	0
aligned	uvig_87434	0.17513795
aligned	uvig_87436	0
aligned	uvig_87437	0
aligned	uvig_87440	0
aligned	uvig_87443	0
aligned	uvig_87446	0.03820686
aligned	uvig_87450	0.024035012
aligned	uvig_87452	0.20804647
aligned	uvig_87455	0
aligned	uvig_87456	0
aligned	uvig_87458	0
aligned	uvig_87459	0
aligned	uvig_87461	0
aligned	uvig_87465	0
aligned	uvig_87467	0
aligned	uvig_87472	0
aligned	uvig_87474	0
aligned	uvig_87476	0.018284468
aligned	uvig_87479	0
aligned	uvig_87482	0
aligned	uvig_87487	0.39631853
aligned	uvig_87488	0
aligned	uvig_87494	0
aligned	uvig_87495	0
aligned	uvig_87501	0.013769193
aligned	uvig_87542	0
aligned	uvig_87558	0
aligned	uvig_87559	0
aligned	uvig_87560	0
aligned	uvig_87562	0
aligned	uvig_87564	0
aligned	uvig_87566	0
aligned	uvig_87567	0
aligned	uvig_87568	0
aligned	uvig_87569	0
aligned	uvig_87573	0
aligned	uvig_87574	0
aligned	uvig_87575	0
aligned	uvig_87602	0
aligned	uvig_87605	0
aligned	uvig_87607	0.034489013
aligned	uvig_87608	0
aligned	uvig_87609	0
aligned	uvig_87610	0
aligned	uvig_87611	0
aligned	uvig_87613	0
aligned	uvig_87614	0
aligned	uvig_87615	0
aligned	uvig_87617	0
aligned	uvig_87618	0
aligned	uvig_87620	0
aligned	uvig_87621	0
aligned	uvig_87623	0
aligned	uvig_87625	0
aligned	uvig_87628	0
aligned	uvig_87629	0
aligned	uvig_87631	0
aligned	uvig_87635	0.03402073
aligned	uvig_87639	0
aligned	uvig_87640	0.0180558
aligned	uvig_87641	0
aligned	uvig_87642	0
aligned	uvig_87645	0
aligned	uvig_87651	0
aligned	uvig_87655	0
aligned	uvig_87657	0
aligned	uvig_87659	0
aligned	uvig_87660	0
aligned	uvig_87709	0.012393048
aligned	uvig_87710	0
aligned	uvig_87711	0
aligned	uvig_87712	0
aligned	uvig_87713	0.027250012
aligned	uvig_87717	0
aligned	uvig_87718	0
aligned	uvig_87719	0
aligned	uvig_87720	0
aligned	uvig_87723	0
aligned	uvig_87727	0
aligned	uvig_87729	0
aligned	uvig_87730	0
aligned	uvig_87731	0
aligned	uvig_87732	0
aligned	uvig_87734	0
aligned	uvig_87735	0
aligned	uvig_87758	0
aligned	uvig_87759	0
aligned	uvig_87761	0
aligned	uvig_87762	0
aligned	uvig_87764	0
aligned	uvig_87765	0
aligned	uvig_87766	0
aligned	uvig_87767	0
aligned	uvig_87769	0
aligned	uvig_87772	0.012259082
aligned	uvig_87773	0
aligned	uvig_87776	0
aligned	uvig_87778	0
aligned	uvig_87780	0
aligned	uvig_87781	0
aligned	uvig_87784	0
aligned	uvig_87786	0
aligned	uvig_87787	0
aligned	uvig_87788	0
aligned	uvig_87790	0
aligned	uvig_87794	0
aligned	uvig_87795	0
aligned	uvig_87800	0
aligned	uvig_87802	0
aligned	uvig_87803	0.2600938
aligned	uvig_87804	0
aligned	uvig_87805	0
aligned	uvig_87806	0
aligned	uvig_87807	0
aligned	uvig_87808	0
aligned	uvig_87869	0.12644939
aligned	uvig_87871	0
aligned	uvig_87873	0.103228055
aligned	uvig_87880	0
aligned	uvig_87882	0
aligned	uvig_87886	0.025538042
aligned	uvig_87887	0
aligned	uvig_87902	0
aligned	uvig_87904	0
aligned	uvig_87905	0
aligned	uvig_87907	0
aligned	uvig_87911	0.18507561
aligned	uvig_87912	0
aligned	uvig_87915	0
aligned	uvig_87927	0
aligned	uvig_87930	0.03717414
aligned	uvig_87932	0
aligned	uvig_87935	0
aligned	uvig_87937	0
aligned	uvig_87938	0.013163781
aligned	uvig_87939	0
aligned	uvig_87940	0
aligned	uvig_87943	0
aligned	uvig_87947	0
aligned	uvig_87948	0
aligned	uvig_87950	0
aligned	uvig_87953	0
aligned	uvig_87955	0.05848108
aligned	uvig_87973	0
aligned	uvig_87983	0
aligned	uvig_87984	0
aligned	uvig_87985	0
aligned	uvig_87987	0
aligned	uvig_87988	0
aligned	uvig_87990	0
aligned	uvig_87991	0
aligned	uvig_87996	0
aligned	uvig_87997	0
aligned	uvig_88000	0
aligned	uvig_88003	0.015299819
aligned	uvig_88027	0
aligned	uvig_88029	0
aligned	uvig_88030	0
aligned	uvig_88032	0
aligned	uvig_88033	0
aligned	uvig_88034	0
aligned	uvig_88035	0
aligned	uvig_88036	0
aligned	uvig_88040	0
aligned	uvig_88041	0
aligned	uvig_88047	0
aligned	uvig_88048	0
aligned	uvig_88051	0
aligned	uvig_88052	0.15340969
aligned	uvig_88053	0
aligned	uvig_88054	0
aligned	uvig_88055	0
aligned	uvig_88056	0
aligned	uvig_88057	0
aligned	uvig_88059	0
aligned	uvig_88060	0
aligned	uvig_88064	0
aligned	uvig_88067	0.21772717
aligned	uvig_88072	0.030635573
aligned	uvig_88074	0
aligned	uvig_88077	0
aligned	uvig_88082	0
aligned	uvig_88123	0
aligned	uvig_88126	0.1797766
aligned	uvig_88139	0
aligned	uvig_88141	0
aligned	uvig_88144	0
aligned	uvig_88147	0
aligned	uvig_88151	0
aligned	uvig_88152	0
aligned	uvig_88172	0
aligned	uvig_88176	0.6958926
aligned	uvig_88177	0
aligned	uvig_88178	0
aligned	uvig_88179	0
aligned	uvig_88180	0
aligned	uvig_88182	0
aligned	uvig_88184	0
aligned	uvig_88185	0
aligned	uvig_88186	0
aligned	uvig_88188	0
aligned	uvig_88193	0
aligned	uvig_88194	0
aligned	uvig_88196	0
aligned	uvig_88199	0
aligned	uvig_88201	0
aligned	uvig_88210	0
aligned	uvig_88219	0
aligned	uvig_88221	0
aligned	uvig_88226	0
aligned	uvig_88228	0
aligned	uvig_88229	0
aligned	uvig_88262	0
aligned	uvig_88263	0
aligned	uvig_88279	0.058705762
aligned	uvig_88280	0
aligned	uvig_88288	0
aligned	uvig_88290	0
aligned	uvig_88292	0.42357436
aligned	uvig_88293	0
aligned	uvig_88294	0
aligned	uvig_88296	0
aligned	uvig_88298	0
aligned	uvig_88299	0
aligned	uvig_88300	0
aligned	uvig_88301	0
aligned	uvig_88302	0
aligned	uvig_88304	0.010815569
aligned	uvig_88308	0
aligned	uvig_88310	0.12939379
aligned	uvig_88326	0
aligned	uvig_88330	0
aligned	uvig_88332	0
aligned	uvig_88333	0
aligned	uvig_88337	0
aligned	uvig_88338	0
aligned	uvig_88341	0
aligned	uvig_88342	0
aligned	uvig_88344	0
aligned	uvig_88345	0.22873576
aligned	uvig_88346	0
aligned	uvig_88348	0
aligned	uvig_88349	0
aligned	uvig_88350	0
aligned	uvig_88353	0
aligned	uvig_88355	0
aligned	uvig_88358	0
aligned	uvig_88359	0.049099658
aligned	uvig_88361	0
aligned	uvig_88363	0
aligned	uvig_88365	0
aligned	uvig_88368	0
aligned	uvig_88369	0
aligned	uvig_88384	0
aligned	uvig_88385	0
aligned	uvig_88386	0
aligned	uvig_88387	0
aligned	uvig_88388	0
aligned	uvig_88389	0
aligned	uvig_88390	0
aligned	uvig_88391	0
aligned	uvig_88392	0
aligned	uvig_88393	0
aligned	uvig_88395	0
aligned	uvig_88397	0.07675527
aligned	uvig_88398	0
aligned	uvig_88399	0.035008635
aligned	uvig_88400	0
aligned	uvig_88406	0
aligned	uvig_88407	0
aligned	uvig_88408	0
aligned	uvig_88409	0.011365013
aligned	uvig_88410	0
aligned	uvig_88411	0
aligned	uvig_88414	0
aligned	uvig_88416	0
aligned	uvig_88417	0
aligned	uvig_88419	0
aligned	uvig_88421	0.03557745
aligned	uvig_88423	0
aligned	uvig_88425	0
aligned	uvig_88426	0
aligned	uvig_88427	0
aligned	uvig_88429	0
aligned	uvig_88430	0
aligned	uvig_88431	0
aligned	uvig_88434	0
aligned	uvig_88440	0
aligned	uvig_88442	0
aligned	uvig_88470	0
aligned	uvig_88478	0
aligned	uvig_88480	0
aligned	uvig_88481	0.011192132
aligned	uvig_88482	0
aligned	uvig_88492	0.018841205
aligned	uvig_88496	0
aligned	uvig_88497	0
aligned	uvig_88499	0
aligned	uvig_88500	0
aligned	uvig_88501	0
aligned	uvig_88504	0
aligned	uvig_88512	0
aligned	uvig_88513	0
aligned	uvig_88514	0
aligned	uvig_88516	0
aligned	uvig_88518	0
aligned	uvig_88519	0
aligned	uvig_88520	0.020496769
aligned	uvig_88522	0.013272588
aligned	uvig_88523	0
aligned	uvig_88524	0
aligned	uvig_88526	0
aligned	uvig_88527	0.03204251
aligned	uvig_88529	0
aligned	uvig_88530	0
aligned	uvig_88532	0
aligned	uvig_88533	0.1648113
aligned	uvig_88534	0
aligned	uvig_88535	0
aligned	uvig_88537	0
aligned	uvig_88538	0
aligned	uvig_88539	0
aligned	uvig_88558	0
aligned	uvig_88561	0.09093015
aligned	uvig_88562	0
aligned	uvig_88564	0.1158524
aligned	uvig_88565	0
aligned	uvig_88567	0
aligned	uvig_88568	0
aligned	uvig_88569	0
aligned	uvig_88572	0
aligned	uvig_88573	0
aligned	uvig_88574	0
aligned	uvig_88575	0.044554844
aligned	uvig_88576	0
aligned	uvig_88578	0
aligned	uvig_88579	0.011342363
aligned	uvig_88580	0
aligned	uvig_88586	0.59718233
aligned	uvig_88588	0
aligned	uvig_88590	0
aligned	uvig_88592	0
aligned	uvig_88633	0
aligned	uvig_88634	0
aligned	uvig_88637	0
aligned	uvig_88638	0
aligned	uvig_88639	0
aligned	uvig_88640	0
aligned	uvig_88641	0.07574007
aligned	uvig_88647	0
aligned	uvig_88648	0
aligned	uvig_88650	0
aligned	uvig_88658	0
aligned	uvig_88659	0
aligned	uvig_88662	0
aligned	uvig_88687	0
aligned	uvig_88690	0
aligned	uvig_88692	0
aligned	uvig_88700	0
aligned	uvig_88701	0
aligned	uvig_88702	0
aligned	uvig_88703	0
aligned	uvig_88704	0
aligned	uvig_88714	0
aligned	uvig_88716	0.24742715
aligned	uvig_88717	0
aligned	uvig_88718	0
aligned	uvig_88720	0
aligned	uvig_88725	0
aligned	uvig_88727	0
aligned	uvig_88736	0
aligned	uvig_88761	0
aligned	uvig_88763	0
aligned	uvig_88767	0
aligned	uvig_88775	0
aligned	uvig_88776	0
aligned	uvig_88785	0
aligned	uvig_88787	0
aligned	uvig_88798	0
aligned	uvig_88799	0
aligned	uvig_88802	0
aligned	uvig_88814	0
aligned	uvig_88816	0
aligned	uvig_88827	0
aligned	uvig_88828	0
aligned	uvig_88830	0
aligned	uvig_88857	0
aligned	uvig_88877	0
aligned	uvig_88880	0
aligned	uvig_88892	0
aligned	uvig_88893	0
aligned	uvig_88894	0
aligned	uvig_88895	0
aligned	uvig_88896	0
aligned	uvig_88899	0
aligned	uvig_88900	0
aligned	uvig_88903	0
aligned	uvig_88904	0
aligned	uvig_88929	0.027571097
aligned	uvig_88933	0
aligned	uvig_88946	0
aligned	uvig_88962	0
aligned	uvig_88965	0
aligned	uvig_88971	0.18433538
aligned	uvig_88975	0
aligned	uvig_88986	0
aligned	uvig_89006	0
aligned	uvig_89007	0
aligned	uvig_89010	0
aligned	uvig_89013	0
aligned	uvig_89042	0
aligned	uvig_89045	0
aligned	uvig_89056	0
aligned	uvig_89075	0
aligned	uvig_89077	0
aligned	uvig_89078	0
aligned	uvig_89094	0
aligned	uvig_89095	0
aligned	uvig_89096	0
aligned	uvig_89097	0
aligned	uvig_89099	0.47692433
aligned	uvig_89114	0.19233857
aligned	uvig_89139	0
aligned	uvig_89141	0
aligned	uvig_89149	0
aligned	uvig_89151	0
aligned	uvig_89152	0
aligned	uvig_89156	0
aligned	uvig_89159	0
aligned	uvig_89168	0
aligned	uvig_89170	0
aligned	uvig_89181	0
aligned	uvig_89182	0
aligned	uvig_89183	0
aligned	uvig_89185	0
aligned	uvig_89188	0
aligned	uvig_89198	0
aligned	uvig_89203	0
aligned	uvig_89207	0
aligned	uvig_89208	0
aligned	uvig_89211	0
aligned	uvig_89229	0
aligned	uvig_89230	0
aligned	uvig_89231	0
aligned	uvig_89232	0
aligned	uvig_89233	0
aligned	uvig_89234	0
aligned	uvig_89237	0
aligned	uvig_89238	0
aligned	uvig_89239	0
aligned	uvig_89244	0
aligned	uvig_89245	0
aligned	uvig_89247	0
aligned	uvig_89248	0
aligned	uvig_89249	0
aligned	uvig_89263	0
aligned	uvig_89274	0
aligned	uvig_89277	0
aligned	uvig_89282	0.012622384
aligned	uvig_89286	0
aligned	uvig_89298	0.021891952
aligned	uvig_89299	0
aligned	uvig_89300	0
aligned	uvig_89317	0
aligned	uvig_89330	0
aligned	uvig_89333	0
aligned	uvig_89335	0
aligned	uvig_89345	0
aligned	uvig_89347	0
aligned	uvig_89348	0
aligned	uvig_89358	0
aligned	uvig_89360	0
aligned	uvig_89361	0
aligned	uvig_89365	0
aligned	uvig_89374	0
aligned	uvig_89384	0
aligned	uvig_89388	0
aligned	uvig_89418	0
aligned	uvig_89419	0
aligned	uvig_89420	0
aligned	uvig_89434	0
aligned	uvig_89445	0
aligned	uvig_89447	0
aligned	uvig_89448	0
aligned	uvig_89458	0
aligned	uvig_89459	0
aligned	uvig_89460	0
aligned	uvig_89462	0
aligned	uvig_89464	0
aligned	uvig_89465	0
aligned	uvig_89466	0
aligned	uvig_89467	0
aligned	uvig_89470	0
aligned	uvig_89472	0
aligned	uvig_89477	0
aligned	uvig_89488	0
aligned	uvig_89489	0
aligned	uvig_89490	0
aligned	uvig_89491	0
aligned	uvig_89494	0
aligned	uvig_89496	0
aligned	uvig_89497	0
aligned	uvig_89503	0
aligned	uvig_89527	0
aligned	uvig_89528	0
aligned	uvig_89529	0
aligned	uvig_89530	0
aligned	uvig_89536	0
aligned	uvig_89537	0.058582228
aligned	uvig_89539	0
aligned	uvig_89540	0
aligned	uvig_89544	0
aligned	uvig_89556	0
aligned	uvig_89557	0
aligned	uvig_89559	0
aligned	uvig_89561	0
aligned	uvig_89564	0
aligned	uvig_89565	0
aligned	uvig_89566	0
aligned	uvig_89567	0.016526306
aligned	uvig_89568	0
aligned	uvig_89569	0
aligned	uvig_89572	0
aligned	uvig_89576	0
aligned	uvig_89580	0
aligned	uvig_89591	0
aligned	uvig_89599	0
aligned	uvig_89600	0
aligned	uvig_89607	0
aligned	uvig_89614	0
aligned	uvig_89615	0
aligned	uvig_89621	0
aligned	uvig_89625	0.019469507
aligned	uvig_89633	0
aligned	uvig_89636	0
aligned	uvig_89639	0
aligned	uvig_89645	0
aligned	uvig_89646	0
aligned	uvig_89647	0
aligned	uvig_89650	0
aligned	uvig_89651	0
aligned	uvig_89653	0
aligned	uvig_89655	0
aligned	uvig_89664	0
aligned	uvig_89665	0
aligned	uvig_89666	0
aligned	uvig_89669	0.015689127
aligned	uvig_89671	0
aligned	uvig_89677	0
aligned	uvig_89678	0
aligned	uvig_89679	0.02757985
aligned	uvig_89683	0
aligned	uvig_89697	0
aligned	uvig_89698	0
aligned	uvig_89707	0
aligned	uvig_89708	0.018567774
aligned	uvig_89711	0
aligned	uvig_89712	0
aligned	uvig_89724	0
aligned	uvig_89728	0
aligned	uvig_89729	0.01935804
aligned	uvig_89742	0
aligned	uvig_89743	0
aligned	uvig_89745	0
aligned	uvig_89749	0
aligned	uvig_89759	0
aligned	uvig_89765	0
aligned	uvig_89770	0.07270381
aligned	uvig_89771	0
aligned	uvig_89778	0
aligned	uvig_89779	0
aligned	uvig_89783	0
aligned	uvig_89789	0
aligned	uvig_89790	0
aligned	uvig_89791	0
aligned	uvig_89794	0
aligned	uvig_89817	0
aligned	uvig_89830	0
aligned	uvig_89835	0
aligned	uvig_89840	0
aligned	uvig_89844	0
aligned	uvig_89850	0
aligned	uvig_89858	0
aligned	uvig_89883	0
aligned	uvig_89884	0
aligned	uvig_89885	0
aligned	uvig_89888	0
aligned	uvig_89906	0
aligned	uvig_89907	0
aligned	uvig_89911	0
aligned	uvig_89920	0
aligned	uvig_89923	0
aligned	uvig_89924	0
aligned	uvig_89925	0
aligned	uvig_89937	0
aligned	uvig_89939	0
aligned	uvig_89944	0
aligned	uvig_89951	0
aligned	uvig_89964	0
aligned	uvig_89966	0
aligned	uvig_89968	0
aligned	uvig_89969	0
aligned	uvig_89989	0
aligned	uvig_89991	0
aligned	uvig_89992	0
aligned	uvig_89994	0.27099484
aligned	uvig_90001	0
aligned	uvig_90003	0
aligned	uvig_90007	0.79750913
aligned	uvig_90025	0
aligned	uvig_90026	0
aligned	uvig_90027	0
aligned	uvig_90029	0
aligned	uvig_90030	0
aligned	uvig_90031	0
aligned	uvig_90032	0
aligned	uvig_90034	0
aligned	uvig_90036	0
aligned	uvig_90039	0.027514897
aligned	uvig_90044	0
aligned	uvig_90045	0
aligned	uvig_90046	0
aligned	uvig_90047	0
aligned	uvig_90048	0
aligned	uvig_90049	0
aligned	uvig_90050	0
aligned	uvig_90060	0
aligned	uvig_90071	0
aligned	uvig_90072	0
aligned	uvig_90073	0
aligned	uvig_90074	0
aligned	uvig_90075	0
aligned	uvig_90077	0.6867789
aligned	uvig_90085	0
aligned	uvig_90086	0
aligned	uvig_90087	0
aligned	uvig_90115	0
aligned	uvig_90122	0
aligned	uvig_90123	0
aligned	uvig_90130	0
aligned	uvig_90131	0
aligned	uvig_90135	0
aligned	uvig_90145	0
aligned	uvig_90148	0
aligned	uvig_90158	0
aligned	uvig_90160	0
aligned	uvig_90164	0
aligned	uvig_90189	0
aligned	uvig_90192	0
aligned	uvig_90203	0
aligned	uvig_90205	0
aligned	uvig_90206	0
aligned	uvig_90209	0
aligned	uvig_90212	0
aligned	uvig_90215	0
aligned	uvig_90216	0
aligned	uvig_90228	0
aligned	uvig_90235	0
aligned	uvig_90243	0
aligned	uvig_90244	0
aligned	uvig_90246	0
aligned	uvig_90247	0
