Contig	F6_S22-untreated_virome_Genomad_mapped Mean	F6_S22-untreated_virome_Genomad_mapped Trimmed Mean	F6_S22-untreated_virome_Genomad_mapped Covered Bases	F6_S22-untreated_virome_Genomad_mapped Variance	F6_S22-untreated_virome_Genomad_mapped RPKM	F6_S22-untreated_virome_Genomad_mapped TPM	F7_S23-untreated_virome_Genomad_mapped Mean	F7_S23-untreated_virome_Genomad_mapped Trimmed Mean	F7_S23-untreated_virome_Genomad_mapped Covered Bases	F7_S23-untreated_virome_Genomad_mapped Variance	F7_S23-untreated_virome_Genomad_mapped RPKM	F7_S23-untreated_virome_Genomad_mapped TPM	F8_S24-untreated_virome_Genomad_mapped Mean	F8_S24-untreated_virome_Genomad_mapped Trimmed Mean	F8_S24-untreated_virome_Genomad_mapped Covered Bases	F8_S24-untreated_virome_Genomad_mapped Variance	F8_S24-untreated_virome_Genomad_mapped RPKM	F8_S24-untreated_virome_Genomad_mapped TPM
F7_S23_contig_3140|provirus_107230_158246	15.957635	15.423276	51017	65.218575	1.1320004	42.80931	16.315784	15.458269	51017	94.55597	1.0206318	38.63525	17.762873	17.095432	51017	73.94232	1.1357576	42.730465
F7_S23_contig_5405|provirus_90972_117300	51.18958	36.399227	26329	6219.093	4.1888747	158.41222	55.621338	39.878326	26329	6883.3257	3.9788623	150.61679	55.905804	40.04681	26329	6998.387	4.1024737	154.34686
F7_S23_contig_5946|provirus_2_12672	9.032505	9.023338	12586	10.280332	0.6263576	23.687202	8.4532385	8.31032	12632	13.824346	0.5187835	19.638168	9.135852	9.042684	12644	10.914692	0.5753704	21.647087
F7_S23_contig_6085|provirus_49773_61550	41.24226	40.305656	11778	118.60553	2.9821343	112.77654	45.89482	45.130806	11778	106.843765	2.9092848	110.128784	45.605434	44.59421	11778	155.11702	2.9857385	112.33205
F7_S23_contig_15002|provirus_11375_56443	4.699993	4.615944	44688	5.099317	0.32924777	12.451295	5.6434026	5.5238814	44618	7.372234	0.34737968	13.1497965	5.395178	5.2996116	44722	6.4666753	0.34128922	12.840282
F8_S24_contig_50	81.75998	80.251915	14046	810.28156	6.00396	227.054	97.562515	95.957016	14024	984.0333	6.2564616	236.83374	96.56754	95.089554	14082	834.4435	6.3303833	238.16737
F8_S24_contig_328	70300.43	71280.82	23529	640895300	4968.788	187906.53	83681.01	84859.04	23529	901787200	5191.682	196527.27	80056.35	81183.63	23529	825052160	5109.1655	192221.58
F8_S24_contig_539	12.501644	12.291129	33057	62.821606	0.87808293	33.20681	14.290994	13.961661	33372	71.27614	0.88219106	33.39469	14.372982	14.120996	33377	75.30083	0.9120449	34.313747
F8_S24_contig_1416	245.21962	247.07475	11611	1259.9874	17.512066	662.2606	271.2794	272.58807	11611	1588.1299	16.995504	643.3522	264.05383	266.79883	11611	1466.89	17.040236	641.10284
F8_S24_contig_1463	10.055506	9.812942	15861	27.850863	0.707231	26.745628	9.673957	9.46256	15730	25.564571	0.6011759	22.757069	9.483342	9.195677	15878	21.350393	0.6080098	22.87509
F8_S24_contig_1848	8.847701	8.709836	13912	16.544569	0.6270655	23.713964	10.773332	10.527637	13919	23.722954	0.6698231	25.355648	9.63672	9.552893	13919	14.515171	0.60799766	22.874632
F8_S24_contig_2318	53.81266	51.648308	16135	503.4679	3.8107717	144.11345	64.49816	62.61318	16149	526.33307	4.0019884	151.49223	63.20474	61.471767	16173	498.22504	4.0275445	151.52791
F8_S24_contig_2835	712.45776	578.7186	43702	4825270	62.324615	2356.9543	812.00055	656.5276	43744	6743468	62.813915	2377.7737	807.4049	651.8664	43752	6314908.5	63.8881	2403.6543
F8_S24_contig_3460	5.303601	5.170028	12982	11.0373125	0.37580866	14.212098	4.9021754	4.764711	13053	7.7132897	0.30701268	11.621733	5.7700677	5.6799464	13245	9.137989	0.36126673	13.5919
F8_S24_contig_3539	13.84294	13.1650305	22893	50.333435	1.0594068	40.064	15.084158	14.265035	22877	71.667534	1.01308	38.349396	15.52403	14.963897	22893	57.955875	1.0694447	40.23561
F8_S24_contig_3674	10362.594	10649.452	13693	6431989	720.6967	27254.863	12250.286	12589.871	13674	8522448	747.94025	28312.72	12306.331	12652.676	13742	8752583	772.84357	29076.607
F8_S24_contig_3716	682.8975	683.3217	43039	23747.438	47.82422	1808.587	767.52893	771.2809	43010	28575.557	47.173683	1785.7239	768.6387	768.6294	43152	30203.916	48.605396	1828.6753
F8_S24_contig_3809	9.969996	9.60688	37744	24.568016	0.71468854	27.027653	11.84756	11.386057	37745	36.058865	0.7410201	28.050758	12.422131	12.027692	37745	32.37296	0.80265343	30.198143
F8_S24_contig_4286	3.6645932	3.569913	21904	4.5819526	0.2572008	9.726661	4.2072363	4.111257	22417	4.8832383	0.2606825	9.867941	4.7989836	4.700443	22367	6.2493677	0.30441207	11.452865
F8_S24_contig_4389	523.59094	518.85284	20542	14223.345	36.88491	1394.8914	602.0638	596.16077	20542	17812.275	37.203304	1408.3033	571.7302	565.77997	20542	18743.172	36.3602	1367.9756
F8_S24_contig_4623	9.948803	9.91543	11303	14.226484	0.8926467	33.757545	11.528737	11.491583	11303	15.010503	0.8993885	34.045677	11.672554	11.509513	11302	18.034803	0.9266184	34.862057
F8_S24_contig_4645	2.017337	1.9676425	1211	2.3765209	0.1392168	5.2648144	0	0	0	0	0	0	3.1754508	3.144838	1377	4.080924	0.18557334	6.9818068
F8_S24_contig_4813	6.384867	6.3134103	13259	9.432528	0.44604275	16.868176	6.90605	6.804013	13136	10.985383	0.42337537	16.026554	6.662984	6.5976124	13199	8.625191	0.41856572	15.747659
F8_S24_contig_5230	21073.398	20906.047	13360	13052495	1482.7476	56073.63	22425.395	22249.594	13360	14832584	1384.4904	52408.844	22816.797	22619.363	13360	16202753	1449.356	54528.96
F8_S24_contig_5522	7.1776943	7.062652	12934	11.40088	0.5066488	19.16014	8.038949	7.984011	12936	8.189489	0.4967046	18.802382	8.0305805	7.951686	12936	9.484789	0.5068569	19.06943
F8_S24_contig_5651	22.549395	20.175768	18077	443.71002	1.8437465	69.72568	24.922016	22.123583	18077	479.93344	1.7859293	67.605	26.074915	23.313913	18077	523.7507	1.8852463	70.9284
F8_S24_contig_5942	6.07303	5.889262	14270	9.216303	0.4301746	16.268072	7.321009	7.2252245	14352	10.27267	0.4559358	17.259104	7.241372	7.202265	14377	6.8433237	0.46069497	17.332672
F8_S24_contig_6252	6.234646	6.1339674	14708	8.389543	0.4398973	16.635763	7.083807	6.999011	14741	10.059671	0.43798065	16.579426	7.384868	7.2720428	14755	9.335366	0.4650399	17.49614
F8_S24_contig_6468	4.1280823	4.0551014	10684	4.3930893	0.28736502	10.867393	4.788738	4.513903	10870	9.421822	0.29242545	11.069544	4.154858	3.9715805	10722	6.9502506	0.26121682	9.827735
F8_S24_contig_6574	12.074133	11.789545	42819	31.218807	0.8486537	32.09387	14.746954	14.549203	42725	35.135475	0.9096333	34.4335	13.777109	13.638551	42802	31.277327	0.8729054	32.84123
F8_S24_contig_6789	3.8539426	3.6992257	19648	5.6915154	0.27274042	10.314328	4.6558146	4.524613	19506	7.959193	0.28821173	10.910041	4.2606034	4.080144	19387	8.0830765	0.2717097	10.222503
F8_S24_contig_7000	276.6399	270.55133	45721	3849.07	19.57219	740.169	328.4281	322.01654	45721	4842.668	20.394087	772.0027	314.119	307.40533	45790	4634.868	20.085613	755.67865
F8_S24_contig_7041	12.155838	11.881104	17362	37.720577	0.8510964	32.18625	12.782442	12.4052	17357	50.497604	0.7897908	29.896948	13.62341	13.28095	17373	39.938538	0.8579439	32.278343
F8_S24_contig_7266	540.40173	527.2298	60379	19018.664	37.88256	1432.6195	619.19696	604.5572	60380	22935.941	38.088177	1441.7993	607.0208	592.9884	60378	22835.8	38.413773	1445.2367
F8_S24_contig_7475	12.084438	11.947937	18203	19.613083	0.84508026	31.958715	14.230051	13.977345	18231	31.755692	0.8753065	33.134052	13.253205	12.950148	18233	26.309021	0.8409209	31.637875
F8_S24_contig_7586	5.7260957	5.566175	32935	11.09929	0.39990446	15.123333	6.2601805	6.124809	33166	11.620627	0.38471276	14.563009	6.466065	6.29905	33237	11.540948	0.409332	15.400245
F8_S24_contig_7801	6.215587	5.748932	15614	23.072638	0.4351061	16.454576	7.996154	7.507741	15763	33.644516	0.49042246	18.56457	6.889022	6.360841	15863	27.52306	0.43516117	16.37201
F8_S24_contig_8763	27.759258	27.431227	95364	156.214	1.9533596	73.870926	30.463346	30.120438	95368	178.10977	1.8808578	71.19847	30.314804	29.905396	95422	182.85194	1.9276503	72.52377
F8_S24_contig_9219	15.913264	14.991034	37790	81.08777	1.1390365	43.075382	18.755749	17.674086	37846	115.8189	1.1722225	44.373623	18.690525	17.587065	37943	115.86193	1.2035998	45.28292
F8_S24_contig_9400	6.222136	6.12028	10399	6.7354646	0.43920264	16.609493	6.898034	6.8237762	10462	8.562815	0.43124253	16.324362	6.8925147	6.8532543	10477	5.8515096	0.43206954	16.255695
F8_S24_contig_9505	10.236171	9.594732	10147	41.997143	0.73639536	27.848555	12.395719	11.641738	10147	51.257355	0.7810427	29.565805	13.69741	12.705412	10147	78.616425	0.88566804	33.321392
F8_S24_contig_9591	26534.754	25092.693	10809	717866430	1928.8174	72942.836	31700.625	29975.709	10809	1015457100	2023.0756	76582.01	30351.316	28697.707	10809	939262000	1992.5538	74965.64
F8_S24_contig_9833	28.557047	28.207472	18618	265.54727	2.0267215	76.64531	32.13705	31.892641	18705	317.4468	1.9962237	75.56556	32.104446	31.80109	18705	290.0612	2.0573375	77.403
F8_S24_contig_10663	25.834568	22.944027	37178	405.97717	1.8411195	69.626335	28.311344	25.322254	37289	433.54694	1.7683161	66.93831	28.83166	26.066383	37289	437.36194	1.858021	69.90411
F8_S24_contig_11214	69.86207	68.073906	17903	448.68646	4.954825	187.37843	80.93562	78.92229	17903	504.99667	5.0218873	190.09973	79.01328	77.68432	17920	443.4953	5.054351	190.15921
F8_S24_contig_11305	15.572315	15.150499	22061	33.56966	1.14146	43.167004	17.833143	17.388824	22061	47.053856	1.1461335	43.386032	19.36712	18.725216	22061	55.249874	1.2735009	47.91275
F8_S24_contig_11371	6.0425797	5.7356043	16097	19.300734	0.47444463	17.94225	6.388927	6.061927	15968	20.245127	0.42987126	16.272448	7.1326423	6.6128545	16123	31.209532	0.49405724	18.587866
F8_S24_contig_11830	5.717841	5.5343714	17081	11.935737	0.39852667	15.071241	6.3866596	6.189624	17057	15.4531	0.39444256	14.931327	6.536578	6.3859024	17174	12.999011	0.41425616	15.585508
F8_S24_contig_12078	5.9011974	5.6619115	33631	16.736002	0.41234443	15.593789	6.322029	6.0191913	34226	18.349152	0.38773745	14.677508	6.3158684	5.9897327	34130	18.976027	0.39883995	15.005514
F8_S24_contig_12314	15.512485	14.150581	22898	99.37396	1.1361477	42.966125	16.709293	15.31098	22898	106.35295	1.0872564	41.15726	16.740152	15.30761	22898	116.84772	1.1050042	41.57345
F8_S24_contig_12609	2.6201057	1.971798	861	15.538791	0.41444775	15.673329	0	0	0	0	0	0	4.162963	3.6227968	1010	15.954347	0.40035075	15.062347
F8_S24_contig_12911	56.024773	44.073948	15611	7228.572	4.5302725	171.323	59.26932	47.10751	15611	7966.4873	4.1870937	158.49925	60.571438	48.033848	15611	7953.5854	4.4100547	165.91898
F8_S24_contig_13037	20.346684	15.624349	57008	4243.674	2.483241	93.90967	23.153421	17.771688	57165	5790.331	2.4383593	92.3023	22.926895	17.610538	57151	5327.1304	2.4586477	92.50146
F8_S24_contig_13368	4.9637375	4.8158765	12961	8.364467	0.35288733	13.345277	7.061684	6.8259687	12872	19.795708	0.44234315	16.74457	6.420643	6.221949	13045	15.034528	0.41144317	15.479684
F8_S24_contig_13457	70.12781	67.532936	23216	2707.4214	4.9515996	187.25659	80.6285	77.39185	23205	3569.8623	4.997192	189.16495	76.938416	73.85035	23224	3049.619	4.909079	184.6938
F8_S24_contig_13617	3.7624993	3.6158845	16792	7.0276732	0.2648643	10.016477	4.3380575	4.1362867	16892	8.760008	0.26746315	10.124618	4.619538	4.372055	17568	9.1775675	0.29178622	10.977839
F8_S24_contig_14503	4.3911114	4.1876416	10810	10.539086	0.31782913	12.019463	4.4215384	4.2424364	10830	10.109727	0.28043655	10.615721	5.0284753	4.815709	11222	9.728519	0.31953287	12.021755
F8_S24_contig_14507	18.620016	18.030441	44349	59.34821	1.3056322	49.375618	21.698685	21.21377	44386	55.484684	1.3353908	50.550194	21.243534	20.55056	44386	79.54427	1.3462275	50.64897
F8_S24_contig_14706	2.8802812	2.7631512	11138	4.699246	0.20145757	7.618601	3.8303854	3.7695014	12221	5.156769	0.23540254	8.910989	3.9157333	3.7605767	12416	6.366374	0.24667482	9.280617
F8_S24_contig_14743	3.6801114	3.5871282	16077	5.1585193	0.2583657	9.770711	4.823383	4.6864963	16745	7.236351	0.29622287	11.213291	4.9198055	4.822914	16570	6.664894	0.3093894	11.640123
F8_S24_contig_1333|provirus_361_73598	31.79823	31.303694	73232	202.58125	2.237662	84.62254	35.2604	34.709335	73236	229.06738	2.183711	82.66274	35.891228	35.220753	73225	247.08218	2.2860346	86.007225
F8_S24_contig_2863|provirus_6875_44880	481.95456	401.57068	37523	432148.78	33.717354	1275.102	537.67834	447.98703	37826	532184.6	33.01971	1249.9362	528.9611	438.38342	38006	536332.44	33.418247	1257.291
F8_S24_contig_3918|provirus_1_76820	15508.78	15517.728	76820	94409810	1086.3864	41084.305	16719.832	16739.443	76820	109029580	1028.0736	38916.965	16665.184	16681.451	76820	108460610	1054.0905	39657.918
F8_S24_contig_6138|provirus_8_27451	18.201546	18.047342	27444	28.601767	1.2917486	48.85057	20.400051	20.185501	27444	27.747885	1.2731899	48.19565	20.809336	20.620329	27444	33.838055	1.3306843	50.064194
F8_S24_contig_10526|provirus_26296_56056	67.61758	66.26888	29761	343.80682	4.8416786	183.09962	72.308365	70.72365	29761	493.59567	4.5553446	172.43912	73.10422	71.812164	29761	400.3153	4.7258177	177.79893
