sample	coverage	full_coverage	relative_abundance	level	taxonomy
F5_S21_raw_R1	0	1330.8	100.0	root	Root
F5_S21_raw_R1	3.49	3.49	0.26	domain	Root; d__Archaea
F5_S21_raw_R1	18.57	1327.31	99.74	domain	Root; d__Bacteria
F5_S21_raw_R1	0.11	13.28	1.0	phylum	Root; d__Bacteria; p__Verrucomicrobiota
F5_S21_raw_R1	0.17	2.05	0.15	phylum	Root; d__Bacteria; p__Pseudomonadota
F5_S21_raw_R1	0.51	0.51	0.04	phylum	Root; d__Bacteria; p__Actinomycetota
F5_S21_raw_R1	0	822.26	61.79	phylum	Root; d__Bacteria; p__Bacillota_A
F5_S21_raw_R1	0	447.93	33.66	phylum	Root; d__Bacteria; p__Bacteroidota
F5_S21_raw_R1	0	20.86	1.57	phylum	Root; d__Bacteria; p__Bacillota_C
F5_S21_raw_R1	0	1.85	0.14	phylum	Root; d__Bacteria; p__Bacillota_I
F5_S21_raw_R1	0	13.17	0.99	class	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae
F5_S21_raw_R1	0.4	0.4	0.03	class	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
F5_S21_raw_R1	0	1.48	0.11	class	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
F5_S21_raw_R1	7.58	822.26	61.79	class	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
F5_S21_raw_R1	0.06	447.93	33.66	class	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
F5_S21_raw_R1	0	20.86	1.57	class	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
F5_S21_raw_R1	0	1.85	0.14	class	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A
F5_S21_raw_R1	0	13.17	0.99	order	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales
F5_S21_raw_R1	0.17	1.48	0.11	order	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales
F5_S21_raw_R1	33.73	715.18	53.74	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales
F5_S21_raw_R1	0.17	48.0	3.61	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
F5_S21_raw_R1	0.17	10.08	0.76	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales
F5_S21_raw_R1	1.02	2.95	0.22	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
F5_S21_raw_R1	0	3.78	0.28	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Monoglobales
F5_S21_raw_R1	0	2.03	0.15	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__UBA1381
F5_S21_raw_R1	0	25.21	1.89	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales
F5_S21_raw_R1	0	7.45	0.56	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales
F5_S21_raw_R1	5.72	447.87	33.65	order	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
F5_S21_raw_R1	0.28	20.86	1.57	order	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Veillonellales
F5_S21_raw_R1	0.06	1.85	0.14	order	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales
F5_S21_raw_R1	0	13.17	0.99	family	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae
F5_S21_raw_R1	0	0.74	0.06	family	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae
F5_S21_raw_R1	0	0.57	0.04	family	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae
F5_S21_raw_R1	7.35	67.09	5.04	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae
F5_S21_raw_R1	11.13	515.23	38.72	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae
F5_S21_raw_R1	9.14	99.13	7.45	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae
F5_S21_raw_R1	5.45	12.97	0.97	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
F5_S21_raw_R1	0.51	34.86	2.62	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Anaerotignaceae
F5_S21_raw_R1	0.34	9.11	0.68	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Peptostreptococcaceae
F5_S21_raw_R1	0.18	0.8	0.06	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae
F5_S21_raw_R1	0.17	1.14	0.09	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__Aristaeellaceae
F5_S21_raw_R1	0	0.79	0.06	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__QAND01
F5_S21_raw_R1	0.28	3.78	0.28	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Monoglobales; f__Monoglobaceae
F5_S21_raw_R1	0.05	2.03	0.15	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__UBA1381; f__UBA1381
F5_S21_raw_R1	0	25.21	1.89	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales; f__Clostridiaceae
