sample	coverage	full_coverage	relative_abundance	level	taxonomy
M2_S26_raw_R1	0.34	17.43	0.3	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales
M2_S26_raw_R1	0.06	8.72	0.15	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__UBA1381
M2_S26_raw_R1	0.9	6.67	0.12	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
M2_S26_raw_R1	0	34.06	0.59	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales
M2_S26_raw_R1	0	12.11	0.21	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Monoglobales
M2_S26_raw_R1	0	3.62	0.06	order	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales
M2_S26_raw_R1	0	472.51	8.23	order	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales
M2_S26_raw_R1	0.2	432.86	7.54	order	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales
M2_S26_raw_R1	2.55	137.65	2.4	order	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales
M2_S26_raw_R1	0.45	1.81	0.03	order	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales
M2_S26_raw_R1	0	3.17	0.06	order	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__MOL361
M2_S26_raw_R1	0.28	77.82	1.36	order	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Veillonellales
M2_S26_raw_R1	4.88	144.78	2.52	family	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae
M2_S26_raw_R1	0.96	78.21	1.36	family	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae
M2_S26_raw_R1	0.06	22.76	0.4	family	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae
M2_S26_raw_R1	0.4	25.45	0.44	family	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae
M2_S26_raw_R1	0.74	0.74	0.01	family	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae
M2_S26_raw_R1	0.39	57.48	1.0	family	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae
M2_S26_raw_R1	0.47	6.13	0.11	family	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae
M2_S26_raw_R1	0	0.51	0.01	family	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae
M2_S26_raw_R1	0.45	31.07	0.54	family	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae
M2_S26_raw_R1	0	0.57	0.01	family	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae
M2_S26_raw_R1	0	1.24	0.02	family	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae
M2_S26_raw_R1	0	0.85	0.01	family	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae
M2_S26_raw_R1	0	1.02	0.02	family	Root; d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae
M2_S26_raw_R1	8.47	3572.56	62.23	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
M2_S26_raw_R1	0.34	0.34	0.01	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Anaerotignaceae
M2_S26_raw_R1	3.57	224.33	3.91	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae
M2_S26_raw_R1	1.04	173.19	3.02	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae
M2_S26_raw_R1	0.06	5.55	0.1	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae
M2_S26_raw_R1	4.22	95.69	1.67	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae
M2_S26_raw_R1	3.16	31.2	0.54	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae
M2_S26_raw_R1	0	1.41	0.02	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Peptostreptococcaceae
M2_S26_raw_R1	0.06	16.24	0.28	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae
M2_S26_raw_R1	0	0.85	0.01	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales; f__Anaerofustaceae
M2_S26_raw_R1	0	8.66	0.15	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__UBA1381; f__UBA1381
M2_S26_raw_R1	0.11	2.54	0.04	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__Christensenellaceae
M2_S26_raw_R1	0.34	0.34	0.01	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__QAND01
M2_S26_raw_R1	1.13	2.89	0.05	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__Aristaeellaceae
M2_S26_raw_R1	0.06	34.06	0.59	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales; f__Clostridiaceae
M2_S26_raw_R1	0.27	12.11	0.21	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Monoglobales; f__Monoglobaceae
M2_S26_raw_R1	1.75	3.62	0.06	family	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales; f__Peptoniphilaceae
M2_S26_raw_R1	1.51	432.27	7.53	family	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae
M2_S26_raw_R1	0.38	40.24	0.7	family	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Coprobacillaceae
M2_S26_raw_R1	0.2	432.66	7.54	family	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae
M2_S26_raw_R1	1.93	128.47	2.24	family	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae
M2_S26_raw_R1	0.11	3.9	0.07	family	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Aerococcaceae
M2_S26_raw_R1	1.08	2.73	0.05	family	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
M2_S26_raw_R1	0	1.36	0.02	family	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales; f__Gemellaceae
M2_S26_raw_R1	0	3.17	0.06	family	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__MOL361; f__Turicibacteraceae
M2_S26_raw_R1	0	77.54	1.35	family	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Veillonellales; f__Dialisteraceae
M2_S26_raw_R1	0.28	4.15	0.07	genus	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__CAJFUR01
M2_S26_raw_R1	0.74	1.75	0.03	genus	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Gordonibacter
M2_S26_raw_R1	0	134.0	2.33	genus	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Eggerthella
M2_S26_raw_R1	0	77.25	1.35	genus	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium
M2_S26_raw_R1	1.87	22.7	0.4	genus	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae; g__Rothia
M2_S26_raw_R1	0.63	2.26	0.04	genus	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces
M2_S26_raw_R1	3.77	22.79	0.4	genus	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia
M2_S26_raw_R1	0	57.09	0.99	genus	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia
M2_S26_raw_R1	1.28	5.66	0.1	genus	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae; g__Haemophilus_D
M2_S26_raw_R1	0	0.51	0.01	genus	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__QFNR01
M2_S26_raw_R1	1.0	20.59	0.36	genus	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
M2_S26_raw_R1	0.09	10.03	0.17	genus	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola
M2_S26_raw_R1	0.57	0.57	0.01	genus	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides
M2_S26_raw_R1	0.18	1.24	0.02	genus	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes
M2_S26_raw_R1	0	0.85	0.01	genus	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Odoribacter
M2_S26_raw_R1	0	1.02	0.02	genus	Root; d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila
M2_S26_raw_R1	55.49	91.71	1.6	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Fimousia
M2_S26_raw_R1	0.09	9.6	0.17	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Muricomes
M2_S26_raw_R1	0.37	0.37	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Choladousia
M2_S26_raw_R1	0.17	17.56	0.31	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Agathobacter
M2_S26_raw_R1	0.58	10.09	0.18	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Enterocloster
M2_S26_raw_R1	0.91	9.76	0.17	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Ruminococcus_B
M2_S26_raw_R1	1.03	1.03	0.02	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira
M2_S26_raw_R1	0.13	3.71	0.06	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Hungatella
M2_S26_raw_R1	0.13	1.48	0.03	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Lactonifactor
M2_S26_raw_R1	0.01	0.42	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Muricoprocola
M2_S26_raw_R1	0.32	1.99	0.03	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes
M2_S26_raw_R1	0.47	0.47	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Cuneatibacter
M2_S26_raw_R1	0	1856.54	32.34	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A
M2_S26_raw_R1	0	14.39	0.25	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Gallintestinimicrobium
M2_S26_raw_R1	0	831.28	14.48	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter
M2_S26_raw_R1	0	107.94	1.88	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Dorea_D
M2_S26_raw_R1	0	130.03	2.27	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Dorea_A
M2_S26_raw_R1	0	155.52	2.71	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia
M2_S26_raw_R1	0	8.82	0.15	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Oliverpabstia
M2_S26_raw_R1	0	2.05	0.04	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Ruminococcus_G
M2_S26_raw_R1	0	2.28	0.04	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Scatomonas
M2_S26_raw_R1	0	26.34	0.46	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia
M2_S26_raw_R1	0	101.61	1.77	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Clostridium_AP
M2_S26_raw_R1	0	3.03	0.05	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Sellimonas
M2_S26_raw_R1	0	55.05	0.96	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Faecalimonas
M2_S26_raw_R1	0	6.93	0.12	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Hominisplanchenecus_A
M2_S26_raw_R1	0	9.24	0.16	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Otoolea
M2_S26_raw_R1	0	18.59	0.32	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Schaedlerella
M2_S26_raw_R1	0	50.43	0.88	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Frisingicoccus
M2_S26_raw_R1	0	23.4	0.41	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Brotaphodocola
M2_S26_raw_R1	0	1.56	0.03	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Catenibacillus
M2_S26_raw_R1	0	1.94	0.03	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Limivivens
M2_S26_raw_R1	0	8.13	0.14	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Eisenbergiella
M2_S26_raw_R1	0	0.8	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Egerieimonas
M2_S26_raw_R1	2.76	17.34	0.3	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Acutalibacter
M2_S26_raw_R1	0.48	2.26	0.04	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__UMGS1071
M2_S26_raw_R1	2.4	3.11	0.05	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Anaeromassilibacillus
M2_S26_raw_R1	0.57	0.57	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Timburyella
M2_S26_raw_R1	0.14	0.97	0.02	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__CAJFUH01
M2_S26_raw_R1	0	62.89	1.1	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Scatavimonas
M2_S26_raw_R1	0	109.46	1.91	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Eubacterium_R
M2_S26_raw_R1	0	14.92	0.26	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Hominenteromicrobium
M2_S26_raw_R1	0	9.24	0.16	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Clostridium_A
M2_S26_raw_R1	0.13	6.06	0.11	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Anaerotruncus
M2_S26_raw_R1	0.6	4.15	0.07	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium
M2_S26_raw_R1	0	92.5	1.61	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruthenibacterium
M2_S26_raw_R1	0	64.39	1.12	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Gemmiger
M2_S26_raw_R1	0	3.97	0.07	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Massilioclostridium
M2_S26_raw_R1	0	0.4	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Harryflintia
M2_S26_raw_R1	0	0.68	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Bittarella
M2_S26_raw_R1	0.3	5.49	0.1	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae; g__Agathobaculum
M2_S26_raw_R1	3.96	12.01	0.21	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Faecousia
M2_S26_raw_R1	0.19	2.27	0.04	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Lawsonibacter
M2_S26_raw_R1	0.13	1.55	0.03	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Dysosmobacter
M2_S26_raw_R1	0	67.98	1.18	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Evtepia
M2_S26_raw_R1	0	7.66	0.13	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Flavonifractor
M2_S26_raw_R1	1.51	7.59	0.13	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae; g__Lentihominibacter
M2_S26_raw_R1	1.82	12.54	0.22	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae; g__Emergencia
M2_S26_raw_R1	1.32	5.68	0.1	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae; g__Fimisoma
M2_S26_raw_R1	1.77	1.77	0.03	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae; g__Hominibacterium
M2_S26_raw_R1	0.46	0.46	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae; g__Mogibacterium
M2_S26_raw_R1	0	1.41	0.02	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Peptostreptococcaceae; g__Romboutsia
M2_S26_raw_R1	0	16.18	0.28	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium
M2_S26_raw_R1	0	0.85	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales; f__Anaerofustaceae; g__Anaerofustis
M2_S26_raw_R1	0	8.66	0.15	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__UBA1381; f__UBA1381; g__Hominilimicola
M2_S26_raw_R1	0.04	2.43	0.04	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenella
M2_S26_raw_R1	0.57	0.57	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__Aristaeellaceae; g__Fimadaptatus
M2_S26_raw_R1	0.06	1.19	0.02	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__Aristaeellaceae; g__Onthenecus
M2_S26_raw_R1	0	34.0	0.59	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
M2_S26_raw_R1	0	11.43	0.2	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Monoglobales; f__Monoglobaceae; g__Monoglobus
M2_S26_raw_R1	0	0.41	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Monoglobales; f__Monoglobaceae; g__CAJTWN01
M2_S26_raw_R1	0.51	0.51	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus
M2_S26_raw_R1	0.62	0.62	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales; f__Peptoniphilaceae; g__Peptoniphilus_A
M2_S26_raw_R1	0.74	0.74	0.01	genus	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales; f__Peptoniphilaceae; g__Finegoldia
M2_S26_raw_R1	0.48	2.6	0.05	genus	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemania
M2_S26_raw_R1	0.5	0.5	0.01	genus	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia
M2_S26_raw_R1	0	356.55	6.21	genus	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Longicatena
M2_S26_raw_R1	0	71.11	1.24	genus	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium_AQ
M2_S26_raw_R1	0	39.86	0.69	genus	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Coprobacillaceae; g__Thomasclavelia
