sample	coverage	taxonomy
F5_S21_raw_R1	3.49	Root; d__Archaea
F5_S21_raw_R1	18.57	Root; d__Bacteria
F5_S21_raw_R1	0.11	Root; d__Bacteria; p__Verrucomicrobiota
F5_S21_raw_R1	0.17	Root; d__Bacteria; p__Pseudomonadota
F5_S21_raw_R1	0.51	Root; d__Bacteria; p__Actinomycetota
F5_S21_raw_R1	7.58	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
F5_S21_raw_R1	0.06	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
F5_S21_raw_R1	0.4	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
F5_S21_raw_R1	33.73	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales
F5_S21_raw_R1	0.17	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
F5_S21_raw_R1	0.17	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales
F5_S21_raw_R1	1.02	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
F5_S21_raw_R1	5.72	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
F5_S21_raw_R1	0.28	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Veillonellales
F5_S21_raw_R1	0.06	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales
F5_S21_raw_R1	0.17	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales
F5_S21_raw_R1	7.35	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae
F5_S21_raw_R1	11.13	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae
F5_S21_raw_R1	9.14	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae
F5_S21_raw_R1	5.45	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
F5_S21_raw_R1	0.51	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Anaerotignaceae
F5_S21_raw_R1	0.28	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Monoglobales; f__Monoglobaceae
F5_S21_raw_R1	0.34	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Peptostreptococcaceae
F5_S21_raw_R1	0.18	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae
F5_S21_raw_R1	0.17	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__Aristaeellaceae
F5_S21_raw_R1	0.05	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__UBA1381; f__UBA1381
F5_S21_raw_R1	8.04	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae
F5_S21_raw_R1	0.06	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae
F5_S21_raw_R1	0.11	Root; d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae
F5_S21_raw_R1	2.67	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Faecousia
F5_S21_raw_R1	1.3	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Lawsonibacter
F5_S21_raw_R1	0.47	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Dysosmobacter
F5_S21_raw_R1	0.02	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruthenibacterium
F5_S21_raw_R1	51.42	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium
F5_S21_raw_R1	0.21	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Pseudoruminococcus_B
F5_S21_raw_R1	49.54	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Anaeromassilibacillus
F5_S21_raw_R1	2.33	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__CAKTXU01
F5_S21_raw_R1	0.07	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Avimonas_A
F5_S21_raw_R1	0.78	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__CAJFUH01
F5_S21_raw_R1	0.64	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__Timburyella
F5_S21_raw_R1	0.03	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae; g__UMGS856
F5_S21_raw_R1	0.93	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A
F5_S21_raw_R1	0.42	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Enterocloster
F5_S21_raw_R1	0.03	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Monoglobales; f__Monoglobaceae; g__Monoglobus
F5_S21_raw_R1	0.1	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae; g__Emergencia
F5_S21_raw_R1	0.22	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__Aristaeellaceae; g__Onthenecus
F5_S21_raw_R1	0.03	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__UBA1381; f__UBA1381; g__Hominilimicola
F5_S21_raw_R1	3.2	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
F5_S21_raw_R1	1.27	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides
F5_S21_raw_R1	0.08	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes
F5_S21_raw_R1	0.93	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia
F5_S21_raw_R1	0.74	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Pasteurellaceae; g__Haemophilus_D
F5_S21_raw_R1	0.57	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia
