Contig	F3_S19_subsampled_depth_2G_combined_mapped Mean	F3_S19_subsampled_depth_2G_combined_mapped Trimmed Mean	F3_S19_subsampled_depth_2G_combined_mapped Covered Bases	F3_S19_subsampled_depth_2G_combined_mapped Variance	F3_S19_subsampled_depth_2G_combined_mapped RPKM	F3_S19_subsampled_depth_2G_combined_mapped TPM	F4_S20_subsampled_depth_2G_combined_mapped Mean	F4_S20_subsampled_depth_2G_combined_mapped Trimmed Mean	F4_S20_subsampled_depth_2G_combined_mapped Covered Bases	F4_S20_subsampled_depth_2G_combined_mapped Variance	F4_S20_subsampled_depth_2G_combined_mapped RPKM	F4_S20_subsampled_depth_2G_combined_mapped TPM	F5_S21_subsampled_depth_2G_combined_mapped Mean	F5_S21_subsampled_depth_2G_combined_mapped Trimmed Mean	F5_S21_subsampled_depth_2G_combined_mapped Covered Bases	F5_S21_subsampled_depth_2G_combined_mapped Variance	F5_S21_subsampled_depth_2G_combined_mapped RPKM	F5_S21_subsampled_depth_2G_combined_mapped TPM	F6_S22_subsampled_depth_2G_combined_mapped Mean	F6_S22_subsampled_depth_2G_combined_mapped Trimmed Mean	F6_S22_subsampled_depth_2G_combined_mapped Covered Bases	F6_S22_subsampled_depth_2G_combined_mapped Variance	F6_S22_subsampled_depth_2G_combined_mapped RPKM	F6_S22_subsampled_depth_2G_combined_mapped TPM	F7_S23_subsampled_depth_2G_combined_mapped Mean	F7_S23_subsampled_depth_2G_combined_mapped Trimmed Mean	F7_S23_subsampled_depth_2G_combined_mapped Covered Bases	F7_S23_subsampled_depth_2G_combined_mapped Variance	F7_S23_subsampled_depth_2G_combined_mapped RPKM	F7_S23_subsampled_depth_2G_combined_mapped TPM	F8_S24_subsampled_depth_2G_combined_mapped Mean	F8_S24_subsampled_depth_2G_combined_mapped Trimmed Mean	F8_S24_subsampled_depth_2G_combined_mapped Covered Bases	F8_S24_subsampled_depth_2G_combined_mapped Variance	F8_S24_subsampled_depth_2G_combined_mapped RPKM	F8_S24_subsampled_depth_2G_combined_mapped TPM	GP3_S28_subsampled_depth_2G_combined_mapped Mean	GP3_S28_subsampled_depth_2G_combined_mapped Trimmed Mean	GP3_S28_subsampled_depth_2G_combined_mapped Covered Bases	GP3_S28_subsampled_depth_2G_combined_mapped Variance	GP3_S28_subsampled_depth_2G_combined_mapped RPKM	GP3_S28_subsampled_depth_2G_combined_mapped TPM	GP4_S29_subsampled_depth_2G_combined_mapped Mean	GP4_S29_subsampled_depth_2G_combined_mapped Trimmed Mean	GP4_S29_subsampled_depth_2G_combined_mapped Covered Bases	GP4_S29_subsampled_depth_2G_combined_mapped Variance	GP4_S29_subsampled_depth_2G_combined_mapped RPKM	GP4_S29_subsampled_depth_2G_combined_mapped TPM	GP5_S30_subsampled_depth_2G_combined_mapped Mean	GP5_S30_subsampled_depth_2G_combined_mapped Trimmed Mean	GP5_S30_subsampled_depth_2G_combined_mapped Covered Bases	GP5_S30_subsampled_depth_2G_combined_mapped Variance	GP5_S30_subsampled_depth_2G_combined_mapped RPKM	GP5_S30_subsampled_depth_2G_combined_mapped TPM	M1_S25_subsampled_depth_2G_combined_mapped Mean	M1_S25_subsampled_depth_2G_combined_mapped Trimmed Mean	M1_S25_subsampled_depth_2G_combined_mapped Covered Bases	M1_S25_subsampled_depth_2G_combined_mapped Variance	M1_S25_subsampled_depth_2G_combined_mapped RPKM	M1_S25_subsampled_depth_2G_combined_mapped TPM	M2_S26_subsampled_depth_2G_combined_mapped Mean	M2_S26_subsampled_depth_2G_combined_mapped Trimmed Mean	M2_S26_subsampled_depth_2G_combined_mapped Covered Bases	M2_S26_subsampled_depth_2G_combined_mapped Variance	M2_S26_subsampled_depth_2G_combined_mapped RPKM	M2_S26_subsampled_depth_2G_combined_mapped TPM	M3_S27_subsampled_depth_2G_combined_mapped Mean	M3_S27_subsampled_depth_2G_combined_mapped Trimmed Mean	M3_S27_subsampled_depth_2G_combined_mapped Covered Bases	M3_S27_subsampled_depth_2G_combined_mapped Variance	M3_S27_subsampled_depth_2G_combined_mapped RPKM	M3_S27_subsampled_depth_2G_combined_mapped TPM
F3_S19_subsampled_depth_2G_contig_215	1488.8827	1485.9923	43261	21840.393	1008.8511	40370.402	1437.5376	1434.3309	43261	21565.094	973.14124	39145.055	1459.4678	1455.8938	43261	19863.89	997.1678	40176.473	1353.8112	1351.9442	43261	16016.871	927.8134	38678.473	1268.1388	1267.0254	43261	14036.71	862.3686	35845.34	1319.8014	1317.5465	43261	15888.651	902.65344	37518.582	718.67084	684.3635	43261	112168.39	409.59595	3072.3599	611.59436	581.92755	43261	83885.11	338.49634	2222.0874	705.40063	671.99817	43261	99317.11	390.28488	2715.777	2.7786644	2.6996727	39090	3.2996063	48.606693	1292.8009	2.9690566	2.8937142	41203	3.082225	49.444874	1307.6646	3.0536985	2.9557228	40778	3.613609	50.390446	1330.611
F3_S19_subsampled_depth_2G_contig_646	237.77112	236.89218	34334	1117.801	161.05896	6444.9717	236.7042	235.31984	34334	1273.7456	160.18231	6443.407	235.23424	234.39166	34334	1157.0009	160.58641	6470.1196	235.97614	235.43665	34334	1183.456	161.58388	6736.071	239.71552	238.97354	34334	1000.0845	162.91545	6771.767	237.94278	236.94965	34334	1250.5004	162.5666	6757.0425	82.67584	81.83231	34334	612.8349	47.02542	352.7354	71.94184	71.04892	34334	503.3473	39.79966	261.26828	85.09071	84.3225	34334	675.94275	47.049194	327.38928	1.8796221	1.7740363	27431	2.3756735	33.492035	890.7935	2.6030014	2.5214849	31142	2.8446112	43.25433	1143.9438	2.4692254	2.3958917	30848	2.571033	40.27383	1063.4711
F3_S19_subsampled_depth_2G_contig_793	29.100784	28.771612	50582	67.3724	19.819635	793.1069	30.078617	29.64454	50584	73.2882	20.444296	822.381	29.314194	28.915073	50584	72.14102	20.117075	810.5289	26.549728	26.3266	50584	48.73571	18.286724	762.3325	28.062914	27.638504	50584	58.16057	19.220247	798.91156	27.575089	27.107487	50584	55.60296	18.971699	788.5542	19.55308	19.07444	49957	101.92168	11.124325	83.44307	15.793652	15.418267	49644	69.240776	8.730608	57.312782	17.921125	17.5037	49465	85.30064	9.902703	68.90743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_2G_contig_1031	69.46271	69.49467	42987	313.035	47.08207	1884.0464	69.80101	69.61792	42987	322.9926	47.31916	1903.4347	67.430466	67.01751	42987	307.87973	46.076912	1856.466	66.97007	66.80988	42987	280.1098	45.94938	1915.5271	66.39387	66.36247	42987	270.32513	45.181553	1878.0225	68.105354	67.6526	42987	302.43048	46.59918	1936.8845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.500198	10.449877	42873	57.003944	203.96385	5424.864	16.43997	15.139204	42984	84.10567	275.3931	7283.2974	13.292527	12.333575	42987	53.777607	219.15898	5787.1143
F3_S19_subsampled_depth_2G_contig_1206	3349.0332	3267.4016	95579	352768.5	2272.7598	90947.266	3468.0017	3379.627	95579	393880.63	2351.4568	94588.43	3472.906	3376.1287	95579	444985.25	2376.2703	95741.32	3591.4011	3481.197	95579	577907.7	2464.8464	102753.945	3760.8625	3656.0862	95579	552137.75	2561.8655	106486.86	3571.269	3465.713	95579	535073.9	2446.3296	101681.13	1775.4618	1749.0311	95579	215279.33	1011.82214	7589.6304	1559.5918	1535.0575	95579	161218.13	863.71814	5669.95	1719.3723	1693.3018	95579	185256.22	952.01886	6624.5737	6.823251	6.64699	94868	11.413149	120.91072	3215.8835	6.9700613	6.8467407	95361	9.143118	115.78978	3062.2825	7.069319	6.9180317	95444	10.367235	115.78918	3057.5303
F3_S19_subsampled_depth_2G_contig_1629	10.340889	8.718083	57995	118.248634	7.0177636	280.82437	9.672442	8.15823	57961	104.2942	6.561277	263.93036	9.926762	8.40591	57941	120.47311	6.81565	274.60648	10.755602	9.280865	57952	111.453926	7.3842425	307.83252	10.961297	9.653589	58029	96.577095	7.481887	310.99307	10.882512	9.524008	57965	105.670105	7.456128	309.91214	5.6766453	5.4247794	55706	15.611592	3.2249217	24.189983	4.680831	4.4932923	54884	10.126219	2.6021445	17.081993	5.090928	4.91811	55099	12.076151	2.816395	19.597736	17.044233	16.397623	57072	89.814285	305.89078	8135.829	17.235924	16.737814	57067	84.40523	287.3864	7600.4844	22.619942	21.763496	57273	152.57121	372.3595	9832.531
F3_S19_subsampled_depth_2G_contig_1799	3.4987578	3.4452229	10178	3.486525	2.3392959	93.60977	4.0372634	3.9995754	10085	4.129142	2.6926072	108.31133	4.2173705	4.108811	10316	5.792497	2.852958	114.94736	3.358303	3.281104	9609	4.4436088	2.2671406	94.512	3.3541946	3.2929935	10084	3.4645	2.2586682	93.884155	3.009077	2.9119956	10048	3.6122446	2.0494213	85.18375	2.610835	2.4253716	8726	5.180309	1.4614623	10.962356	2.6184788	2.5147557	8915	3.7927938	1.4439138	9.4787	2.899102	2.8036094	9605	3.8619633	1.5926185	11.082155	5.9390407	5.785244	10513	8.655814	104.79462	2787.2417	5.436461	5.4347134	10398	5.5610366	90.048164	2381.4966	4.962163	4.870488	10546	4.5386524	81.11817	2142.0076
F3_S19_subsampled_depth_2G_contig_1944	5.425058	5.3649197	13527	4.5684156	3.6415422	145.72075	4.2925916	4.202558	13322	5.2697964	2.9357831	118.09326	5.1064515	5.0094676	13381	6.1601677	3.4955876	140.83926	4.5143156	4.456108	13304	4.5418286	3.107967	129.5642	4.437542	4.398472	13408	4.3099627	3.0376682	126.264114	4.4413548	4.3756332	13306	5.0577316	3.0643208	127.36782	2.6627793	2.6091688	12263	2.7469945	1.5124704	11.344973	2.4824698	2.3895855	12060	3.1777916	1.4026989	9.208139	2.9615757	2.8922846	12797	3.3669446	1.6481369	11.468472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_2G_contig_2415	16.963469	16.122406	36721	253.2718	12.056292	482.44717	17.403488	16.516056	36721	265.50287	12.29641	494.62885	17.915834	16.977882	36721	245.40457	12.806643	515.98706	17.600967	16.717455	36721	310.2647	12.66129	527.82074	18.460556	17.492025	36721	305.37735	13.132121	545.85156	18.338984	17.520918	36721	268.2631	13.132957	545.8684	8.984031	8.903084	36350	16.864172	5.146693	38.605083	7.375735	7.1918273	36391	15.610391	4.1066465	26.958431	8.833256	8.752909	36316	15.619285	4.9224763	34.252804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_2G_contig_2649	14.538977	14.352221	11208	24.239283	10.212444	408.6633	15.135829	15.090516	11188	16.407887	10.538556	423.91833	14.700127	14.570223	11208	22.700336	10.423028	419.9498	13.221017	13.056058	11193	20.480951	9.290003	387.2794	14.047567	13.981916	11203	20.518677	9.709432	403.5836	13.051366	12.979104	11208	18.056334	9.163068	380.86087	9.976307	9.834237	11005	33.83539	5.841309	43.815395	7.75945	7.6430583	10719	26.199162	4.369078	28.681175	10.786308	10.459011	11179	48.49906	6.1744866	42.964855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
