Contig	F3_S19_subsampled_depth_1G_combined_mapped Mean	F3_S19_subsampled_depth_1G_combined_mapped Trimmed Mean	F3_S19_subsampled_depth_1G_combined_mapped Covered Bases	F3_S19_subsampled_depth_1G_combined_mapped Variance	F3_S19_subsampled_depth_1G_combined_mapped RPKM	F3_S19_subsampled_depth_1G_combined_mapped TPM	F4_S20_subsampled_depth_1G_combined_mapped Mean	F4_S20_subsampled_depth_1G_combined_mapped Trimmed Mean	F4_S20_subsampled_depth_1G_combined_mapped Covered Bases	F4_S20_subsampled_depth_1G_combined_mapped Variance	F4_S20_subsampled_depth_1G_combined_mapped RPKM	F4_S20_subsampled_depth_1G_combined_mapped TPM	F5_S21_subsampled_depth_1G_combined_mapped Mean	F5_S21_subsampled_depth_1G_combined_mapped Trimmed Mean	F5_S21_subsampled_depth_1G_combined_mapped Covered Bases	F5_S21_subsampled_depth_1G_combined_mapped Variance	F5_S21_subsampled_depth_1G_combined_mapped RPKM	F5_S21_subsampled_depth_1G_combined_mapped TPM	F6_S22_subsampled_depth_1G_combined_mapped Mean	F6_S22_subsampled_depth_1G_combined_mapped Trimmed Mean	F6_S22_subsampled_depth_1G_combined_mapped Covered Bases	F6_S22_subsampled_depth_1G_combined_mapped Variance	F6_S22_subsampled_depth_1G_combined_mapped RPKM	F6_S22_subsampled_depth_1G_combined_mapped TPM	F7_S23_subsampled_depth_1G_combined_mapped Mean	F7_S23_subsampled_depth_1G_combined_mapped Trimmed Mean	F7_S23_subsampled_depth_1G_combined_mapped Covered Bases	F7_S23_subsampled_depth_1G_combined_mapped Variance	F7_S23_subsampled_depth_1G_combined_mapped RPKM	F7_S23_subsampled_depth_1G_combined_mapped TPM	F8_S24_subsampled_depth_1G_combined_mapped Mean	F8_S24_subsampled_depth_1G_combined_mapped Trimmed Mean	F8_S24_subsampled_depth_1G_combined_mapped Covered Bases	F8_S24_subsampled_depth_1G_combined_mapped Variance	F8_S24_subsampled_depth_1G_combined_mapped RPKM	F8_S24_subsampled_depth_1G_combined_mapped TPM	GP3_S28_subsampled_depth_1G_combined_mapped Mean	GP3_S28_subsampled_depth_1G_combined_mapped Trimmed Mean	GP3_S28_subsampled_depth_1G_combined_mapped Covered Bases	GP3_S28_subsampled_depth_1G_combined_mapped Variance	GP3_S28_subsampled_depth_1G_combined_mapped RPKM	GP3_S28_subsampled_depth_1G_combined_mapped TPM	GP4_S29_subsampled_depth_1G_combined_mapped Mean	GP4_S29_subsampled_depth_1G_combined_mapped Trimmed Mean	GP4_S29_subsampled_depth_1G_combined_mapped Covered Bases	GP4_S29_subsampled_depth_1G_combined_mapped Variance	GP4_S29_subsampled_depth_1G_combined_mapped RPKM	GP4_S29_subsampled_depth_1G_combined_mapped TPM	GP5_S30_subsampled_depth_1G_combined_mapped Mean	GP5_S30_subsampled_depth_1G_combined_mapped Trimmed Mean	GP5_S30_subsampled_depth_1G_combined_mapped Covered Bases	GP5_S30_subsampled_depth_1G_combined_mapped Variance	GP5_S30_subsampled_depth_1G_combined_mapped RPKM	GP5_S30_subsampled_depth_1G_combined_mapped TPM	M1_S25_subsampled_depth_1G_combined_mapped Mean	M1_S25_subsampled_depth_1G_combined_mapped Trimmed Mean	M1_S25_subsampled_depth_1G_combined_mapped Covered Bases	M1_S25_subsampled_depth_1G_combined_mapped Variance	M1_S25_subsampled_depth_1G_combined_mapped RPKM	M1_S25_subsampled_depth_1G_combined_mapped TPM	M2_S26_subsampled_depth_1G_combined_mapped Mean	M2_S26_subsampled_depth_1G_combined_mapped Trimmed Mean	M2_S26_subsampled_depth_1G_combined_mapped Covered Bases	M2_S26_subsampled_depth_1G_combined_mapped Variance	M2_S26_subsampled_depth_1G_combined_mapped RPKM	M2_S26_subsampled_depth_1G_combined_mapped TPM	M3_S27_subsampled_depth_1G_combined_mapped Mean	M3_S27_subsampled_depth_1G_combined_mapped Trimmed Mean	M3_S27_subsampled_depth_1G_combined_mapped Covered Bases	M3_S27_subsampled_depth_1G_combined_mapped Variance	M3_S27_subsampled_depth_1G_combined_mapped RPKM	M3_S27_subsampled_depth_1G_combined_mapped TPM
F3_S19_subsampled_depth_1G_contig_365	468.20355	467.98328	12246	8307.417	651.8792	21608.951	439.4179	439.59854	12246	7502.107	611.7202	20458.498	478.63095	480.25385	12246	7305.871	672.67096	22507.162	433.64145	434.7455	12246	5231.0117	609.3639	21409.445	426.851	426.87003	12246	4873.096	596.9742	20915.102	435.4684	436.25174	12246	4900.9316	611.6627	21350.682	146.66527	147.81227	12246	3776.9604	168.64658	1338.8453	121.71685	122.08606	12246	2457.837	135.77766	939.46405	178.53331	179.60167	12246	4631.256	199.81456	1448.7004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_1G_contig_602	2.5319867	2.4266768	12578	2.624005	3.517604	116.60406	2.9089203	2.8431766	12783	3.2579803	4.09246	136.869	2.7123442	2.6612446	12364	2.6801069	3.7974288	127.059654	3.8970566	3.784618	13117	4.8057265	5.4505787	191.50119	4.12607	3.9708877	12978	6.6873417	5.7272444	200.65498	4.0491066	3.9049883	12759	7.5875854	5.706179	199.17969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_1G_contig_948	79.286476	78.350525	45519	339.73444	110.331505	3657.3455	82.03154	81.024536	45519	350.06067	114.147964	3817.589	76.14534	74.80002	45519	435.67288	106.88305	3576.2415	82.366196	81.05542	45519	457.60095	115.80751	4068.7915	79.317795	78.09899	45519	382.99207	110.884964	3884.8752	82.055145	80.83045	45519	405.76248	114.99157	4013.8923	3.2659745	3.1303604	41493	5.2328396	3.7673416	29.908041	3.0985255	2.920236	41060	5.5244575	3.4547377	23.903784	4.9231853	4.7815003	44183	9.108739	5.4942775	39.83472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_1G_contig_2302	18.900711	18.685932	40769	25.999422	26.469769	877.43854	18.103548	17.780163	40769	32.449665	25.388716	849.1054	18.225683	18.041029	40769	26.273869	25.71678	860.4677	18.581427	18.36076	40769	31.691357	26.256493	922.49805	16.212315	15.998769	40769	25.664852	22.786362	798.32434	17.189272	16.963211	40769	28.44239	24.267183	847.06964	9.102563	8.6036	40008	40.50669	10.49453	83.313614	7.127748	6.740885	39330	25.595554	7.9566026	55.052814	8.442625	8.022566	40047	28.609016	9.409397	68.220215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_1G_contig_2624	6.418603	6.3385377	12460	7.505885	9.000723	298.3621	5.2285132	5.1709385	12360	5.4038663	7.4678693	249.75702	6.2783914	6.1970215	12428	6.585504	8.989493	300.78305	5.54013	5.430596	12356	6.986567	8.047788	282.7517	4.6679935	4.590704	12164	6.601844	6.6797457	234.02611	5.0553207	4.8995485	12363	6.6248527	7.2014184	251.3726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_1G_contig_4368	745.4731	744.21155	43261	6251.6377	1036.0076	34342.31	718.1472	716.8739	43261	5517.403	998.03723	33378.566	732.75214	731.13104	43261	5530.942	1027.2661	34371.695	675.37427	674.56146	43261	4234.79	947.999	33307.082	634.37463	633.49115	43261	4010.2747	884.8606	31001.252	662.025	660.7172	43261	4342.9263	927.1827	32364.205	360.8213	343.77145	43261	28999.059	416.0701	3303.0825	304.44507	289.4402	43261	21141.885	340.20264	2353.9084	352.4872	336.03873	43261	24490.898	394.63907	2861.2212	0	0	0	0	0	0	1.4308181	1.3350171	32856	1.4911021	53.888397	1351.1824	0	0	0	0	0	0
F3_S19_subsampled_depth_1G_contig_5520	4.9128127	4.840685	13768	5.3768067	6.8005013	225.42783	4.604712	4.5597835	13619	5.3301735	6.4068336	214.27144	5.535922	5.469785	13725	6.775962	7.737807	258.90225	6.2970476	6.1961546	13863	8.213625	8.841278	310.63028	5.797775	5.695993	13719	8.408304	8.058101	282.3171	5.989965	5.874374	13752	8.926957	8.413556	293.6832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_1G_contig_6107	117.86406	117.56741	34334	357.10336	163.76633	5428.6416	118.26703	117.73457	34334	370.71527	164.26814	5493.8193	117.24766	116.64337	34334	352.37164	164.23097	5495.069	119.251434	118.812294	34334	371.56998	167.21902	5875.09	118.86368	118.59445	34334	321.40656	165.64186	5803.2935	118.64436	118.26757	34334	389.89438	165.99922	5794.3647	41.23543	40.76653	34334	176.44771	47.408787	376.36716	35.897263	35.399208	34334	161.93196	40.101013	277.46426	42.85654	42.319996	34334	190.13194	47.955208	347.68594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_1G_contig_7698	33.149788	32.964832	37683	47.9757	46.03246	1525.916	31.933578	31.833841	37683	45.192474	44.39688	1484.8186	32.43154	32.23608	37683	48.21648	45.449734	1520.7203	28.715929	28.572926	37683	41.644222	40.263454	1414.6205	26.834173	26.71256	37683	35.62853	37.452717	1312.1624	28.458902	28.36639	37683	41.84637	39.89722	1392.651	13.526843	13.107398	37683	39.426903	15.529294	123.28335	10.427064	10.019005	37548	30.962639	11.640379	80.54136	13.165694	12.706107	37683	42.010403	14.733576	106.82164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_1G_contig_7756	12.470632	12.282697	34012	18.714985	17.32188	574.1977	13.803365	13.662207	34030	21.154167	19.177341	641.3713	13.276004	13.193854	34022	17.451874	18.581339	621.7202	13.266204	13.158107	34030	21.035746	18.624992	654.37213	13.416323	13.261937	34011	19.384596	18.713863	655.6436	12.860832	12.748261	34030	16.06932	18.010767	628.6833	8.5726385	8.134527	33982	25.490223	9.865571	78.32041	6.59144	6.290699	33614	19.043795	7.3446064	50.818363	8.536304	8.252788	33922	25.997793	9.567297	69.365005	4.158796	4.0300407	33405	5.2954245	166.2805	4198.425	4.115732	4.010888	33140	4.8984694	155.63547	3902.359	4.7106256	4.632428	33661	5.080697	174.35341	4346.1323
