Contig	F3_S19_subsampled_depth_11G_combined_mapped Mean	F3_S19_subsampled_depth_11G_combined_mapped Trimmed Mean	F3_S19_subsampled_depth_11G_combined_mapped Covered Bases	F3_S19_subsampled_depth_11G_combined_mapped Variance	F3_S19_subsampled_depth_11G_combined_mapped RPKM	F3_S19_subsampled_depth_11G_combined_mapped TPM	F4_S20_subsampled_depth_11G_combined_mapped Mean	F4_S20_subsampled_depth_11G_combined_mapped Trimmed Mean	F4_S20_subsampled_depth_11G_combined_mapped Covered Bases	F4_S20_subsampled_depth_11G_combined_mapped Variance	F4_S20_subsampled_depth_11G_combined_mapped RPKM	F4_S20_subsampled_depth_11G_combined_mapped TPM	F5_S21_subsampled_depth_11G_combined_mapped Mean	F5_S21_subsampled_depth_11G_combined_mapped Trimmed Mean	F5_S21_subsampled_depth_11G_combined_mapped Covered Bases	F5_S21_subsampled_depth_11G_combined_mapped Variance	F5_S21_subsampled_depth_11G_combined_mapped RPKM	F5_S21_subsampled_depth_11G_combined_mapped TPM	F6_S22_subsampled_depth_11G_combined_mapped Mean	F6_S22_subsampled_depth_11G_combined_mapped Trimmed Mean	F6_S22_subsampled_depth_11G_combined_mapped Covered Bases	F6_S22_subsampled_depth_11G_combined_mapped Variance	F6_S22_subsampled_depth_11G_combined_mapped RPKM	F6_S22_subsampled_depth_11G_combined_mapped TPM	F7_S23_subsampled_depth_11G_combined_mapped Mean	F7_S23_subsampled_depth_11G_combined_mapped Trimmed Mean	F7_S23_subsampled_depth_11G_combined_mapped Covered Bases	F7_S23_subsampled_depth_11G_combined_mapped Variance	F7_S23_subsampled_depth_11G_combined_mapped RPKM	F7_S23_subsampled_depth_11G_combined_mapped TPM	F8_S24_subsampled_depth_11G_combined_mapped Mean	F8_S24_subsampled_depth_11G_combined_mapped Trimmed Mean	F8_S24_subsampled_depth_11G_combined_mapped Covered Bases	F8_S24_subsampled_depth_11G_combined_mapped Variance	F8_S24_subsampled_depth_11G_combined_mapped RPKM	F8_S24_subsampled_depth_11G_combined_mapped TPM	GP3_S28_subsampled_depth_11G_combined_mapped Mean	GP3_S28_subsampled_depth_11G_combined_mapped Trimmed Mean	GP3_S28_subsampled_depth_11G_combined_mapped Covered Bases	GP3_S28_subsampled_depth_11G_combined_mapped Variance	GP3_S28_subsampled_depth_11G_combined_mapped RPKM	GP3_S28_subsampled_depth_11G_combined_mapped TPM	GP4_S29_subsampled_depth_11G_combined_mapped Mean	GP4_S29_subsampled_depth_11G_combined_mapped Trimmed Mean	GP4_S29_subsampled_depth_11G_combined_mapped Covered Bases	GP4_S29_subsampled_depth_11G_combined_mapped Variance	GP4_S29_subsampled_depth_11G_combined_mapped RPKM	GP4_S29_subsampled_depth_11G_combined_mapped TPM	GP5_S30_subsampled_depth_11G_combined_mapped Mean	GP5_S30_subsampled_depth_11G_combined_mapped Trimmed Mean	GP5_S30_subsampled_depth_11G_combined_mapped Covered Bases	GP5_S30_subsampled_depth_11G_combined_mapped Variance	GP5_S30_subsampled_depth_11G_combined_mapped RPKM	GP5_S30_subsampled_depth_11G_combined_mapped TPM	M1_S25_subsampled_depth_11G_combined_mapped Mean	M1_S25_subsampled_depth_11G_combined_mapped Trimmed Mean	M1_S25_subsampled_depth_11G_combined_mapped Covered Bases	M1_S25_subsampled_depth_11G_combined_mapped Variance	M1_S25_subsampled_depth_11G_combined_mapped RPKM	M1_S25_subsampled_depth_11G_combined_mapped TPM	M2_S26_subsampled_depth_11G_combined_mapped Mean	M2_S26_subsampled_depth_11G_combined_mapped Trimmed Mean	M2_S26_subsampled_depth_11G_combined_mapped Covered Bases	M2_S26_subsampled_depth_11G_combined_mapped Variance	M2_S26_subsampled_depth_11G_combined_mapped RPKM	M2_S26_subsampled_depth_11G_combined_mapped TPM	M3_S27_subsampled_depth_11G_combined_mapped Mean	M3_S27_subsampled_depth_11G_combined_mapped Trimmed Mean	M3_S27_subsampled_depth_11G_combined_mapped Covered Bases	M3_S27_subsampled_depth_11G_combined_mapped Variance	M3_S27_subsampled_depth_11G_combined_mapped RPKM	M3_S27_subsampled_depth_11G_combined_mapped TPM
F3_S19_subsampled_depth_11G_contig_242	8155.549	8136.18	43261	600259.44	991.9362	35638.266	7891.364	7871.27	43261	572900.3	959.5057	34680.855	8035.8945	8016.8037	43261	542940.9	983.0815	35541.848	7422.199	7405.597	43261	438630.6	914.1666	34703.996	6976.8535	6964.968	43261	388270.03	851.233	31904.355	7234.2407	7221.8774	43261	433225.5	885.3755	33071.863	3967.349	3780.2837	43261	3415264	399.63382	3857.675	3373.169	3210.2327	43261	2550870.5	332.50876	2864.3948	3878.397	3698.9485	43261	2958594.3	382.96255	3580.5996	14.462503	14.378572	43261	21.901392	36.883457	1027.7684	16.823967	16.726837	43261	19.688309	41.100723	1142.2683	17.2684	17.156002	43261	21.161854	41.318783	1141.0032
F3_S19_subsampled_depth_11G_contig_687	166.74788	163.3839	32249	1371.3143	20.27527	728.4495	163.18047	159.46547	32249	1403.7928	19.841312	717.15424	162.05716	158.06244	32249	1604.4304	19.82264	716.6579	143.86494	140.04552	32249	1387.9155	17.710403	672.3302	141.67838	138.02167	32240	1323.5785	17.276087	647.5107	145.23824	141.50711	32249	1311.4935	17.768145	663.7022	7.1678867	6.7590947	30760	30.593191	0.7209191	6.959052	6.7458177	6.4063897	30427	25.36417	0.6636098	5.716662	10.009128	9.548095	31239	52.54304	0.98567605	9.215809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_11G_contig_702	5.2345967	4.9151187	14575	14.171446	0.6313352	22.682598	5.2748284	4.9614444	14611	14.762061	0.6346887	22.9405	4.9854794	4.6758676	14113	15.135546	0.60818267	21.987936	4.6301208	4.3551397	14608	10.069216	0.5668334	21.518383	4.67688	4.436321	14372	11.033542	0.5660625	21.216108	4.2196765	3.9312513	14302	10.589762	0.51340044	19.177286	2.0055952	1.8779694	12629	2.6735632	0.20012113	1.9317735	0	0	0	0	0	0	2.2252047	2.0352993	11958	4.3415656	0.21881828	2.0458932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_11G_contig_933	5.032395	4.7935467	14204	11.578061	0.61167157	21.976133	5.019314	4.8277907	14542	8.776751	0.61513484	22.23374	5.403808	5.2769957	14615	9.624463	0.67018163	24.229418	4.6650915	4.458032	14306	9.11002	0.5826652	22.119387	5.4374356	5.2705274	14333	11.546376	0.67282945	25.217758	4.9201427	4.6009436	14147	14.590473	0.61277854	22.889427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_11G_contig_954	163.28445	162.0357	10700	728.20135	20.60819	740.4108	165.4055	163.23367	10700	812.43225	20.964174	757.7394	153.63345	151.50327	10700	629.2388	19.63656	709.9306	146.48076	144.63426	10700	640.0026	18.728302	710.972	161.51222	159.71883	10700	642.92523	20.411503	765.02655	145.85991	144.33688	10700	518.327	18.609194	695.1183	116.2163	115.34351	10700	3370.25	12.138029	117.16866	87.371376	86.53085	10700	1944.0121	8.855284	76.28376	118.25052	117.483154	10700	3287.35	12.061593	112.77278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_11G_contig_1151	142.91385	135.90448	45035	3083.8064	17.4158	625.7147	138.97786	131.93079	45035	2815.97	16.934465	612.0877	148.18022	140.56287	45035	3486.0095	18.169355	656.88605	183.57686	175.62675	45035	4136.578	22.662416	860.32086	171.16682	164.19566	45035	3461.9617	20.958742	785.5372	182.11928	174.92589	45035	3705.9927	22.347515	834.75745	39.69092	38.924522	45035	460.41727	4.005897	38.669014	35.069466	34.315594	45035	355.2701	3.4675357	29.871069	39.31213	38.384262	45035	453.07648	3.8860133	36.33321	2.575582	2.4357255	38134	4.128706	7.3359847	204.41925	1.8960677	1.7940936	36844	2.2103233	4.6770754	129.985	2.7563775	2.621952	41943	3.7389047	6.625839	182.9701
F3_S19_subsampled_depth_11G_contig_1608	8.326007	8.295285	13977	8.397473	1.0087018	36.240604	8.356952	8.289903	13981	10.433889	1.018754	36.82234	8.269756	8.240421	13942	9.294039	1.0157849	36.72418	8.137012	8.025384	13960	9.843917	1.011757	38.408764	8.071723	8.008917	13981	8.888856	0.995154	37.298553	7.63242	7.5224514	13967	10.025976	0.9315269	34.79579	1.8976936	1.7740381	10829	2.7100675	0.1889652	1.8240855	1.9823585	1.8174953	11302	3.032082	0.19345208	1.6664908	0	0	0	0	0	0	501.616	498.1515	13981	3268.2434	1287.8805	35887.164	494.51465	494.58005	13981	1219.9907	1211.4265	33667.883	520.6803	521.1405	13981	1464.5773	1246.578	34423.79
F3_S19_subsampled_depth_11G_contig_1707	20.788883	19.7508	24833	131.15099	2.725772	97.93152	19.014626	17.98924	24833	123.34333	2.4905913	90.02115	20.572216	19.557056	24833	115.155334	2.6990128	97.57874	16.446056	15.516228	24833	95.47666	2.1887765	83.091286	17.170967	16.18195	24833	116.62306	2.2662544	84.939575	16.530607	15.511546	24833	111.00411	2.1876862	81.71769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_11G_contig_1739	9.22555	8.910115	24996	23.276876	1.1203228	40.250923	8.288939	8.008451	24952	19.70162	1.0105674	36.526447	8.214079	7.9902515	24881	20.48156	1.0027627	36.2534	9.399984	9.283338	24650	22.32244	1.1630028	44.150414	8.625855	8.263081	24701	26.679815	1.0551497	39.5472	8.539805	8.388516	24903	17.560722	1.0479649	39.145134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4199066	2.285395	21058	3.9119384	6.3488526	176.91266	2.4409564	2.3149986	21270	3.7097561	6.0295277	167.5723	2.625493	2.4944549	22775	3.6502397	6.299652	173.9627
F3_S19_subsampled_depth_11G_contig_1878	10659.688	10462.308	10987	65180524	1287.7347	46265.707	10627.67	10425.512	10987	64455284	1283.565	46393.82	10563.464	10371.032	10987	63482390	1283.5016	46403.086	9217.54	9058.797	10987	47444116	1127.6705	42809.133	9776.801	9602.93	10987	52659864	1184.7699	44405.38	9514.912	9343.52	10987	50605240	1156.6255	43203.996	5326.5864	5224.446	10987	15822416	533.0961	5145.99	4654.059	4560.4263	10987	12195560	455.85025	3926.9202	5391.1563	5279.874	10987	16558592	529.1786	4947.6826	12.718741	12.118299	10673	103.9938	32.433285	903.7629	13.721048	13.168016	10868	121.51953	33.42384	928.9131	16.005999	15.385751	10930	172.90665	38.186047	1054.4938
