Contig	F3_S19_subsampled_depth_12G_combined_mapped Mean	F3_S19_subsampled_depth_12G_combined_mapped Trimmed Mean	F3_S19_subsampled_depth_12G_combined_mapped Covered Bases	F3_S19_subsampled_depth_12G_combined_mapped Variance	F3_S19_subsampled_depth_12G_combined_mapped RPKM	F3_S19_subsampled_depth_12G_combined_mapped TPM	F4_S20_subsampled_depth_12G_combined_mapped Mean	F4_S20_subsampled_depth_12G_combined_mapped Trimmed Mean	F4_S20_subsampled_depth_12G_combined_mapped Covered Bases	F4_S20_subsampled_depth_12G_combined_mapped Variance	F4_S20_subsampled_depth_12G_combined_mapped RPKM	F4_S20_subsampled_depth_12G_combined_mapped TPM	F5_S21_subsampled_depth_12G_combined_mapped Mean	F5_S21_subsampled_depth_12G_combined_mapped Trimmed Mean	F5_S21_subsampled_depth_12G_combined_mapped Covered Bases	F5_S21_subsampled_depth_12G_combined_mapped Variance	F5_S21_subsampled_depth_12G_combined_mapped RPKM	F5_S21_subsampled_depth_12G_combined_mapped TPM	F6_S22_subsampled_depth_12G_combined_mapped Mean	F6_S22_subsampled_depth_12G_combined_mapped Trimmed Mean	F6_S22_subsampled_depth_12G_combined_mapped Covered Bases	F6_S22_subsampled_depth_12G_combined_mapped Variance	F6_S22_subsampled_depth_12G_combined_mapped RPKM	F6_S22_subsampled_depth_12G_combined_mapped TPM	F7_S23_subsampled_depth_12G_combined_mapped Mean	F7_S23_subsampled_depth_12G_combined_mapped Trimmed Mean	F7_S23_subsampled_depth_12G_combined_mapped Covered Bases	F7_S23_subsampled_depth_12G_combined_mapped Variance	F7_S23_subsampled_depth_12G_combined_mapped RPKM	F7_S23_subsampled_depth_12G_combined_mapped TPM	F8_S24_subsampled_depth_12G_combined_mapped Mean	F8_S24_subsampled_depth_12G_combined_mapped Trimmed Mean	F8_S24_subsampled_depth_12G_combined_mapped Covered Bases	F8_S24_subsampled_depth_12G_combined_mapped Variance	F8_S24_subsampled_depth_12G_combined_mapped RPKM	F8_S24_subsampled_depth_12G_combined_mapped TPM	GP3_S28_subsampled_depth_12G_combined_mapped Mean	GP3_S28_subsampled_depth_12G_combined_mapped Trimmed Mean	GP3_S28_subsampled_depth_12G_combined_mapped Covered Bases	GP3_S28_subsampled_depth_12G_combined_mapped Variance	GP3_S28_subsampled_depth_12G_combined_mapped RPKM	GP3_S28_subsampled_depth_12G_combined_mapped TPM	GP4_S29_subsampled_depth_12G_combined_mapped Mean	GP4_S29_subsampled_depth_12G_combined_mapped Trimmed Mean	GP4_S29_subsampled_depth_12G_combined_mapped Covered Bases	GP4_S29_subsampled_depth_12G_combined_mapped Variance	GP4_S29_subsampled_depth_12G_combined_mapped RPKM	GP4_S29_subsampled_depth_12G_combined_mapped TPM	GP5_S30_subsampled_depth_12G_combined_mapped Mean	GP5_S30_subsampled_depth_12G_combined_mapped Trimmed Mean	GP5_S30_subsampled_depth_12G_combined_mapped Covered Bases	GP5_S30_subsampled_depth_12G_combined_mapped Variance	GP5_S30_subsampled_depth_12G_combined_mapped RPKM	GP5_S30_subsampled_depth_12G_combined_mapped TPM	M1_S25_subsampled_depth_12G_combined_mapped Mean	M1_S25_subsampled_depth_12G_combined_mapped Trimmed Mean	M1_S25_subsampled_depth_12G_combined_mapped Covered Bases	M1_S25_subsampled_depth_12G_combined_mapped Variance	M1_S25_subsampled_depth_12G_combined_mapped RPKM	M1_S25_subsampled_depth_12G_combined_mapped TPM	M2_S26_subsampled_depth_12G_combined_mapped Mean	M2_S26_subsampled_depth_12G_combined_mapped Trimmed Mean	M2_S26_subsampled_depth_12G_combined_mapped Covered Bases	M2_S26_subsampled_depth_12G_combined_mapped Variance	M2_S26_subsampled_depth_12G_combined_mapped RPKM	M2_S26_subsampled_depth_12G_combined_mapped TPM	M3_S27_subsampled_depth_12G_combined_mapped Mean	M3_S27_subsampled_depth_12G_combined_mapped Trimmed Mean	M3_S27_subsampled_depth_12G_combined_mapped Covered Bases	M3_S27_subsampled_depth_12G_combined_mapped Variance	M3_S27_subsampled_depth_12G_combined_mapped RPKM	M3_S27_subsampled_depth_12G_combined_mapped TPM
F3_S19_subsampled_depth_12G_contig_178	8895.336	8874.45	43261	716647	1002.75555	34574.52	8612.182	8591.141	43261	692291.8	972.5003	33701.367	8766.788	8745.378	43261	643347.4	996.3617	34611.086	8098.463	8081.0435	43261	524464.3	923.6404	33570.21	7610.2764	7597.3975	43261	465683.38	860.1254	31191.992	7891.7427	7877.5684	43261	520312.66	896.8699	32387.904	4328.1533	4122.929	43261	4067621.5	397.8429	3238.8828	3681.8296	3503.3406	43261	3046004.5	331.79572	2414.3003	4230.3306	4033.2808	43261	3538477.3	382.239	2990.7844	15.745958	15.64988	43261	23.859152	35.726837	942.0151	18.216766	18.098528	43250	22.622965	40.0144	1045.8967	18.754147	18.635885	43258	23.356705	39.593575	1028.7501
F3_S19_subsampled_depth_12G_contig_456	42.089474	37.777325	18446	5431.1177	6.3193746	217.88892	42.803234	38.41924	18446	5854.8423	6.5398827	226.63539	46.054382	41.29876	18446	6598.074	7.016829	243.74675	52.734314	47.646282	18446	8130.769	8.044701	292.389	51.449936	46.10493	18446	8915.408	7.8375063	284.223	52.650196	47.13602	18446	8999.485	8.0510235	290.73984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7263882	3.1997814	16500	54.557983	13.3554535	352.14536	2.4035854	2.0546515	16155	19.912432	7.1333594	186.45168	3.743496	3.3173428	16789	43.09086	10.357695	269.12128
F3_S19_subsampled_depth_12G_contig_874	176.36797	175.08182	10700	787.0058	20.630219	711.3199	180.85564	178.40417	10700	988.3614	21.288416	737.7363	167.73839	165.39732	10700	725.07404	19.917412	691.88055	159.7491	157.7719	10700	690.29443	18.914312	687.4511	175.80275	173.84563	10700	779.8889	20.584364	746.48096	160.25858	158.4085	10700	645.0185	18.98447	685.5702	126.933365	125.81992	10700	3962.1514	12.088056	98.41021	94.98891	93.82793	10700	2282.0237	8.796403	64.0067	129.33432	128.63722	10700	3918.4485	12.063377	94.38842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_12G_contig_1195	7.329647	7.1141224	13232	16.899733	0.84018785	28.969267	6.936752	6.7566066	12661	17.519747	0.7930766	27.483559	6.7229967	6.608736	12666	16.850542	0.773815	26.880362	8.208226	7.9631376	12810	28.039135	0.9397814	34.15687	7.2118616	7.0754924	12012	20.378489	0.82249755	29.82743	8.513331	8.331173	13094	26.737984	0.9775586	35.301773	0	0	0	0	0	0	1.8918346	1.7773103	0	2.6265843	0	0	2.1730042	2.0464568	10645	3.2896643	0.19490984	1.5250489	288.5625	291.58517	13304	21466.271	661.2208	17434.514	298.737	303.91223	13304	20616.31	667.10895	17436.89	278.62952	284.02173	13280	17683.732	598.3292	15546.238
F3_S19_subsampled_depth_12G_contig_1222	5.454785	5.2201834	31636	14.404375	0.62269175	21.470108	4.855545	4.6213613	32048	9.870895	0.5525403	19.147938	5.488769	5.252562	31700	14.708204	0.62980264	21.877748	5.7145834	5.452862	32328	14.800368	0.66274846	24.087955	6.095333	5.878724	32077	14.859107	0.6964683	25.257061	5.9591823	5.6826463	32040	17.536455	0.6839512	24.69896	5.343088	4.9756904	30706	18.525213	0.49459377	4.0265417	3.9528391	3.7343638	30379	9.409427	0.3610446	2.627129	4.6048784	4.4491167	30823	10.910742	0.4196587	3.28357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_12G_contig_1756	51.54624	49.705654	23462	582.63104	6.108638	210.6228	55.590897	54.187256	23462	566.68884	6.584952	228.19714	58.28054	56.97598	23462	585.74286	6.9378467	241.00331	64.707146	63.344772	23462	766.8512	7.740979	281.35004	66.825325	65.02431	23462	830.06067	7.9318843	287.64548	66.5275	64.807076	23462	831.7985	7.9403267	286.74243	3.5063057	3.2387285	19223	9.490071	0.33585507	2.7342322	3.542982	3.3226576	19774	9.065718	0.32653025	2.375986	4.495925	4.2584596	19804	12.873391	0.41422185	3.2410285	9.201184	8.878181	23373	30.729029	24.285892	640.35004	7.2946553	7.008388	23427	18.440178	16.754446	437.92776	8.664207	8.369888	23435	26.566229	19.276077	500.8456
F3_S19_subsampled_depth_12G_contig_2047	3155.9192	3140.4927	42821	313612.97	356.11832	12278.785	3152.457	3136.1887	42821	325354	356.36197	12349.493	2992.4941	2979.3276	42821	268138.34	340.4302	11825.68	2820.6245	2803.7715	42821	240448.06	321.90707	11699.883	2855.8853	2839.3367	42821	224712.97	322.99625	11713.286	2894.1191	2875.1296	42821	255698.97	329.15158	11886.374	121.67151	111.868454	42821	7662.3276	11.176515	90.98922	114.25146	104.78123	42821	6925.283	10.283312	74.82621	153.77293	141.7035	42821	11693.712	13.879753	108.600525	5.12348	4.807213	41698	12.291174	12.616378	332.65814	5.321061	5.0744176	42049	11.10423	12.237303	319.8587	6.2137985	5.9215207	42233	15.188391	13.674403	355.29858
F3_S19_subsampled_depth_12G_contig_2412	61.6739	61.53127	31030	133.89423	7.034443	242.54422	58.36726	58.290768	31030	110.94867	6.6846576	231.65239	59.603626	59.54314	31030	121.66314	6.856477	238.17668	61.489574	61.344955	31030	133.46365	7.1021595	258.13184	57.498833	57.438797	31030	106.392044	6.5800786	238.62297	60.883194	60.822323	31030	127.8487	6.999023	252.74977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2097797	2.052713	25124	3.6763186	5.0720067	133.7344	2.5364313	2.4441206	27984	3.1104314	5.646864	147.59772	2.6234133	2.5172353	28063	3.3005495	5.594669	145.36487
F3_S19_subsampled_depth_12G_contig_2425	117.91753	99.64772	54966	12572.964	13.313991	459.0599	118.23502	99.64914	54966	12133.451	13.36775	463.25064	116.09341	97.06851	54966	12885.206	13.214033	459.02203	103.629616	88.19519	54966	8569.128	11.839593	430.31635	105.60285	90.56374	54966	8630.28	11.953688	433.49414	103.41753	87.89835	54966	8747.798	11.765611	424.88162	83.44299	81.21775	54966	1110.0276	7.692225	62.62323	64.213165	62.89912	54966	553.11957	5.7921777	42.146576	78.1597	76.50821	54966	820.29724	7.0787635	55.38695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_12G_contig_2731	29.246717	27.893143	13323	369.5026	3.572192	123.16748	30.246641	29.058784	13323	440.59744	3.686505	127.75345	33.832764	32.32521	13323	614.19556	4.1874385	145.46097	35.71829	34.28304	13323	600.7336	4.4059443	160.13638	35.712517	34.170025	13323	663.2896	4.383423	158.96248	35.756546	34.156868	13323	584.2401	4.3905897	158.55368	0	0	0	0	0	0	0	0	0	0	0	0	2.045244	1.9140592	10455	3.0480592	0.1953341	1.5283685	0	0	0	0	0	0	0	0	0	0	0	0	3.2256129	2.8583117	10415	13.27266	7.7895894	202.39487
