Contig	F3_S19_subsampled_depth_9G_combined_mapped Mean	F3_S19_subsampled_depth_9G_combined_mapped Trimmed Mean	F3_S19_subsampled_depth_9G_combined_mapped Covered Bases	F3_S19_subsampled_depth_9G_combined_mapped Variance	F3_S19_subsampled_depth_9G_combined_mapped RPKM	F3_S19_subsampled_depth_9G_combined_mapped TPM	F4_S20_subsampled_depth_9G_combined_mapped Mean	F4_S20_subsampled_depth_9G_combined_mapped Trimmed Mean	F4_S20_subsampled_depth_9G_combined_mapped Covered Bases	F4_S20_subsampled_depth_9G_combined_mapped Variance	F4_S20_subsampled_depth_9G_combined_mapped RPKM	F4_S20_subsampled_depth_9G_combined_mapped TPM	F5_S21_subsampled_depth_9G_combined_mapped Mean	F5_S21_subsampled_depth_9G_combined_mapped Trimmed Mean	F5_S21_subsampled_depth_9G_combined_mapped Covered Bases	F5_S21_subsampled_depth_9G_combined_mapped Variance	F5_S21_subsampled_depth_9G_combined_mapped RPKM	F5_S21_subsampled_depth_9G_combined_mapped TPM	F6_S22_subsampled_depth_9G_combined_mapped Mean	F6_S22_subsampled_depth_9G_combined_mapped Trimmed Mean	F6_S22_subsampled_depth_9G_combined_mapped Covered Bases	F6_S22_subsampled_depth_9G_combined_mapped Variance	F6_S22_subsampled_depth_9G_combined_mapped RPKM	F6_S22_subsampled_depth_9G_combined_mapped TPM	F7_S23_subsampled_depth_9G_combined_mapped Mean	F7_S23_subsampled_depth_9G_combined_mapped Trimmed Mean	F7_S23_subsampled_depth_9G_combined_mapped Covered Bases	F7_S23_subsampled_depth_9G_combined_mapped Variance	F7_S23_subsampled_depth_9G_combined_mapped RPKM	F7_S23_subsampled_depth_9G_combined_mapped TPM	F8_S24_subsampled_depth_9G_combined_mapped Mean	F8_S24_subsampled_depth_9G_combined_mapped Trimmed Mean	F8_S24_subsampled_depth_9G_combined_mapped Covered Bases	F8_S24_subsampled_depth_9G_combined_mapped Variance	F8_S24_subsampled_depth_9G_combined_mapped RPKM	F8_S24_subsampled_depth_9G_combined_mapped TPM	GP3_S28_subsampled_depth_9G_combined_mapped Mean	GP3_S28_subsampled_depth_9G_combined_mapped Trimmed Mean	GP3_S28_subsampled_depth_9G_combined_mapped Covered Bases	GP3_S28_subsampled_depth_9G_combined_mapped Variance	GP3_S28_subsampled_depth_9G_combined_mapped RPKM	GP3_S28_subsampled_depth_9G_combined_mapped TPM	GP4_S29_subsampled_depth_9G_combined_mapped Mean	GP4_S29_subsampled_depth_9G_combined_mapped Trimmed Mean	GP4_S29_subsampled_depth_9G_combined_mapped Covered Bases	GP4_S29_subsampled_depth_9G_combined_mapped Variance	GP4_S29_subsampled_depth_9G_combined_mapped RPKM	GP4_S29_subsampled_depth_9G_combined_mapped TPM	GP5_S30_subsampled_depth_9G_combined_mapped Mean	GP5_S30_subsampled_depth_9G_combined_mapped Trimmed Mean	GP5_S30_subsampled_depth_9G_combined_mapped Covered Bases	GP5_S30_subsampled_depth_9G_combined_mapped Variance	GP5_S30_subsampled_depth_9G_combined_mapped RPKM	GP5_S30_subsampled_depth_9G_combined_mapped TPM	M1_S25_subsampled_depth_9G_combined_mapped Mean	M1_S25_subsampled_depth_9G_combined_mapped Trimmed Mean	M1_S25_subsampled_depth_9G_combined_mapped Covered Bases	M1_S25_subsampled_depth_9G_combined_mapped Variance	M1_S25_subsampled_depth_9G_combined_mapped RPKM	M1_S25_subsampled_depth_9G_combined_mapped TPM	M2_S26_subsampled_depth_9G_combined_mapped Mean	M2_S26_subsampled_depth_9G_combined_mapped Trimmed Mean	M2_S26_subsampled_depth_9G_combined_mapped Covered Bases	M2_S26_subsampled_depth_9G_combined_mapped Variance	M2_S26_subsampled_depth_9G_combined_mapped RPKM	M2_S26_subsampled_depth_9G_combined_mapped TPM	M3_S27_subsampled_depth_9G_combined_mapped Mean	M3_S27_subsampled_depth_9G_combined_mapped Trimmed Mean	M3_S27_subsampled_depth_9G_combined_mapped Covered Bases	M3_S27_subsampled_depth_9G_combined_mapped Variance	M3_S27_subsampled_depth_9G_combined_mapped RPKM	M3_S27_subsampled_depth_9G_combined_mapped TPM
F3_S19_subsampled_depth_9G_contig_290	4087.6238	4138.833	12975	829507.7	620.56915	22590.99	3872.3174	3916.4248	12954	779356.6	587.53046	21546.914	4195.533	4253.0117	12954	738199.9	642.2262	23554.068	3803.8948	3855.3284	12953	595616.7	582.50226	22351.639	3790.668	3839.5605	12953	611515.8	576.5782	22073.436	3824.9724	3876.6636	12954	573081.6	584.5005	22171.97	1305.4259	1314.5593	12942	333667.66	161.51225	1341.7379	1067.3531	1076.4108	12942	209409.36	128.99994	949.7698	1560.5945	1570.7262	12945	436277.03	189.124	1494.9395	12.211852	12.159058	12914	19.474384	38.873417	1021.01886	11.823547	11.721043	12931	14.581069	35.76206	935.2282	10.96078	10.955384	12715	15.096801	31.94383	827.4079
F3_S19_subsampled_depth_9G_contig_458	25.697113	25.513195	40779	34.49803	3.9454348	143.6283	24.924807	24.77135	40779	36.345524	3.8276227	140.37303	24.249304	24.049553	40779	36.982277	3.760176	137.90695	25.533781	25.18946	40779	51.63855	3.9705687	152.35764	26.436216	26.17978	40779	46.08482	4.0751157	156.00967	26.61306	26.227364	40779	53.042286	4.117886	156.20454	12.107066	11.891843	40246	44.694645	1.5119878	12.560602	10.6569195	10.467279	39710	37.84486	1.3002399	9.573096	11.974747	11.820248	39505	44.353203	1.4652466	11.582111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_9G_contig_495	8.9523	8.718303	10748	16.191458	1.4046801	51.13553	8.6740055	8.424793	10602	20.674198	1.3544254	49.671795	8.467871	8.26905	10721	15.206841	1.3364614	49.015583	7.8099537	7.6405354	10559	12.57679	1.2272046	47.09002	7.3220434	7.156998	10625	13.909355	1.149752	44.016552	8.078277	7.7950244	10559	16.432148	1.2760307	48.403896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2640889	2.1298213	8947	3.4975257	7.709047	202.47961	2.1016088	1.9944601	9559	2.3673563	6.6065607	172.77098	1.9766676	1.8805268	8507	2.760276	6.032449	156.25223
F3_S19_subsampled_depth_9G_contig_636	6679.808	6666.2637	43261	402872.34	1019.2095	37102.96	6449.98	6434.449	43261	391387.97	983.4258	36065.86	6574.123	6560.4126	43261	373098.38	1011.3748	37092.84	6074.1816	6061.8574	43261	300278.3	935.14716	35883.242	5714.2666	5706.379	43261	264527.7	873.6665	33447.01	5923.4126	5914.537	43261	307050.06	909.8108	34512.023	3245.8916	3092.7097	43261	2287544.8	404.60568	3361.1992	2758.5378	2625.059	43261	1705346.1	335.6399	2471.1685	3171.1821	3024.37	43261	1975233.9	386.88773	3058.1719	12.013546	11.938223	43261	15.821201	37.868713	994.62946	13.878685	13.804489	43261	15.4246235	41.8446	1094.2954	14.118044	14.010335	43261	17.006878	41.55391	1076.3276
F3_S19_subsampled_depth_9G_contig_977	3.3456583	3.2520225	1935	2.6085927	0.49945727	18.182074	2.9966385	3.026758	1829	1.9215137	0.48715007	17.865585	2.9837534	2.9309273	1692	3.4576957	0.49152568	18.027029	3.422969	3.3870566	1924	2.36528	0.5037196	19.328617	2.1210084	2.067206	1788	1.7768286	0.38095123	14.584149	1.7030813	1.672682	1531	1.7772605	0.31113258	11.80226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.470028	26.731176	1935	50.370342	87.27242	2292.2285	26.365267	26.49969	1935	43.84184	81.57414	2133.279	31.586555	31.47293	1935	64.83906	95.32566	2469.1216
F3_S19_subsampled_depth_9G_contig_1102	33.779785	33.456352	45297	86.5037	5.1668305	188.09154	32.96744	32.423622	45220	104.89966	5.0401063	184.83934	33.82493	33.06453	45220	109.65056	5.221089	191.48695	32.961037	32.439865	45220	102.74213	5.0920634	195.39148	33.656322	33.192825	45222	90.46374	5.156156	197.3957	34.62662	33.928383	45223	118.10659	5.326105	202.03616	21.169003	19.342775	45221	299.01935	2.6415377	21.944153	16.647884	15.20823	45163	176.56787	2.0306475	14.950763	19.669281	18.227623	45223	223.93742	2.3994296	18.966394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_9G_contig_1490	23.12528	22.728266	65523	68.98504	3.534328	128.66252	23.234348	22.762037	65523	69.62837	3.5513177	130.23987	23.16103	22.756243	65523	69.266075	3.5722406	131.01422	30.438177	29.8779	65523	114.338036	4.6999984	180.34724	31.586235	31.193909	65523	101.42887	4.8375454	185.19824	30.910574	30.156092	65523	132.6235	4.758099	180.48988	9.274456	8.73894	65332	35.534172	1.1593639	9.631236	8.151239	7.725122	65318	25.233862	0.994335	7.3208556	9.090863	8.563149	65262	31.20342	1.1107745	8.7801695	144.36209	143.89879	65523	414.7077	456.40628	11987.606	147.54797	147.31865	65523	281.3897	446.40173	11674.037	131.71455	131.57399	65523	227.24347	388.72296	10068.684
F3_S19_subsampled_depth_9G_contig_1782	0	0	0	0	0	0	3.8789473	3.8499026	1149	5.790426	0.57032204	20.915808	2.9675438	2.9990253	1230	1.9453896	0.50351405	18.46671	0	0	0	0	0	0	1.3736842	1.3489279	0	1.1877178	0	0	0	0	0	0	0	0	5937.077	6077.042	1288	9232179	667.2383	5542.9756	6207.0684	6355.273	1282	9830788	681.67993	5018.9106	4385.3105	4492.575	1287	4856214.5	482.59537	3814.6956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_9G_contig_2201	75.40685	74.019875	43134	489.39386	11.503755	418.7788	71.67511	70.27367	43134	364.13373	10.933222	400.96164	74.694	73.30354	43134	464.6477	11.499851	421.76456	67.29558	66.26294	43134	325.85104	10.355866	397.37283	66.518936	65.30264	43134	361.86298	10.167748	389.25705	67.89491	66.61557	43134	383.6876	10.429451	395.6223	32.308884	30.892649	43134	247.99171	4.0276275	33.458893	25.67816	24.658197	43134	181.83537	3.1257718	23.013687	29.93223	28.814661	43134	188.49954	3.6495879	28.84832	81.47027	81.16603	43134	154.89035	257.02667	6750.8594	87.69528	87.43985	43134	137.45146	264.78308	6924.452	76.92879	76.68534	43134	126.14922	226.65567	5870.8247
F3_S19_subsampled_depth_9G_contig_2308	110.8161	110.38784	45076	242.84492	16.92979	616.3063	116.20209	115.44146	45076	291.08923	17.734	650.3714	115.542534	114.73495	45076	342.67352	17.786758	652.34125	111.87513	111.19669	45076	316.09644	17.244167	661.68896	118.2345	117.70886	45076	329.09106	18.078556	692.11053	113.15548	112.24373	45076	337.92072	17.404596	660.2118	68.07877	65.08416	45076	909.9995	8.4951105	70.57181	59.432423	57.407776	45076	579.744	7.2406425	53.30968	68.01369	65.5946	45076	741.4021	8.317176	65.74346	76.50868	76.14728	45076	192.10266	243.24751	6388.949	81.586945	81.21757	45076	139.47406	248.11275	6488.499	74.95092	74.63162	45076	130.65038	222.30759	5758.2007
