Contig	F3_S19_subsampled_depth_16G_combined_mapped Mean	F3_S19_subsampled_depth_16G_combined_mapped Trimmed Mean	F3_S19_subsampled_depth_16G_combined_mapped Covered Bases	F3_S19_subsampled_depth_16G_combined_mapped Variance	F3_S19_subsampled_depth_16G_combined_mapped RPKM	F3_S19_subsampled_depth_16G_combined_mapped TPM	F4_S20_subsampled_depth_16G_combined_mapped Mean	F4_S20_subsampled_depth_16G_combined_mapped Trimmed Mean	F4_S20_subsampled_depth_16G_combined_mapped Covered Bases	F4_S20_subsampled_depth_16G_combined_mapped Variance	F4_S20_subsampled_depth_16G_combined_mapped RPKM	F4_S20_subsampled_depth_16G_combined_mapped TPM	F5_S21_subsampled_depth_16G_combined_mapped Mean	F5_S21_subsampled_depth_16G_combined_mapped Trimmed Mean	F5_S21_subsampled_depth_16G_combined_mapped Covered Bases	F5_S21_subsampled_depth_16G_combined_mapped Variance	F5_S21_subsampled_depth_16G_combined_mapped RPKM	F5_S21_subsampled_depth_16G_combined_mapped TPM	F6_S22_subsampled_depth_16G_combined_mapped Mean	F6_S22_subsampled_depth_16G_combined_mapped Trimmed Mean	F6_S22_subsampled_depth_16G_combined_mapped Covered Bases	F6_S22_subsampled_depth_16G_combined_mapped Variance	F6_S22_subsampled_depth_16G_combined_mapped RPKM	F6_S22_subsampled_depth_16G_combined_mapped TPM	F7_S23_subsampled_depth_16G_combined_mapped Mean	F7_S23_subsampled_depth_16G_combined_mapped Trimmed Mean	F7_S23_subsampled_depth_16G_combined_mapped Covered Bases	F7_S23_subsampled_depth_16G_combined_mapped Variance	F7_S23_subsampled_depth_16G_combined_mapped RPKM	F7_S23_subsampled_depth_16G_combined_mapped TPM	F8_S24_subsampled_depth_16G_combined_mapped Mean	F8_S24_subsampled_depth_16G_combined_mapped Trimmed Mean	F8_S24_subsampled_depth_16G_combined_mapped Covered Bases	F8_S24_subsampled_depth_16G_combined_mapped Variance	F8_S24_subsampled_depth_16G_combined_mapped RPKM	F8_S24_subsampled_depth_16G_combined_mapped TPM	GP3_S28_subsampled_depth_16G_combined_mapped Mean	GP3_S28_subsampled_depth_16G_combined_mapped Trimmed Mean	GP3_S28_subsampled_depth_16G_combined_mapped Covered Bases	GP3_S28_subsampled_depth_16G_combined_mapped Variance	GP3_S28_subsampled_depth_16G_combined_mapped RPKM	GP3_S28_subsampled_depth_16G_combined_mapped TPM	GP4_S29_subsampled_depth_16G_combined_mapped Mean	GP4_S29_subsampled_depth_16G_combined_mapped Trimmed Mean	GP4_S29_subsampled_depth_16G_combined_mapped Covered Bases	GP4_S29_subsampled_depth_16G_combined_mapped Variance	GP4_S29_subsampled_depth_16G_combined_mapped RPKM	GP4_S29_subsampled_depth_16G_combined_mapped TPM	GP5_S30_subsampled_depth_16G_combined_mapped Mean	GP5_S30_subsampled_depth_16G_combined_mapped Trimmed Mean	GP5_S30_subsampled_depth_16G_combined_mapped Covered Bases	GP5_S30_subsampled_depth_16G_combined_mapped Variance	GP5_S30_subsampled_depth_16G_combined_mapped RPKM	GP5_S30_subsampled_depth_16G_combined_mapped TPM	M1_S25_subsampled_depth_16G_combined_mapped Mean	M1_S25_subsampled_depth_16G_combined_mapped Trimmed Mean	M1_S25_subsampled_depth_16G_combined_mapped Covered Bases	M1_S25_subsampled_depth_16G_combined_mapped Variance	M1_S25_subsampled_depth_16G_combined_mapped RPKM	M1_S25_subsampled_depth_16G_combined_mapped TPM	M2_S26_subsampled_depth_16G_combined_mapped Mean	M2_S26_subsampled_depth_16G_combined_mapped Trimmed Mean	M2_S26_subsampled_depth_16G_combined_mapped Covered Bases	M2_S26_subsampled_depth_16G_combined_mapped Variance	M2_S26_subsampled_depth_16G_combined_mapped RPKM	M2_S26_subsampled_depth_16G_combined_mapped TPM	M3_S27_subsampled_depth_16G_combined_mapped Mean	M3_S27_subsampled_depth_16G_combined_mapped Trimmed Mean	M3_S27_subsampled_depth_16G_combined_mapped Covered Bases	M3_S27_subsampled_depth_16G_combined_mapped Variance	M3_S27_subsampled_depth_16G_combined_mapped RPKM	M3_S27_subsampled_depth_16G_combined_mapped TPM
F3_S19_subsampled_depth_16G_contig_200	7503.338	7528.1313	12246	1835157	630.90173	22889.877	7099.849	7126.255	12246	1813812.4	596.6133	21766.21	7671.1416	7699.253	12246	1534081.5	650.68506	23717.268	6951.651	6973.7695	12246	1270067.5	591.1136	22586.404	6949.3115	6973.8604	12246	1275094.5	586.41406	22257.518	6981.368	7009.3184	12246	1156310.1	592.72925	22463.803	2413.5374	2438.4626	12246	960228.06	168.45776	1489.3087	1967.4165	1988.6045	12246	601550.5	134.10379	1027.1188	2880.7703	2900.8618	12246	1241864.9	196.60275	1581.9506	21.088873	20.948751	12246	26.059488	37.439713	1108.0063	21.073992	20.883818	12246	20.39659	35.964462	1062.0029	19.559607	19.474743	12246	23.800507	32.068054	942.5085
F3_S19_subsampled_depth_16G_contig_337	18.261477	17.861765	13918	83.976814	1.5445408	56.037804	15.485474	15.030503	13895	67.72913	1.3110892	47.8324	16.5905	16.162605	13911	83.27342	1.4167306	51.639416	13.863597	13.419383	13809	64.49029	1.1892711	45.441944	13.792272	13.318431	13874	53.796616	1.1749953	44.597286	14.591952	14.232731	13895	58.8526	1.2459899	47.221695	3.1072052	2.8825855	10684	8.034849	0.21417853	1.8935192	2.7821035	2.6086185	11787	5.1802363	0.18718658	1.4336869	3.0317402	2.8164139	11434	6.8075204	0.20436294	1.6443917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_16G_contig_372	7.0875754	6.9846272	10229	10.061329	0.6001617	21.774588	6.948404	6.740529	10171	11.771754	0.5912082	21.569008	7.6282496	7.2973537	9876	23.909925	0.6596379	24.04359	8.370762	7.9354343	10153	32.178947	0.7257933	27.732498	8.081151	7.840013	10237	24.533844	0.6902263	26.197748	8.366611	8.157571	10162	20.509218	0.7196261	27.273062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_16G_contig_472	11858.212	11830.088	43261	1256126.4	995.0238	36100.664	11481.95	11454.41	43261	1220149.3	962.9843	35132.504	11689.941	11662.355	43261	1135160.8	988.8445	36043.08	10793.251	10769.331	43261	932225.7	915.2718	34972.465	10151.253	10133.64	43261	815854	854.1898	32421.033	10533.294	10514.901	43261	906897.56	891.6828	33793.816	5771.707	5497.247	43261	7230522	402.8539	3561.5686	4909.747	4670.1733	43261	5396519.5	334.62302	2562.9224	5643.6816	5379.589	43261	6284208.5	385.0344	3098.1538	21.27921	21.155254	43249	35.273396	37.076405	1097.2544	24.286423	24.115435	43254	36.764626	40.79233	1204.566	25.357866	25.258808	43261	32.287125	41.398773	1216.7467
F3_S19_subsampled_depth_16G_contig_834	6.2980113	6.1599426	10257	8.728716	0.53413415	19.379042	6.0730186	6.039354	10221	5.917487	0.51411283	18.756357	6.027308	5.885347	10211	9.845089	0.51603884	18.809448	9.600871	9.498296	10257	18.38254	0.8162231	31.187832	7.927971	7.762559	10212	13.682126	0.6834835	25.94182	7.205996	6.9141474	10257	16.212856	0.6307533	23.904879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_16G_contig_988	134.0543	131.6022	43134	1281.3806	11.24879	408.11978	127.42416	124.87427	43134	1111.5632	10.69141	390.05414	132.26756	129.73662	43134	1363.8419	11.1906395	407.89526	121.18932	119.44561	43134	983.24976	10.275067	392.60944	118.09771	115.89208	43134	922.38477	9.937143	377.16718	121.74177	119.74745	43134	1067.1847	10.308138	390.66745	57.526825	54.97291	43134	793.24963	4.015582	35.501133	46.082333	44.382904	43134	506.26956	3.1424208	24.068207	52.902824	50.973064	43134	538.0219	3.607573	29.028091	145.25838	144.60867	43134	406.18552	253.65562	7506.7905	154.66217	154.62762	43134	278.16245	260.37427	7688.65	136.49597	136.08447	43134	251.44638	222.9704	6553.2954
F3_S19_subsampled_depth_16G_contig_2118	199.37622	198.42603	45076	663.498	16.74132	607.3954	205.0358	203.88556	45076	692.7215	17.203657	627.6401	205.92616	204.58795	45076	880.34937	17.423195	635.06995	197.19926	195.81879	45076	788.5256	16.735052	639.445	209.01355	207.96468	45076	848.0367	17.59047	667.65155	200.4193	198.9659	45076	853.53174	16.97274	643.2488	120.69621	114.89519	45076	2903.3755	8.429311	74.522194	105.44644	101.971855	45076	1702.2832	7.1954007	55.110542	119.48609	115.05738	45076	2255.5024	8.161543	65.67128	135.74164	134.72974	45076	495.7254	239.02826	7073.8984	144.97612	144.29112	45076	305.76382	245.51086	7249.7466	132.77724	132.12514	45076	301.23752	218.14441	6411.4565
F3_S19_subsampled_depth_16G_contig_2210	48.492493	44.010456	18532	778.8404	4.326575	156.97348	44.845284	40.07332	18532	815.3946	3.997328	145.83434	48.41002	43.689434	18532	778.99945	4.36543	159.11855	41.353226	36.98785	18532	663.41754	3.7354617	142.73174	35.524696	31.88606	18532	477.41724	3.1918738	121.148476	39.157112	35.49873	18532	525.25446	3.5192935	133.37752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0108256	4.066308	17735	123.44827	13.00997	385.02228	5.4656186	3.4964943	16886	121.51612	11.268794	332.75873	7.401806	5.2726064	18508	144.81064	14.68267	431.5365
F3_S19_subsampled_depth_16G_contig_2320	38.775677	37.02176	13323	704.426	3.5375865	128.34792	40.791542	39.374546	13323	755.0115	3.7045825	135.15411	45.27139	43.400017	13323	1010.5237	4.162384	151.71762	46.064754	44.349075	13323	1030.9432	4.232738	161.73254	48.049725	45.95513	13323	1169.9408	4.3865404	166.49245	47.96675	45.931686	13323	1057.5294	4.362729	165.34274	1.8055112	1.6790081	10506	2.4799361	0.13660139	1.207671	0	0	0	0	0	0	2.6866317	2.4938855	11752	5.004283	0.19659486	1.5818877	0	0	0	0	0	0	3.4254916	3.0542295	10315	13.584279	6.1104546	180.43704	4.337736	3.876613	11402	23.735987	8.0773115	237.3993
F3_S19_subsampled_depth_16G_contig_2650	2.1381752	2.0836143	8970	2.0824738	0.18028443	6.5409417	2.112988	2.0158463	8897	2.205239	0.17640468	6.4357643	2.3982399	2.3179367	8650	2.8980403	0.20206502	7.365212	2.1355453	2.0831647	8587	2.0121772	0.18084879	6.9102187	2.978859	2.8977299	9337	3.4903982	0.24884495	9.444987	2.6575966	2.5251741	8905	3.8873	0.22378138	8.481075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6223953	2.4449315	9043	4.6477904	4.4085636	130.1815	3.3935869	3.3217578	9512	3.8939357	5.520166	162.24265
