Contig	F3_S19_subsampled_depth_5G_combined_mapped Mean	F3_S19_subsampled_depth_5G_combined_mapped Trimmed Mean	F3_S19_subsampled_depth_5G_combined_mapped Covered Bases	F3_S19_subsampled_depth_5G_combined_mapped Variance	F3_S19_subsampled_depth_5G_combined_mapped RPKM	F3_S19_subsampled_depth_5G_combined_mapped TPM	F4_S20_subsampled_depth_5G_combined_mapped Mean	F4_S20_subsampled_depth_5G_combined_mapped Trimmed Mean	F4_S20_subsampled_depth_5G_combined_mapped Covered Bases	F4_S20_subsampled_depth_5G_combined_mapped Variance	F4_S20_subsampled_depth_5G_combined_mapped RPKM	F4_S20_subsampled_depth_5G_combined_mapped TPM	F5_S21_subsampled_depth_5G_combined_mapped Mean	F5_S21_subsampled_depth_5G_combined_mapped Trimmed Mean	F5_S21_subsampled_depth_5G_combined_mapped Covered Bases	F5_S21_subsampled_depth_5G_combined_mapped Variance	F5_S21_subsampled_depth_5G_combined_mapped RPKM	F5_S21_subsampled_depth_5G_combined_mapped TPM	F6_S22_subsampled_depth_5G_combined_mapped Mean	F6_S22_subsampled_depth_5G_combined_mapped Trimmed Mean	F6_S22_subsampled_depth_5G_combined_mapped Covered Bases	F6_S22_subsampled_depth_5G_combined_mapped Variance	F6_S22_subsampled_depth_5G_combined_mapped RPKM	F6_S22_subsampled_depth_5G_combined_mapped TPM	F7_S23_subsampled_depth_5G_combined_mapped Mean	F7_S23_subsampled_depth_5G_combined_mapped Trimmed Mean	F7_S23_subsampled_depth_5G_combined_mapped Covered Bases	F7_S23_subsampled_depth_5G_combined_mapped Variance	F7_S23_subsampled_depth_5G_combined_mapped RPKM	F7_S23_subsampled_depth_5G_combined_mapped TPM	F8_S24_subsampled_depth_5G_combined_mapped Mean	F8_S24_subsampled_depth_5G_combined_mapped Trimmed Mean	F8_S24_subsampled_depth_5G_combined_mapped Covered Bases	F8_S24_subsampled_depth_5G_combined_mapped Variance	F8_S24_subsampled_depth_5G_combined_mapped RPKM	F8_S24_subsampled_depth_5G_combined_mapped TPM	GP3_S28_subsampled_depth_5G_combined_mapped Mean	GP3_S28_subsampled_depth_5G_combined_mapped Trimmed Mean	GP3_S28_subsampled_depth_5G_combined_mapped Covered Bases	GP3_S28_subsampled_depth_5G_combined_mapped Variance	GP3_S28_subsampled_depth_5G_combined_mapped RPKM	GP3_S28_subsampled_depth_5G_combined_mapped TPM	GP4_S29_subsampled_depth_5G_combined_mapped Mean	GP4_S29_subsampled_depth_5G_combined_mapped Trimmed Mean	GP4_S29_subsampled_depth_5G_combined_mapped Covered Bases	GP4_S29_subsampled_depth_5G_combined_mapped Variance	GP4_S29_subsampled_depth_5G_combined_mapped RPKM	GP4_S29_subsampled_depth_5G_combined_mapped TPM	GP5_S30_subsampled_depth_5G_combined_mapped Mean	GP5_S30_subsampled_depth_5G_combined_mapped Trimmed Mean	GP5_S30_subsampled_depth_5G_combined_mapped Covered Bases	GP5_S30_subsampled_depth_5G_combined_mapped Variance	GP5_S30_subsampled_depth_5G_combined_mapped RPKM	GP5_S30_subsampled_depth_5G_combined_mapped TPM	M1_S25_subsampled_depth_5G_combined_mapped Mean	M1_S25_subsampled_depth_5G_combined_mapped Trimmed Mean	M1_S25_subsampled_depth_5G_combined_mapped Covered Bases	M1_S25_subsampled_depth_5G_combined_mapped Variance	M1_S25_subsampled_depth_5G_combined_mapped RPKM	M1_S25_subsampled_depth_5G_combined_mapped TPM	M2_S26_subsampled_depth_5G_combined_mapped Mean	M2_S26_subsampled_depth_5G_combined_mapped Trimmed Mean	M2_S26_subsampled_depth_5G_combined_mapped Covered Bases	M2_S26_subsampled_depth_5G_combined_mapped Variance	M2_S26_subsampled_depth_5G_combined_mapped RPKM	M2_S26_subsampled_depth_5G_combined_mapped TPM	M3_S27_subsampled_depth_5G_combined_mapped Mean	M3_S27_subsampled_depth_5G_combined_mapped Trimmed Mean	M3_S27_subsampled_depth_5G_combined_mapped Covered Bases	M3_S27_subsampled_depth_5G_combined_mapped Variance	M3_S27_subsampled_depth_5G_combined_mapped RPKM	M3_S27_subsampled_depth_5G_combined_mapped TPM
F3_S19_subsampled_depth_5G_contig_261	580.51215	499.3522	125598	297672.22	154.65953	6672.5435	594.8987	515.2251	125540	294003.56	158.41719	6887.4126	566.8258	484.27072	125618	303806.4	152.29128	6615.0757	796.6715	718.5078	125556	288577.06	214.89297	9570.915	821.5579	750.0798	125628	265666.06	220.04977	9874.23	798.13525	721.08655	125603	288836.44	214.7988	9529.789	449.1436	394.1042	125627	167350.22	101.20675	872.97723	375.6996	331.10773	125628	110978.89	82.50648	613.2914	397.1516	345.4711	125627	143328.69	87.210815	678.84784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_5G_contig_403	14.880473	14.54505	28562	46.702473	4.137081	178.48802	14.720013	14.443454	28562	49.02761	4.0887074	177.76233	16.840736	16.369467	28562	74.83207	4.733343	205.6021	16.495495	16.056507	28562	71.92878	4.6716	208.06398	16.622026	16.213398	28562	61.991253	4.6621113	209.20166	17.0951	16.631042	28562	71.48313	4.7856793	212.32211	4.6136494	4.3132334	27742	11.639084	1.0528518	9.081562	4.0863366	3.893829	26226	9.225554	0.9052822	6.7291903	4.2993455	4.0983496	26933	9.078493	0.94930744	7.3894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_5G_contig_458	123.55644	122.85976	40697	1504.528	32.885517	1418.7947	124.06198	123.47979	40697	1465.657	32.99823	1434.645	124.164696	123.84762	40697	1499.9308	33.321934	1447.4044	180.37085	180.96977	40697	2684.9915	48.59588	2164.3662	184.73425	185.4617	40697	2512.0117	49.395214	2216.4978	183.44815	183.39859	40697	2746.6711	49.308544	2187.6287	76.13448	71.22229	40697	2195.948	17.160683	148.02258	65.396255	60.974243	40697	1659.4152	14.354619	106.7015	72.969765	68.72214	40697	1815.9219	16.031034	124.78535	6.3046837	6.135971	40359	11.206235	42.68012	1215.9962	5.2939796	5.1078563	39926	9.177323	33.19443	938.59	7.476681	7.3290496	40581	11.910342	46.064312	1291.7292
F3_S19_subsampled_depth_5G_contig_625	3709.3032	3702.2156	43261	127520.99	986.6548	42567.684	3588.0935	3579.284	43261	125353.56	954.04266	41478.367	3648.8496	3640.9177	43261	116867.98	978.7094	42512.19	3371.7563	3365.3037	43261	94530.28	908.09827	40444.93	3170.6587	3166.13	43261	80169.484	847.7319	38040.023	3286.3335	3278.4983	43261	96120.04	883.0485	39177.445	1802.3777	1716.7926	43261	709290.94	405.41116	3496.948	1537.7332	1464.162	43261	533442.7	336.9385	2504.5483	1768.1548	1686.5371	43261	609950.4	387.35538	3015.17	6.685695	6.552692	42975	9.700331	43.500008	1239.3555	7.540419	7.428726	43261	8.347794	46.754566	1322.01	7.9996057	7.885235	43261	9.978543	48.59061	1362.5709
F3_S19_subsampled_depth_5G_contig_776	600.5956	598.2821	34334	6750.8193	159.63759	6887.3145	591.52826	589.2176	34334	6471.955	157.17865	6833.567	585.68604	583.2765	34334	5994.787	156.98949	6819.1504	587.3212	584.8797	34334	6156.514	158.01648	7037.744	602.7956	600.6523	34334	5470.7373	161.03008	7225.8564	596.66254	594.8005	34334	6445.766	160.11981	7103.895	206.91505	204.93558	34334	3493.8376	46.55966	401.60898	178.04788	175.78896	34334	2766.4155	39.050755	290.27414	210.72379	208.89684	34334	3707.7817	46.183563	359.49237	4.903785	4.8019567	33657	6.3430524	32.27472	919.53625	6.2023463	6.1306314	34220	6.704367	38.479107	1088.0168	6.1806984	6.137782	34107	7.4825134	37.35457	1047.4918
F3_S19_subsampled_depth_5G_contig_1069	74.01854	72.468376	50044	357.67517	19.808815	854.6208	75.79312	74.19256	50044	388.14456	20.297256	882.4522	74.888885	73.10691	50044	411.77078	20.21719	878.17395	67.44719	66.2634	50033	279.6535	18.286623	814.4504	71.28068	69.727745	50044	334.87537	19.185272	860.8954	68.94905	67.32009	50044	350.00693	18.64452	827.1854	49.23558	48.028458	50022	568.0218	11.083683	95.60429	39.295345	38.44582	49797	358.63788	8.620722	64.079994	45.640076	44.537434	49928	466.34854	10.0191345	77.98881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_5G_contig_1465	68.10404	66.06571	18748	394.0129	18.644999	804.4096	67.965645	66.11469	18748	374.3349	18.533098	805.7528	74.356384	72.060455	18748	420.8682	20.436129	887.6842	75.79767	74.058784	18748	342.12573	20.88776	930.3001	73.28809	71.04887	18748	360.23486	20.065977	900.415	75.39219	73.207405	18748	377.0508	20.755657	920.8482	20.372944	19.439665	18748	209.70366	4.567408	39.397	16.959726	16.161768	18602	155.37425	3.7134185	27.602758	19.106087	18.134468	18518	171.50551	4.179197	32.530823	2.5762985	2.4048984	16424	4.311837	20.31306	578.7376	0	0	0	0	0	0	2.460157	2.3437276	16126	3.605849	15.4284115	432.64127
F3_S19_subsampled_depth_5G_contig_3821	19.324682	19.11503	34556	25.676327	5.17796	223.39513	18.916294	18.744106	34555	24.426754	5.070976	220.46803	19.994856	19.788542	34555	30.746403	5.4044394	234.7526	19.67651	19.608667	34555	24.022264	5.335538	237.63441	19.53976	19.362526	34555	26.53652	5.2544694	235.78221	18.748386	18.563683	34555	26.056532	5.0771904	225.25525	10.799105	10.655881	33899	32.258728	2.432147	20.978933	9.260071	9.141607	33786	24.002987	2.0317905	15.102809	10.171075	10.113738	33737	23.023958	2.2359943	17.404957	29.963436	29.820318	34555	47.609707	197.96832	5640.299	29.633814	29.483692	34555	34.322453	184.4824	5216.3364	28.078852	27.920881	34555	36.05688	170.64813	4785.2915
F3_S19_subsampled_depth_5G_contig_4125	24.514467	23.9985	17189	122.05238	7.00503	302.221	24.963964	24.16496	17189	139.49359	7.1881347	312.51443	26.14643	25.403795	17189	123.58325	7.5075183	326.10388	29.55367	28.72537	17189	133.31932	8.463927	376.96686	31.552849	30.940275	17189	136.69011	8.960571	402.08514	30.27842	29.460585	17189	176.6924	8.7131405	386.5683	2.6861906	2.5538893	15487	3.7346556	0.6217269	5.3628197	3.120723	3.028102	16448	3.6018705	0.6995655	5.200044	3.1232467	2.9976528	16109	4.0963244	0.7055329	5.4918594	3.984917	3.7475386	16437	11.685241	32.152355	916.05005	3.5308998	3.4228988	16113	5.236265	23.220293	656.5659	4.640765	4.47004	16702	9.31049	30.58625	857.6953
F3_S19_subsampled_depth_5G_contig_4215	17.255247	15.440673	18446	944.7017	6.16889	266.1473	17.755903	15.979415	18446	951.6881	6.350562	276.09985	18.731636	16.703669	18446	1107.4384	6.7591414	293.59665	21.990982	19.683325	18446	1635.0973	8.052204	358.62946	21.733385	19.530787	18446	1513.7421	7.780043	349.11166	22.522846	20.260506	18446	1582.8883	8.112799	359.93353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
