Contig	F3_S19_subsampled_depth_13G_combined_mapped Mean	F3_S19_subsampled_depth_13G_combined_mapped Trimmed Mean	F3_S19_subsampled_depth_13G_combined_mapped Covered Bases	F3_S19_subsampled_depth_13G_combined_mapped Variance	F3_S19_subsampled_depth_13G_combined_mapped RPKM	F3_S19_subsampled_depth_13G_combined_mapped TPM	F4_S20_subsampled_depth_13G_combined_mapped Mean	F4_S20_subsampled_depth_13G_combined_mapped Trimmed Mean	F4_S20_subsampled_depth_13G_combined_mapped Covered Bases	F4_S20_subsampled_depth_13G_combined_mapped Variance	F4_S20_subsampled_depth_13G_combined_mapped RPKM	F4_S20_subsampled_depth_13G_combined_mapped TPM	F5_S21_subsampled_depth_13G_combined_mapped Mean	F5_S21_subsampled_depth_13G_combined_mapped Trimmed Mean	F5_S21_subsampled_depth_13G_combined_mapped Covered Bases	F5_S21_subsampled_depth_13G_combined_mapped Variance	F5_S21_subsampled_depth_13G_combined_mapped RPKM	F5_S21_subsampled_depth_13G_combined_mapped TPM	F6_S22_subsampled_depth_13G_combined_mapped Mean	F6_S22_subsampled_depth_13G_combined_mapped Trimmed Mean	F6_S22_subsampled_depth_13G_combined_mapped Covered Bases	F6_S22_subsampled_depth_13G_combined_mapped Variance	F6_S22_subsampled_depth_13G_combined_mapped RPKM	F6_S22_subsampled_depth_13G_combined_mapped TPM	F7_S23_subsampled_depth_13G_combined_mapped Mean	F7_S23_subsampled_depth_13G_combined_mapped Trimmed Mean	F7_S23_subsampled_depth_13G_combined_mapped Covered Bases	F7_S23_subsampled_depth_13G_combined_mapped Variance	F7_S23_subsampled_depth_13G_combined_mapped RPKM	F7_S23_subsampled_depth_13G_combined_mapped TPM	F8_S24_subsampled_depth_13G_combined_mapped Mean	F8_S24_subsampled_depth_13G_combined_mapped Trimmed Mean	F8_S24_subsampled_depth_13G_combined_mapped Covered Bases	F8_S24_subsampled_depth_13G_combined_mapped Variance	F8_S24_subsampled_depth_13G_combined_mapped RPKM	F8_S24_subsampled_depth_13G_combined_mapped TPM	GP3_S28_subsampled_depth_13G_combined_mapped Mean	GP3_S28_subsampled_depth_13G_combined_mapped Trimmed Mean	GP3_S28_subsampled_depth_13G_combined_mapped Covered Bases	GP3_S28_subsampled_depth_13G_combined_mapped Variance	GP3_S28_subsampled_depth_13G_combined_mapped RPKM	GP3_S28_subsampled_depth_13G_combined_mapped TPM	GP4_S29_subsampled_depth_13G_combined_mapped Mean	GP4_S29_subsampled_depth_13G_combined_mapped Trimmed Mean	GP4_S29_subsampled_depth_13G_combined_mapped Covered Bases	GP4_S29_subsampled_depth_13G_combined_mapped Variance	GP4_S29_subsampled_depth_13G_combined_mapped RPKM	GP4_S29_subsampled_depth_13G_combined_mapped TPM	GP5_S30_subsampled_depth_13G_combined_mapped Mean	GP5_S30_subsampled_depth_13G_combined_mapped Trimmed Mean	GP5_S30_subsampled_depth_13G_combined_mapped Covered Bases	GP5_S30_subsampled_depth_13G_combined_mapped Variance	GP5_S30_subsampled_depth_13G_combined_mapped RPKM	GP5_S30_subsampled_depth_13G_combined_mapped TPM	M1_S25_subsampled_depth_13G_combined_mapped Mean	M1_S25_subsampled_depth_13G_combined_mapped Trimmed Mean	M1_S25_subsampled_depth_13G_combined_mapped Covered Bases	M1_S25_subsampled_depth_13G_combined_mapped Variance	M1_S25_subsampled_depth_13G_combined_mapped RPKM	M1_S25_subsampled_depth_13G_combined_mapped TPM	M2_S26_subsampled_depth_13G_combined_mapped Mean	M2_S26_subsampled_depth_13G_combined_mapped Trimmed Mean	M2_S26_subsampled_depth_13G_combined_mapped Covered Bases	M2_S26_subsampled_depth_13G_combined_mapped Variance	M2_S26_subsampled_depth_13G_combined_mapped RPKM	M2_S26_subsampled_depth_13G_combined_mapped TPM	M3_S27_subsampled_depth_13G_combined_mapped Mean	M3_S27_subsampled_depth_13G_combined_mapped Trimmed Mean	M3_S27_subsampled_depth_13G_combined_mapped Covered Bases	M3_S27_subsampled_depth_13G_combined_mapped Variance	M3_S27_subsampled_depth_13G_combined_mapped RPKM	M3_S27_subsampled_depth_13G_combined_mapped TPM
F3_S19_subsampled_depth_13G_contig_294	13.323691	13.141878	37936	18.934921	1.3742658	45.74619	13.901313	13.799635	37936	18.828875	1.4363937	48.170834	14.73686	14.6773405	37936	21.838308	1.5358307	51.45276	14.386016	14.259997	37903	20.2404	1.507305	52.973877	14.903403	14.789491	37936	19.649689	1.5466803	53.98393	15.044408	14.792726	37907	26.211447	1.5653021	54.546513	8.760732	8.511968	37780	20.92131	0.76888806	6.8096485	7.541285	7.379852	37854	13.48017	0.64151514	4.941224	8.28844	8.087744	37805	15.623164	0.7037917	5.743154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_13G_contig_456	168.17879	159.76408	45035	4378.386	17.376274	578.41644	162.89694	154.71342	45035	3729.9749	16.866993	565.6507	174.96495	165.97879	45035	4733.6846	18.23962	611.0563	217.15344	207.99782	45035	5547.9746	22.745253	799.37646	202.42464	194.27853	45035	4726.663	21.032185	734.08826	215.36086	206.5316	45035	5296.03	22.483433	783.48645	47.132362	46.17454	45035	634.0455	4.1086764	36.38845	41.36968	40.529545	45035	482.73514	3.514799	27.072487	46.271538	45.14147	45035	608.9374	3.92658	32.04209	2.9996657	2.8693466	40104	4.7070894	7.2115903	186.68619	2.3105493	2.2068717	38760	2.94854	4.8679447	124.50114	3.1561768	3.0414882	42587	4.146003	6.3635516	162.60681
F3_S19_subsampled_depth_13G_contig_502	458.44238	457.874	42987	11652.195	47.28719	1574.0829	446.449	445.9149	42987	10993.418	46.14016	1547.3545	435.01608	433.89603	42987	10907.455	45.239746	1515.6036	436.67163	435.69705	42987	9336.481	45.651127	1604.3981	430.54785	431.72256	42987	8555.035	44.585163	1556.1597	443.8955	442.66818	42987	9708.78	46.23438	1611.1423	0	0	0	0	0	0	0	0	0	0	0	0	5.279525	4.227623	32361	53.468414	0.44646794	3.6433122	75.98165	68.58662	42987	1972.4822	162.542	4207.7183	111.064964	101.49363	42987	3270.2095	234.3377	5993.357	86.41158	78.95007	42987	1888.7134	174.53235	4459.797
F3_S19_subsampled_depth_13G_contig_1279	36.501415	36.219322	40779	59.954613	3.7884967	126.110435	36.068966	35.813465	40779	55.603622	3.7541058	125.8975	35.814247	35.498783	40779	67.362656	3.7528882	125.727715	37.16481	36.59953	40779	97.84134	3.919421	137.74713	38.180264	37.833977	40779	78.65339	3.9862719	139.13313	38.087082	37.67096	40779	78.2295	3.9899538	139.0391	17.684708	17.448082	40518	85.620926	1.5432197	13.667511	15.344975	15.140372	40047	70.885544	1.3038439	10.042762	17.500505	17.35141	40137	89.16681	1.4866811	12.131768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_13G_contig_1346	16760.627	16689.414	19100	83658780	1723.4994	57371.36	16728.84	16655.455	19038	82950810	1723.6586	57804.54	16633.459	16561.473	18927	82302400	1725.1102	57793.926	14705.4795	14642.905	18875	64126750	1532.5388	53860.72	15415.996	15342.187	19084	71012040	1591.6337	55552.93	15134.889	15065.483	18887	67837420	1571.8287	54773.953	8195.529	8195.606	18014	15977731	711.848	6304.473	7114.561	7110.74	18100	12076550	601.29395	4631.4224	8167.825	8158.6265	18308	16080685	689.8723	5629.567	19.480686	19.248182	17668	102.675316	42.08061	1089.3396	22.379683	21.83349	17681	202.1304	46.685577	1194.0176	23.95124	23.47602	17595	198.34424	47.960243	1225.5206
F3_S19_subsampled_depth_13G_contig_1442	67.00204	66.776375	31030	156.39651	7.010936	233.37799	63.138634	63.054764	31030	134.41743	6.6204066	222.02158	64.799965	64.66314	31030	136.63629	6.8338547	228.94504	66.57655	66.43714	31030	152.82413	7.062595	248.21312	62.259457	62.170986	31030	115.08689	6.5377984	228.18932	65.96574	65.851974	31030	142.12222	6.965571	242.73119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.377785	2.2279074	26050	3.7895906	5.1843166	134.20624	2.7830634	2.6946604	28648	3.3712146	5.889214	150.62097	2.821956	2.679584	28467	3.9585195	5.7140803	146.01094
F3_S19_subsampled_depth_13G_contig_1642	5.7253313	5.418869	10075	17.357508	0.5853721	19.485695	5.509068	5.245884	10123	13.130488	0.5819998	19.517925	5.7090483	5.464905	10139	17.542253	0.6008618	20.12983	5.18282	4.9254766	9797	15.097047	0.5507118	19.354626	6.3683696	6.184792	9983	17.849857	0.66512245	23.214832	6.0099454	5.7077556	9935	22.976402	0.62718165	21.85558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_13G_contig_1688	31.6965	30.199461	13323	457.35855	3.5433617	117.950424	33.3911	32.142784	13323	526.9016	3.720729	124.77822	37.02361	35.42085	13323	738.8964	4.1837654	140.16273	38.400593	36.878723	13323	718.4745	4.34036	152.54083	38.58726	36.793285	13323	791.34344	4.3420157	151.54974	38.247475	36.523067	13323	658.78107	4.302792	149.94063	0	0	0	0	0	0	0	0	0	0	0	0	2.203674	2.0351691	11009	3.533749	0.1992541	1.6259735	0	0	0	0	0	0	0	0	0	0	0	0	3.5527973	3.1587248	10690	15.513249	8.088981	206.69638
F3_S19_subsampled_depth_13G_contig_2065	24.118027	20.574352	23492	3561.3423	3.6334512	120.94934	24.563404	20.96568	23492	4141.097	3.7172558	124.66177	26.694971	22.604246	23492	5169.26	4.1437826	138.82326	30.87079	26.319973	23492	6610.722	4.7448244	166.75577	29.935696	25.268946	23492	6676.953	4.6104393	160.91852	30.35811	25.728674	23492	6625.662	4.6934867	163.5552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5923657	2.1441355	19316	34.81386	8.760061	226.7714	0	0	0	0	0	0	2.189958	1.710158	18210	46.755825	6.740289	172.23352
F3_S19_subsampled_depth_13G_contig_2825	13.6900835	12.969368	67180	73.710785	1.4197444	47.260082	13.795871	13.1179695	67136	76.25784	1.4351974	48.1307	12.88841	12.186345	66958	72.14834	1.3480057	45.160355	15.162253	14.371447	67181	68.54669	1.5928602	55.980705	15.818039	15.067629	67181	68.371925	1.6446736	57.40419	16.182348	15.268793	67076	88.11374	1.6933054	59.007084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
