Contig	F3_S19_subsampled_depth_17G_combined_mapped Mean	F3_S19_subsampled_depth_17G_combined_mapped Trimmed Mean	F3_S19_subsampled_depth_17G_combined_mapped Covered Bases	F3_S19_subsampled_depth_17G_combined_mapped Variance	F3_S19_subsampled_depth_17G_combined_mapped RPKM	F3_S19_subsampled_depth_17G_combined_mapped TPM	F4_S20_subsampled_depth_17G_combined_mapped Mean	F4_S20_subsampled_depth_17G_combined_mapped Trimmed Mean	F4_S20_subsampled_depth_17G_combined_mapped Covered Bases	F4_S20_subsampled_depth_17G_combined_mapped Variance	F4_S20_subsampled_depth_17G_combined_mapped RPKM	F4_S20_subsampled_depth_17G_combined_mapped TPM	F5_S21_subsampled_depth_17G_combined_mapped Mean	F5_S21_subsampled_depth_17G_combined_mapped Trimmed Mean	F5_S21_subsampled_depth_17G_combined_mapped Covered Bases	F5_S21_subsampled_depth_17G_combined_mapped Variance	F5_S21_subsampled_depth_17G_combined_mapped RPKM	F5_S21_subsampled_depth_17G_combined_mapped TPM	F6_S22_subsampled_depth_17G_combined_mapped Mean	F6_S22_subsampled_depth_17G_combined_mapped Trimmed Mean	F6_S22_subsampled_depth_17G_combined_mapped Covered Bases	F6_S22_subsampled_depth_17G_combined_mapped Variance	F6_S22_subsampled_depth_17G_combined_mapped RPKM	F6_S22_subsampled_depth_17G_combined_mapped TPM	F7_S23_subsampled_depth_17G_combined_mapped Mean	F7_S23_subsampled_depth_17G_combined_mapped Trimmed Mean	F7_S23_subsampled_depth_17G_combined_mapped Covered Bases	F7_S23_subsampled_depth_17G_combined_mapped Variance	F7_S23_subsampled_depth_17G_combined_mapped RPKM	F7_S23_subsampled_depth_17G_combined_mapped TPM	F8_S24_subsampled_depth_17G_combined_mapped Mean	F8_S24_subsampled_depth_17G_combined_mapped Trimmed Mean	F8_S24_subsampled_depth_17G_combined_mapped Covered Bases	F8_S24_subsampled_depth_17G_combined_mapped Variance	F8_S24_subsampled_depth_17G_combined_mapped RPKM	F8_S24_subsampled_depth_17G_combined_mapped TPM	GP3_S28_subsampled_depth_17G_combined_mapped Mean	GP3_S28_subsampled_depth_17G_combined_mapped Trimmed Mean	GP3_S28_subsampled_depth_17G_combined_mapped Covered Bases	GP3_S28_subsampled_depth_17G_combined_mapped Variance	GP3_S28_subsampled_depth_17G_combined_mapped RPKM	GP3_S28_subsampled_depth_17G_combined_mapped TPM	GP4_S29_subsampled_depth_17G_combined_mapped Mean	GP4_S29_subsampled_depth_17G_combined_mapped Trimmed Mean	GP4_S29_subsampled_depth_17G_combined_mapped Covered Bases	GP4_S29_subsampled_depth_17G_combined_mapped Variance	GP4_S29_subsampled_depth_17G_combined_mapped RPKM	GP4_S29_subsampled_depth_17G_combined_mapped TPM	GP5_S30_subsampled_depth_17G_combined_mapped Mean	GP5_S30_subsampled_depth_17G_combined_mapped Trimmed Mean	GP5_S30_subsampled_depth_17G_combined_mapped Covered Bases	GP5_S30_subsampled_depth_17G_combined_mapped Variance	GP5_S30_subsampled_depth_17G_combined_mapped RPKM	GP5_S30_subsampled_depth_17G_combined_mapped TPM	M1_S25_subsampled_depth_17G_combined_mapped Mean	M1_S25_subsampled_depth_17G_combined_mapped Trimmed Mean	M1_S25_subsampled_depth_17G_combined_mapped Covered Bases	M1_S25_subsampled_depth_17G_combined_mapped Variance	M1_S25_subsampled_depth_17G_combined_mapped RPKM	M1_S25_subsampled_depth_17G_combined_mapped TPM	M2_S26_subsampled_depth_17G_combined_mapped Mean	M2_S26_subsampled_depth_17G_combined_mapped Trimmed Mean	M2_S26_subsampled_depth_17G_combined_mapped Covered Bases	M2_S26_subsampled_depth_17G_combined_mapped Variance	M2_S26_subsampled_depth_17G_combined_mapped RPKM	M2_S26_subsampled_depth_17G_combined_mapped TPM	M3_S27_subsampled_depth_17G_combined_mapped Mean	M3_S27_subsampled_depth_17G_combined_mapped Trimmed Mean	M3_S27_subsampled_depth_17G_combined_mapped Covered Bases	M3_S27_subsampled_depth_17G_combined_mapped Variance	M3_S27_subsampled_depth_17G_combined_mapped RPKM	M3_S27_subsampled_depth_17G_combined_mapped TPM
F3_S19_subsampled_depth_17G_contig_186	28437.168	27731.684	95571	25711958	2269.474	80011.41	29491.404	28736.639	95571	29162434	2351.1282	83601.51	29546.055	28707.303	95571	32496844	2377.8835	84450.06	30546.12	29582.463	95571	43104120	2462.6375	91293.62	31965.15	31058.084	95571	40407804	2560.1055	94512.414	30337.463	29414.963	95571	40311692	2441.8782	89910.43	15081.558	14864.864	95571	15360507	1002.5129	9586.386	13246.106	13042.518	95571	11510490	857.56793	7066.6265	14637.164	14412.705	95571	13368696	947.6885	8220.67	55.4392	54.455433	95571	178.93079	91.1156	2490.645	58.25289	56.89661	95571	205.34798	90.97846	2466.7478	59.561836	58.418903	95571	175.30011	90.70747	2451.8945
F3_S19_subsampled_depth_17G_contig_329	166.95876	140.40569	54966	25542.725	13.331786	470.0186	167.33868	140.70549	54966	25187.895	13.335395	474.18048	162.05914	135.3499	54966	26000.46	13.03663	462.9934	147.33852	125.36669	54966	17257.37	11.875819	440.25412	149.38695	127.95046	54966	17282.588	11.962611	441.62857	147.15483	124.61363	54966	18083.982	11.841401	436.0029	117.66993	114.49538	54966	2194.4055	7.8225374	74.80188	90.213806	88.19414	54966	1104.7069	5.836839	48.097385	111.050644	108.786606	54966	1603.446	7.1879168	62.35119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_17G_contig_441	568.7272	565.5097	37683	5357.911	45.31432	1597.5785	540.95056	538.65344	37683	4367.497	43.060513	1531.1471	552.2684	548.71967	37683	5667.257	44.353096	1575.1919	488.20334	485.47418	37683	5235.0474	39.27857	1456.1149	461.1625	458.98615	37683	3635.204	36.871372	1361.1954	477.2282	474.67957	37683	4593.9834	38.34162	1411.7465	232.21277	224.74115	37683	8328.001	15.400633	147.26631	183.03386	178.10544	37683	5104.8784	11.832759	97.50562	220.15627	212.9032	37683	7632.1074	14.226594	123.40781	2.9414382	2.8148663	33152	4.620465	4.9302564	134.76863	2.4989743	2.3885617	33306	3.2338064	3.9235876	106.38225	3.4172595	3.2933009	35384	5.0370436	5.217246	141.02621
F3_S19_subsampled_depth_17G_contig_466	83.86619	77.078224	35304	2226.7769	7.099215	250.28636	85.15822	77.70976	35304	2515.4172	7.2191973	256.70038	91.59441	83.51217	35304	2949.3323	7.825958	277.93753	105.452805	96.74419	35304	3484.715	9.026146	334.6127	100.06739	91.57194	35304	3426.596	8.5332	315.0235	101.36855	92.796745	35304	3335.1948	8.674867	319.41028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7505546	5.210019	34716	33.99561	11.569636	316.25616	4.385703	3.955689	33860	27.09906	7.6580257	207.63622	5.921773	5.321934	34903	51.345913	10.113332	273.37134
F3_S19_subsampled_depth_17G_contig_845	211.79024	210.7323	45076	733.68256	16.893307	595.5817	217.38788	216.19402	45076	752.58514	17.316105	615.7267	218.19933	216.68808	45076	971.3569	17.539185	622.90094	209.72144	208.33165	45076	856.5533	16.897413	626.4121	221.32048	220.25093	45076	917.5976	17.699072	653.4037	212.4508	210.86371	45076	958.4814	17.0844	629.0513	128.39627	122.21959	45076	3272.4834	8.524701	81.516174	112.17931	108.29406	45076	1957.2682	7.258909	59.815655	126.97683	122.30222	45076	2468.583	8.216593	71.27435	143.59486	142.50342	45076	559.3931	236.02756	6451.813	153.98209	153.25624	45076	342.2814	242.0433	6562.649	140.90244	140.17178	45076	333.12393	216.1128	5841.6987
F3_S19_subsampled_depth_17G_contig_892	13.5439825	13.349266	12189	36.825928	1.1092498	39.107117	13.001744	12.606071	12189	40.423576	1.0527653	37.43425	13.003904	12.703147	12189	47.994923	1.0656983	37.848072	14.149348	13.784996	12189	49.77517	1.1628478	43.108505	14.816845	14.478915	12189	47.93779	1.2148151	44.847816	14.28308	13.944634	12189	53.684437	1.1659801	42.93164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.870836	4.947218	9790	442.56073	15.525837	424.39868	9.552288	5.3987265	10621	487.92432	16.365871	443.73648	10.1821575	5.7958846	10534	534.31146	17.030714	460.35364
F3_S19_subsampled_depth_17G_contig_997	251.61313	246.4404	50003	4012.6763	20.296095	715.5488	258.1074	253.26173	49764	3897.1958	20.787804	739.17365	249.49277	243.44911	49765	4420.7603	20.29582	720.80237	230.4369	225.53378	49764	3366.6885	18.783241	696.32245	239.57503	235.05965	49764	3111.7207	19.388435	715.7706	232.90097	228.05713	49764	3480.567	18.952007	697.8169	167.64285	163.64479	49763	6265.53	11.121287	106.34573	133.89345	130.87367	49705	3795.6921	8.6598425	71.35978	156.42325	153.84386	49743	4815.8086	10.116111	87.751595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F3_S19_subsampled_depth_17G_contig_1014	14.259734	13.904003	17372	41.15596	1.1525394	40.63333	14.932165	14.300367	17373	57.455055	1.2167548	43.265423	14.340741	14.019405	17345	31.242413	1.1655182	41.39316	16.333952	16.008898	17352	44.904087	1.3410678	49.715347	16.193003	15.727355	17361	52.925735	1.3148282	48.540035	16.78048	16.28625	17378	48.422382	1.3717077	50.506535	0	0	0	0	0	0	0	0	0	0	0	0	1.9467882	1.8512669	14396	2.2071848	0.12603445	1.0932782	5.685139	5.5111856	16836	10.7148075	10.011569	273.66608	5.0471187	4.8950424	16676	9.837495	8.168059	221.465	7.0341787	6.710528	17352	17.786842	11.099321	300.0233
F3_S19_subsampled_depth_17G_contig_1131	4465.311	4445.186	42821	632021.1	356.25974	12560.105	4464.3794	4442.44	42821	653731.94	355.82	12652.261	4236.8193	4217.8745	42821	528699.44	340.83978	12104.858	3990.081	3965.3516	42821	474643.38	321.50812	11918.782	4046.1563	4020.454	42821	455220.44	323.81757	11954.504	4101.572	4074.9944	42821	518322.06	329.94708	12148.72	171.71783	157.49673	42821	15512.227	11.383245	108.850624	162.23323	149.20471	42821	13446.23	10.468177	86.261055	217.55836	200.5465	42821	23485.936	14.042925	121.81452	7.192543	6.8757453	42311	17.033653	12.60695	344.61096	7.4303155	7.118839	42493	18.688974	12.051932	326.77042	8.774577	8.420154	42754	24.36252	13.901997	375.78186
F3_S19_subsampled_depth_17G_contig_1260	12.955501	9.296962	13386	413.1582	1.3629059	48.049892	12.954594	9.469028	13356	360.85788	1.3182214	46.873386	12.962224	9.012087	13386	417.27835	1.3433543	47.708984	11.433364	7.8641934	13251	368.0213	1.2347367	45.773506	11.615669	8.047843	13310	341.75323	1.2096921	44.65866	12.411983	9.14848	13381	328.10718	1.2988598	47.82428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
